OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,warsaw_187024_20150705_NDVI_pcs_OID,warsaw_187024_20150705_NDVI_pcs_FID_,warsaw_187024_20150705_NDVI_pcs_COUNT,warsaw_187024_20150705_NDVI_pcs_AREA,warsaw_187024_20150705_NDVI_pcs_MEAN
-1,Warsaw,1,52.239800000000002,21.022980000000000,20,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,1.342900000000000,27.533100000000001,0.048800000000000,100.000000000000000,0,0,0,36,32400.000000000000000,0.415633567505000
-1,Warsaw,2,52.234520000000003,21.026589999999999,17,2,0.118000000000000,52.229675000000000,21.012229999999999,Europe,1.116500000000000,27.533100000000001,0.040600000000000,100.000000000000000,1,1,1,36,32400.000000000000000,0.629454447991000
-1,Warsaw,3,52.229550000000003,21.026119999999999,17,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,0.946100000000000,27.533100000000001,0.034400000000000,100.000000000000000,2,2,2,36,32400.000000000000000,0.687531108658000
-1,Warsaw,4,52.223500000000001,21.025069999999999,20,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,1.111900000000000,27.533100000000001,0.040400000000000,100.000000000000000,3,3,3,36,32400.000000000000000,0.549653311984000
-1,Warsaw,5,52.218249999999998,21.025980000000001,12,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,1.578300000000000,27.533100000000001,0.057300000000000,100.000000000000000,4,4,4,36,32400.000000000000000,0.576569823341000
-1,Warsaw,6,52.213169999999998,21.028279999999999,20,5,0.250000000000000,52.229675000000000,21.012229999999999,Europe,2.136200000000000,27.533100000000001,0.077600000000000,100.000000000000000,5,5,5,37,33300.000000000000000,0.657663624230000
-1,Warsaw,7,52.207439999999998,21.032180000000000,20,5,0.250000000000000,52.229675000000000,21.012229999999999,Europe,2.821300000000000,27.533100000000001,0.102500000000000,100.000000000000000,6,6,6,35,31500.000000000000000,0.528189547147000
-1,Warsaw,8,52.202730000000003,21.034300000000002,10,1,0.100000000000000,52.229675000000000,21.012229999999999,Europe,3.352300000000000,27.533100000000001,0.121800000000000,100.000000000000000,7,7,7,36,32400.000000000000000,0.413026513325000
-1,Warsaw,9,52.197969999999998,21.038309999999999,20,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,3.947900000000000,27.533100000000001,0.143400000000000,100.000000000000000,8,8,8,35,31500.000000000000000,0.411339411991000
-1,Warsaw,10,52.193510000000003,21.042940000000002,20,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,4.533200000000000,27.533100000000001,0.164600000000000,100.000000000000000,9,9,9,36,32400.000000000000000,0.621330554287000
-1,Warsaw,11,52.189000000000000,21.047779999999999,20,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,5.130700000000000,27.533100000000001,0.186300000000000,100.000000000000000,10,10,10,32,28800.000000000000000,0.356487862766000
-1,Warsaw,12,52.184860000000000,21.052099999999999,16,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,5.675700000000000,27.533100000000001,0.206100000000000,100.000000000000000,11,11,11,36,32400.000000000000000,0.391711000146000
-1,Warsaw,13,52.180590000000002,21.057490000000001,19,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,6.269100000000000,27.533100000000001,0.227700000000000,100.000000000000000,12,12,12,36,32400.000000000000000,0.527089093294000
-1,Warsaw,14,52.176209999999998,21.062200000000001,20,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,6.851300000000000,27.533100000000001,0.248800000000000,100.000000000000000,13,13,13,35,31500.000000000000000,0.402496810045000
-1,Warsaw,15,52.171680000000002,21.066949999999999,17,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,7.449400000000000,27.533100000000001,0.270600000000000,100.000000000000000,14,14,14,36,32400.000000000000000,0.520962388151000
-1,Warsaw,16,52.168520000000001,21.074359999999999,17,1,0.059000000000000,52.229675000000000,21.012229999999999,Europe,8.010700000000000,27.533100000000001,0.290900000000000,100.000000000000000,15,15,15,35,31500.000000000000000,0.460299027818000
-1,Warsaw,17,52.165880000000001,21.082920000000001,15,1,0.067000000000000,52.229675000000000,21.012229999999999,Europe,8.575100000000001,27.533100000000001,0.311400000000000,100.000000000000000,16,16,16,35,31500.000000000000000,0.343506575482000
-1,Warsaw,18,52.160040000000002,21.086490000000001,11,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,9.250600000000000,27.533100000000001,0.336000000000000,100.000000000000000,17,17,17,37,33300.000000000000000,0.468080956791000
-1,Warsaw,19,52.149189999999997,21.090450000000001,20,3,0.150000000000000,52.229675000000000,21.012229999999999,Europe,10.417600000000000,27.533100000000001,0.378400000000000,100.000000000000000,18,18,18,37,33300.000000000000000,0.579223688390000
-1,Warsaw,20,52.155380000000001,21.088519999999999,15,1,0.067000000000000,52.229675000000000,21.012229999999999,Europe,9.761699999999999,27.533100000000001,0.354500000000000,100.000000000000000,19,19,19,35,31500.000000000000000,0.771643659047000
