OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,houston_025040_20130817_NDVI_pcs_OID,houston_025040_20130817_NDVI_pcs_FID_,houston_025040_20130817_NDVI_pcs_COUNT,houston_025040_20130817_NDVI_pcs_AREA,houston_025040_20130817_NDVI_pcs_MEAN
-1,Houston,1,29.758890000000001,-95.367779999999996,16,16,1.000000000000000,29.758938000000001,-95.367697000000007,North America,0.009600000000000,71.158100000000005,0.000100000000000,100.000000000000000,0,0,0,37,33300.000000000000000,0.193167753216000
-1,Houston,2,29.751670000000001,-95.365560000000002,21,14,0.667000000000000,29.758938000000001,-95.367697000000007,North America,0.834100000000000,71.158100000000005,0.011700000000000,100.000000000000000,1,1,1,35,31500.000000000000000,0.207925046129000
-1,Houston,3,29.738890000000001,-95.371110000000002,21,5,0.238000000000000,29.758938000000001,-95.367697000000007,North America,2.253500000000000,71.158100000000005,0.031700000000000,100.000000000000000,2,2,2,36,32400.000000000000000,0.459079491182000
-1,Houston,4,29.742500000000000,-95.383060000000000,13,12,0.923000000000000,29.758938000000001,-95.367697000000007,North America,2.353800000000000,71.158100000000005,0.033100000000000,100.000000000000000,3,3,3,32,28800.000000000000000,0.511544538662000
-1,Houston,5,29.732500000000002,-95.402780000000007,20,13,0.650000000000000,29.758938000000001,-95.367697000000007,North America,4.484900000000000,71.158100000000005,0.063000000000000,100.000000000000000,4,4,4,35,31500.000000000000000,0.387916405925000
-1,Houston,6,29.728330000000000,-95.408330000000007,14,7,0.500000000000000,29.758938000000001,-95.367697000000007,North America,5.193500000000000,71.158100000000005,0.073000000000000,100.000000000000000,5,5,5,35,31500.000000000000000,0.531507546561000
-1,Houston,7,29.722500000000000,-95.424999999999997,17,16,0.941000000000000,29.758938000000001,-95.367697000000007,North America,6.857500000000000,71.158100000000005,0.096400000000000,100.000000000000000,6,6,6,35,31500.000000000000000,0.498202992337000
-1,Houston,8,29.715000000000000,-95.433890000000005,14,12,0.857000000000000,29.758938000000001,-95.367697000000007,North America,8.044600000000001,71.158100000000005,0.113100000000000,100.000000000000000,7,7,7,35,31500.000000000000000,0.351664571038000
-1,Houston,9,29.706370000000000,-95.451080000000005,19,19,1.000000000000000,29.758938000000001,-95.367697000000007,North America,9.949299999999999,71.158100000000005,0.139800000000000,100.000000000000000,8,8,8,32,28800.000000000000000,0.446378479712000
-1,Houston,10,29.703610000000001,-95.469440000000006,13,11,0.846000000000000,29.758938000000001,-95.367697000000007,North America,11.591400000000000,71.158100000000005,0.162900000000000,100.000000000000000,9,9,9,36,32400.000000000000000,0.469625329806000
-1,Houston,11,29.691669999999998,-95.468059999999994,20,18,0.900000000000000,29.758938000000001,-95.367697000000007,North America,12.242200000000000,71.158100000000005,0.172000000000000,100.000000000000000,10,10,10,33,29700.000000000000000,0.343840346418000
-1,Houston,12,29.694720000000000,-95.487499999999997,13,13,1.000000000000000,29.758938000000001,-95.367697000000007,North America,13.594700000000000,71.158100000000005,0.191000000000000,100.000000000000000,11,11,11,37,33300.000000000000000,0.373499100675000
-1,Houston,13,29.691669999999998,-95.499440000000007,21,20,0.952000000000000,29.758938000000001,-95.367697000000007,North America,14.757500000000000,71.158100000000005,0.207400000000000,100.000000000000000,12,12,12,36,32400.000000000000000,0.323473529683000
-1,Houston,14,29.685829999999999,-95.513329999999996,19,18,0.947000000000000,29.758938000000001,-95.367697000000007,North America,16.243700000000000,71.158100000000005,0.228300000000000,100.000000000000000,13,13,13,36,32400.000000000000000,0.260928925541000
-1,Houston,15,29.677499999999998,-95.529439999999994,15,10,0.667000000000000,29.758938000000001,-95.367697000000007,North America,18.054700000000000,71.158100000000005,0.253700000000000,100.000000000000000,14,14,14,36,32400.000000000000000,0.503261155552000
-1,Houston,16,29.670829999999999,-95.552779999999998,18,15,0.833000000000000,29.758938000000001,-95.367697000000007,North America,20.382999999999999,71.158100000000005,0.286400000000000,100.000000000000000,15,15,15,35,31500.000000000000000,0.284725811652000
