OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,starkville_022037_20180607_NDVI_pcs_OID,starkville_022037_20180607_NDVI_pcs_FID_,starkville_022037_20180607_NDVI_pcs_COUNT,starkville_022037_20180607_NDVI_pcs_AREA,starkville_022037_20180607_NDVI_pcs_MEAN
-1,Starkville,1,33.466000000000001,-88.819000000000003,20,11,0.550000000000000,33.462845000000002,-88.810263000000006,North America,0.883100000000000,5.461500000000000,0.161700000000000,100.000000000000000,0,0,0,37,33300.000000000000000,0.433807499908000
-1,Starkville,2,33.466000000000001,-88.816500000000005,20,20,1.000000000000000,33.462845000000002,-88.810263000000006,North America,0.676600000000000,5.461500000000000,0.123900000000000,100.000000000000000,1,1,1,36,32400.000000000000000,0.365451357224000
-1,Starkville,3,33.465899999999998,-88.813100000000006,20,8,0.400000000000000,33.462845000000002,-88.810263000000006,North America,0.429700000000000,5.461500000000000,0.078700000000000,100.000000000000000,2,2,2,33,29700.000000000000000,0.306544474354000
-1,Starkville,4,33.465899999999998,-88.810599999999994,20,17,0.850000000000000,33.462845000000002,-88.810263000000006,North America,0.341100000000000,5.461500000000000,0.062500000000000,100.000000000000000,3,3,3,35,31500.000000000000000,0.432876332743000
-1,Starkville,5,33.464500000000001,-88.808899999999994,20,18,0.900000000000000,33.462845000000002,-88.810263000000006,North America,0.223300000000000,5.461500000000000,0.040900000000000,100.000000000000000,4,4,4,34,30600.000000000000000,0.412451778155000
-1,Starkville,6,33.463400000000000,-88.807299999999998,20,20,1.000000000000000,33.462845000000002,-88.810263000000006,North America,0.281700000000000,5.461500000000000,0.051600000000000,100.000000000000000,5,5,5,35,31500.000000000000000,0.514797097870000
-1,Starkville,7,33.462400000000002,-88.805099999999996,20,15,0.750000000000000,33.462845000000002,-88.810263000000006,North America,0.481500000000000,5.461500000000000,0.088200000000000,100.000000000000000,6,6,6,37,33300.000000000000000,0.564691291468000
-1,Starkville,8,33.462000000000003,-88.804100000000005,20,18,0.900000000000000,33.462845000000002,-88.810263000000006,North America,0.579400000000000,5.461500000000000,0.106100000000000,100.000000000000000,7,7,7,21,18900.000000000000000,0.485479509547000
-1,Starkville,9,33.460900000000002,-88.802300000000002,20,19,0.950000000000000,33.462845000000002,-88.810263000000006,North America,0.769700000000000,5.461500000000000,0.140900000000000,100.000000000000000,8,8,8,35,31500.000000000000000,0.447911479218000
-1,Starkville,10,33.460099999999997,-88.801199999999994,20,14,0.700000000000000,33.462845000000002,-88.810263000000006,North America,0.894400000000000,5.461500000000000,0.163800000000000,100.000000000000000,9,9,9,28,25200.000000000000000,0.420385829572000
-1,Starkville,11,33.459299999999999,-88.799700000000001,20,15,0.750000000000000,33.462845000000002,-88.810263000000006,North America,1.056200000000000,5.461500000000000,0.193400000000000,100.000000000000000,10,10,10,32,28800.000000000000000,0.585516682360000
-1,Starkville,12,33.458100000000002,-88.798000000000002,20,19,0.950000000000000,33.462845000000002,-88.810263000000006,North America,1.254000000000000,5.461500000000000,0.229600000000000,100.000000000000000,11,11,11,34,30600.000000000000000,0.465270500411000
-1,Starkville,13,33.457099999999997,-88.796800000000005,20,18,0.900000000000000,33.462845000000002,-88.810263000000006,North America,1.402800000000000,5.461500000000000,0.256900000000000,100.000000000000000,12,12,12,31,27900.000000000000000,0.468555013499000
-1,Starkville,14,33.455900000000000,-88.795199999999994,20,12,0.600000000000000,33.462845000000002,-88.810263000000006,North America,1.596500000000000,5.461500000000000,0.292300000000000,100.000000000000000,13,13,13,35,31500.000000000000000,0.347899478887000
-1,Starkville,15,33.454400000000000,-88.794700000000006,20,13,0.650000000000000,33.462845000000002,-88.810263000000006,North America,1.722300000000000,5.461500000000000,0.315400000000000,100.000000000000000,14,14,14,34,30600.000000000000000,0.408657611731000
-1,Starkville,16,33.453099999999999,-88.794700000000006,20,19,0.950000000000000,33.462845000000002,-88.810263000000006,North America,1.805200000000000,5.461500000000000,0.330500000000000,100.000000000000000,15,15,15,29,26100.000000000000000,0.360489940335000
-1,Starkville,17,33.451500000000003,-88.795100000000005,20,16,0.800000000000000,33.462845000000002,-88.810263000000006,North America,1.889500000000000,5.461500000000000,0.346000000000000,100.000000000000000,16,16,16,33,29700.000000000000000,0.467218332218000
-1,Starkville,18,33.450000000000003,-88.795100000000005,20,19,0.950000000000000,33.462845000000002,-88.810263000000006,North America,2.004700000000000,5.461500000000000,0.367100000000000,100.000000000000000,17,17,17,33,29700.000000000000000,0.451568247242000
-1,Starkville,19,33.448599999999999,-88.795400000000001,20,9,0.450000000000000,33.462845000000002,-88.810263000000006,North America,2.100100000000000,5.461500000000000,0.384500000000000,100.000000000000000,18,18,18,32,28800.000000000000000,0.491299133748000
-1,Starkville,20,33.446800000000003,-88.795800000000000,20,17,0.850000000000000,33.462845000000002,-88.810263000000006,North America,2.232400000000000,5.461500000000000,0.408800000000000,100.000000000000000,19,19,19,37,33300.000000000000000,0.301223959874000
-1,Starkville,21,33.445399999999999,-88.796000000000006,20,18,0.900000000000000,33.462845000000002,-88.810263000000006,North America,2.348100000000000,5.461500000000000,0.429900000000000,100.000000000000000,20,20,20,30,27000.000000000000000,0.413276599348000
-1,Starkville,22,33.443700000000000,-88.796199999999999,20,13,0.650000000000000,33.462845000000002,-88.810263000000006,North America,2.496800000000000,5.461500000000000,0.457200000000000,100.000000000000000,21,21,21,33,29700.000000000000000,0.406847523469000
-1,Starkville,23,33.442300000000003,-88.796400000000006,20,11,0.550000000000000,33.462845000000002,-88.810263000000006,North America,2.621700000000000,5.461500000000000,0.480000000000000,100.000000000000000,22,22,22,31,27900.000000000000000,0.485124119828000
-1,Starkville,24,33.440700000000000,-88.796700000000001,20,15,0.750000000000000,33.462845000000002,-88.810263000000006,North America,2.765300000000000,5.461500000000000,0.506300000000000,100.000000000000000,23,23,23,33,29700.000000000000000,0.539800149022000
-1,Starkville,25,33.439500000000002,-88.796800000000005,20,16,0.800000000000000,33.462845000000002,-88.810263000000006,North America,2.880700000000000,5.461500000000000,0.527500000000000,100.000000000000000,24,24,24,27,24300.000000000000000,0.519551571872000
-1,Starkville,26,33.438699999999997,-88.796800000000005,20,13,0.650000000000000,33.462845000000002,-88.810263000000006,North America,2.961100000000000,5.461500000000000,0.542200000000000,100.000000000000000,25,25,25,19,17100.000000000000000,0.527975905883000
-1,Starkville,27,33.436199999999999,-88.796700000000001,20,11,0.550000000000000,33.462845000000002,-88.810263000000006,North America,3.218900000000000,5.461500000000000,0.589400000000000,100.000000000000000,26,26,26,33,29700.000000000000000,0.482892732729000
-1,Starkville,28,33.434699999999999,-88.796000000000006,20,16,0.800000000000000,33.462845000000002,-88.810263000000006,North America,3.397900000000000,5.461500000000000,0.622200000000000,100.000000000000000,27,27,27,33,29700.000000000000000,0.433764020602000
-1,Starkville,29,33.433100000000003,-88.794799999999995,20,15,0.750000000000000,33.462845000000002,-88.810263000000006,North America,3.605200000000000,5.461500000000000,0.660100000000000,100.000000000000000,28,28,28,37,33300.000000000000000,0.454947658487000
-1,Starkville,30,33.432099999999998,-88.794799999999995,20,14,0.700000000000000,33.462845000000002,-88.810263000000006,North America,3.707500000000000,5.461500000000000,0.678800000000000,100.000000000000000,29,29,29,22,19800.000000000000000,0.571231064471000
