OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,london_019030_20180704_NDVI_pcs_OID,london_019030_20180704_NDVI_pcs_FID_,london_019030_20180704_NDVI_pcs_COUNT,london_019030_20180704_NDVI_pcs_AREA,london_019030_20180704_NDVI_pcs_MEAN
-1,London,1,42.983888999999998,-81.243333000000007,NA,NA,0.300000000000000,42.984270000000002,-81.247529999999998,North America,0.344018872591000,16.897389404999998,0.020400000000000,100.000000000000000,0,0,0,35,31500.000000000000000,0.214884782263000
-1,London,2,42.984873999999998,-81.239126999999996,NA,NA,0.190476190000000,42.984270000000002,-81.247529999999998,North America,0.686818879829000,16.897389404999998,0.040600000000000,100.000000000000000,1,1,1,36,32400.000000000000000,0.264838478218000
-1,London,3,42.986300000000000,-81.235084000000001,NA,NA,0.190476190000000,42.984270000000002,-81.247529999999998,North America,1.037245347030000,16.897389404999998,0.061400000000000,100.000000000000000,2,2,2,35,31500.000000000000000,0.452084290130000
-1,London,4,42.987268999999998,-81.231283000000005,NA,NA,0.238095238000000,42.984270000000002,-81.247529999999998,North America,1.362981940410000,16.897389404999998,0.080700000000000,100.000000000000000,3,3,3,35,31500.000000000000000,0.281528725794000
-1,London,5,42.987499999999997,-81.228055999999995,NA,NA,0.181818182000000,42.984270000000002,-81.247529999999998,North America,1.624251285090000,16.897389404999998,0.096100000000000,100.000000000000000,4,4,4,35,31500.000000000000000,0.239447529401000
-1,London,6,42.990748000000004,-81.221914999999996,NA,NA,0.047619048000000,42.984270000000002,-81.247529999999998,North America,2.204510243240000,16.897389404999998,0.130500000000000,100.000000000000000,5,5,5,32,28800.000000000000000,0.244962860597000
-1,London,7,42.992638999999997,-81.217803000000004,NA,NA,0.272727273000000,42.984270000000002,-81.247529999999998,North America,2.590834057240000,16.897389404999998,0.153300000000000,100.000000000000000,6,6,6,35,31500.000000000000000,0.291890200121000
-1,London,8,42.994062999999997,-81.213108000000005,NA,NA,0.285714286000000,42.984270000000002,-81.247529999999998,North America,3.004094465390000,16.897389404999998,0.177800000000000,100.000000000000000,7,7,7,32,28800.000000000000000,0.162106545642000
-1,London,9,42.995128000000001,-81.208792000000003,NA,NA,0.285714286000000,42.984270000000002,-81.247529999999998,North America,3.374213698040000,16.897389404999998,0.199700000000000,100.000000000000000,8,8,8,32,28800.000000000000000,0.406418432482000
-1,London,10,42.996583999999999,-81.203913999999997,NA,NA,0.545454545000000,42.984270000000002,-81.247529999999998,North America,3.802606636580000,16.897389404999998,0.225000000000000,100.000000000000000,9,9,9,35,31500.000000000000000,0.333639963184000
-1,London,11,42.998092000000000,-81.199680999999998,NA,NA,0.142857143000000,42.984270000000002,-81.247529999999998,North America,4.184265578880000,16.897389404999998,0.247600000000000,100.000000000000000,10,10,10,35,31500.000000000000000,0.473142493197000
-1,London,12,42.997083000000003,-81.194826000000006,NA,NA,0.285714286000000,42.984270000000002,-81.247529999999998,North America,4.517253746490000,16.897389404999998,0.267300000000000,100.000000000000000,11,11,11,34,30600.000000000000000,0.724700660390000
-1,London,13,43.000729999999997,-81.189493999999996,NA,NA,0.636363636000000,42.984270000000002,-81.247529999999998,North America,5.062650221430000,16.897389404999998,0.299600000000000,100.000000000000000,12,12,12,36,32400.000000000000000,0.286304889040000
