OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,woodstock_019030_20180704_NDVI_pcs_OID,woodstock_019030_20180704_NDVI_pcs_FID_,woodstock_019030_20180704_NDVI_pcs_COUNT,woodstock_019030_20180704_NDVI_pcs_AREA,woodstock_019030_20180704_NDVI_pcs_MEAN
-1,Woodstock,1,43.131377999999998,-80.746925000000005,NA,NA,0.400000000000000,43.131442999999997,-80.747106000000002,North America,0.016369909,10.764455440000001,0.0015,100.000000000000000,0,0,0,35,31500.000000000000000,0.267159539248000
-1,Woodstock,2,43.131844000000001,-80.743442000000002,NA,NA,0.450000000000000,43.131442999999997,-80.747106000000002,North America,0.300652469,10.764455440000001,0.0279,100.000000000000000,1,1,1,35,31500.000000000000000,0.454796808532000
-1,Woodstock,3,43.132418999999999,-80.739530999999999,NA,NA,0.300000000000000,43.131442999999997,-80.747106000000002,North America,0.624202783,10.764455440000001,0.058,100.000000000000000,2,2,2,36,32400.000000000000000,0.253647635380000
-1,Woodstock,4,43.133284000000003,-80.736018999999999,NA,NA,0.300000000000000,43.131442999999997,-80.747106000000002,North America,0.922676909,10.764455440000001,0.0857,100.000000000000000,3,3,3,33,29700.000000000000000,0.260617503163000
-1,Woodstock,5,43.133065000000002,-80.732293999999996,NA,NA,0.300000000000000,43.131442999999997,-80.747106000000002,North America,1.215414004,10.764455440000001,0.1129,100.000000000000000,4,4,4,32,28800.000000000000000,0.386628640816000
-1,Woodstock,6,43.134675000000001,-80.729118999999997,NA,NA,0.250000000000000,43.131442999999997,-80.747106000000002,North America,1.503174895,10.764455440000001,0.1396,100.000000000000000,5,5,5,35,31500.000000000000000,0.333121983920000
-1,Woodstock,7,43.134982000000001,-80.725032999999996,NA,NA,0.350000000000000,43.131442999999997,-80.747106000000002,North America,1.833861123,10.764455440000001,0.1704,100.000000000000000,6,6,6,35,31500.000000000000000,0.251062382971000
-1,Woodstock,9,43.135525999999999,-80.717823999999993,NA,NA,0.450000000000000,43.131442999999997,-80.747106000000002,North America,2.419100327,10.764455440000001,0.2247,100.000000000000000,8,7,7,35,31500.000000000000000,0.409125217263000
-1,Woodstock,10,43.135876000000003,-80.714476000000005,NA,NA,0.300000000000000,43.131442999999997,-80.747106000000002,North America,2.693276244,10.764455440000001,0.2502,100.000000000000000,9,8,8,35,31500.000000000000000,0.322322115941000
-1,Woodstock,11,43.136597000000002,-80.710341999999997,NA,NA,0.476190476000000,43.131442999999997,-80.747106000000002,North America,3.037772109,10.764455440000001,0.2822,100.000000000000000,10,9,9,36,32400.000000000000000,0.317420830950000
-1,Woodstock,12,43.137908000000003,-80.706908999999996,NA,NA,0.450000000000000,43.131442999999997,-80.747106000000002,North America,3.340038108,10.764455440000001,0.3103,100.000000000000000,11,10,10,36,32400.000000000000000,0.422890062133000
-1,Woodstock,13,43.137684999999998,-80.703132999999994,NA,NA,0.400000000000000,43.131442999999997,-80.747106000000002,North America,3.635045957,10.764455440000001,0.3377,100.000000000000000,12,11,11,36,32400.000000000000000,0.537720289495000
-1,Woodstock,14,43.137326000000002,-80.699326999999997,NA,NA,0.611111111000000,43.131442999999997,-80.747106000000002,North America,3.931814192,10.764455440000001,0.3653,100.000000000000000,13,12,12,35,31500.000000000000000,0.544491185887000
-1,Woodstock,15,43.138545999999998,-80.696753000000001,NA,NA,0.400000000000000,43.131442999999997,-80.747106000000002,North America,4.161477949,10.764455440000001,0.3866,100.000000000000000,14,13,13,36,32400.000000000000000,0.631479637490000
