OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,palmerston_north_072088_20180128_NDVI_pcs_OID,palmerston_north_072088_20180128_NDVI_pcs_FID_,palmerston_north_072088_20180128_NDVI_pcs_COUNT,palmerston_north_072088_20180128_NDVI_pcs_AREA,palmerston_north_072088_20180128_NDVI_pcs_MEAN
-1,Palmerston_North,1,-40.372500000000002,175.624169999999992,20,5,0.250000000000000,-40.356316999999997,175.611239000000012,Oceania,2.106700000000000,7.727000000000000,0.272600000000000,100.000000000000000,0,0,0,34,30600.000000000000000,0.610808280680000
-1,Palmerston_North,2,-40.372219999999999,175.623610000000014,17,8,0.471000000000000,-40.356316999999997,175.611239000000012,Oceania,2.055600000000000,7.727000000000000,0.266000000000000,100.000000000000000,1,1,1,13,11700.000000000000000,0.693155621107000
-1,Palmerston_North,3,-40.368070000000003,175.620540000000005,17,7,0.412000000000000,-40.356316999999997,175.611239000000012,Oceania,1.526100000000000,7.727000000000000,0.197500000000000,100.000000000000000,2,2,2,35,31500.000000000000000,0.515253598349000
-1,Palmerston_North,4,-40.366289999999999,175.618670000000009,15,10,0.667000000000000,-40.356316999999997,175.611239000000012,Oceania,1.275200000000000,7.727000000000000,0.165000000000000,100.000000000000000,3,3,3,32,28800.000000000000000,0.483701713383000
-1,Palmerston_North,5,-40.362580000000001,175.614970000000000,20,9,0.450000000000000,-40.356316999999997,175.611239000000012,Oceania,0.764800000000000,7.727000000000000,0.099000000000000,100.000000000000000,4,4,4,34,30600.000000000000000,0.386928518029000
-1,Palmerston_North,6,-40.361139999999999,175.614429999999999,16,6,0.375000000000000,-40.356316999999997,175.611239000000012,Oceania,0.600600000000000,7.727000000000000,0.077700000000000,100.000000000000000,5,5,5,32,28800.000000000000000,0.416668100283000
-1,Palmerston_North,7,-40.356070000000003,175.609870000000001,18,11,0.611000000000000,-40.356316999999997,175.611239000000012,Oceania,0.119200000000000,7.727000000000000,0.015400000000000,100.000000000000000,6,6,6,35,31500.000000000000000,0.351003525725000
-1,Palmerston_North,8,-40.360120000000002,175.605019999999996,18,14,0.778000000000000,-40.356316999999997,175.611239000000012,Oceania,0.675600000000000,7.727000000000000,0.087400000000000,100.000000000000000,7,7,7,32,28800.000000000000000,0.497549975757000
-1,Palmerston_North,9,-40.374800000000000,175.624459999999999,20,15,0.750000000000000,-40.356316999999997,175.611239000000012,Oceania,2.340600000000000,7.727000000000000,0.302900000000000,100.000000000000000,8,8,8,34,30600.000000000000000,0.644026403918000
-1,Palmerston_North,10,-40.360300000000002,175.604770000000002,18,9,0.500000000000000,-40.356316999999997,175.611239000000012,Oceania,0.704700000000000,7.727000000000000,0.091200000000000,100.000000000000000,9,9,9,8,7200.000000000000000,0.374137155712000
-1,Palmerston_North,11,-40.353630000000003,175.604420000000005,20,9,0.450000000000000,-40.356316999999997,175.611239000000012,Oceania,0.650500000000000,7.727000000000000,0.084200000000000,100.000000000000000,10,10,10,34,30600.000000000000000,0.493061084958000
-1,Palmerston_North,12,-40.350020000000001,175.605979999999988,20,12,0.600000000000000,-40.356316999999997,175.611239000000012,Oceania,0.830000000000000,7.727000000000000,0.107400000000000,100.000000000000000,11,11,11,34,30600.000000000000000,0.129817658303000
