OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,whitchurch_stouffville_018029_20180611_NDVI_pcs_OID,whitchurch_stouffville_018029_20180611_NDVI_pcs_FID_,whitchurch_stouffville_018029_20180611_NDVI_pcs_COUNT,whitchurch_stouffville_018029_20180611_NDVI_pcs_AREA,whitchurch_stouffville_018029_20180611_NDVI_pcs_MEAN
-1,Whitchurch-Stouffville,1,43.970728000000001,-79.244710999999995,NA,NA,0.111111111000000,43.968425000000003,-80.520409000000001,North America,102.090787736999999,102.090787736999999,1.000000000000000,100.000000000000000,0,0,0,36,32400.000000000000000,0.555673657192000
-1,Whitchurch-Stouffville,2,43.970523000000000,-79.247335000000007,NA,NA,0.421052632000000,43.968425000000003,-80.520409000000001,North America,101.880922425999998,102.090787736999999,0.997900000000000,100.000000000000000,1,1,1,35,31500.000000000000000,0.472903608850000
-1,Whitchurch-Stouffville,3,43.969796000000002,-79.249137000000005,NA,NA,0.450000000000000,43.968425000000003,-80.520409000000001,North America,101.737185897000003,102.090787736999999,0.996500000000000,100.000000000000000,2,2,2,31,27900.000000000000000,0.574040890221000
-1,Whitchurch-Stouffville,4,43.970146999999997,-79.251474999999999,NA,NA,0.222222222000000,43.968425000000003,-80.520409000000001,North America,101.549850879000005,102.090787736999999,0.994700000000000,100.000000000000000,3,3,3,34,30600.000000000000000,0.506857554264000
-1,Whitchurch-Stouffville,5,43.967892999999997,-79.253540999999998,NA,NA,0.150000000000000,43.968425000000003,-80.520409000000001,North America,101.386277723000006,102.090787736999999,0.993100000000000,100.000000000000000,4,4,4,32,28800.000000000000000,0.539794794284000
-1,Whitchurch-Stouffville,6,43.967028999999997,-79.257081999999997,NA,NA,0.300000000000000,43.968425000000003,-80.520409000000001,North America,101.103737582999997,102.090787736999999,0.990300000000000,100.000000000000000,5,5,5,36,32400.000000000000000,0.477235835046000
-1,Whitchurch-Stouffville,7,43.967559999999999,-79.260069000000001,NA,NA,0.200000000000000,43.968425000000003,-80.520409000000001,North America,100.864169513999997,102.090787736999999,0.988000000000000,100.000000000000000,6,6,6,35,31500.000000000000000,0.370194788064000
-1,Whitchurch-Stouffville,8,43.965369000000003,-79.262185000000002,NA,NA,0.350000000000000,43.968425000000003,-80.520409000000001,North America,100.697215443999994,102.090787736999999,0.986300000000000,100.000000000000000,7,7,7,32,28800.000000000000000,0.203396878896000
-1,Whitchurch-Stouffville,9,43.965125000000000,-79.264471999999998,NA,NA,0.235294118000000,43.968425000000003,-80.520409000000001,North America,100.514491464000002,102.090787736999999,0.984600000000000,100.000000000000000,8,8,8,32,28800.000000000000000,0.221105010030000
-1,Whitchurch-Stouffville,10,43.966780000000000,-79.268221999999994,NA,NA,0.421052632000000,43.968425000000003,-80.520409000000001,North America,100.212482274999999,102.090787736999999,0.981600000000000,100.000000000000000,9,9,9,32,28800.000000000000000,0.536953480681000
-1,Whitchurch-Stouffville,11,43.965535000000003,-79.270651000000001,NA,NA,0.450000000000000,43.968425000000003,-80.520409000000001,North America,100.019491015000000,102.090787736999999,0.979700000000000,100.000000000000000,10,10,10,36,32400.000000000000000,0.333948239270000
-1,Whitchurch-Stouffville,12,43.964731999999998,-79.274074999999996,NA,NA,0.250000000000000,43.968425000000003,-80.520409000000001,North America,99.746474435099998,102.090787736999999,0.977000000000000,100.000000000000000,11,11,11,36,32400.000000000000000,0.290301553905000
-1,Whitchurch-Stouffville,13,43.964522000000002,-79.277134000000004,NA,NA,0.350000000000000,43.968425000000003,-80.520409000000001,North America,99.501940638099995,102.090787736999999,0.974600000000000,100.000000000000000,12,12,12,34,30600.000000000000000,0.641793023137000
-1,Whitchurch-Stouffville,14,43.964391999999997,-79.279876000000002,NA,NA,0.222222222000000,43.968425000000003,-80.520409000000001,North America,99.282673742900002,102.090787736999999,0.972500000000000,100.000000000000000,13,13,13,35,31500.000000000000000,0.535208883030000
-1,Whitchurch-Stouffville,15,43.967689999999997,-79.284814999999995,NA,NA,0.550000000000000,43.968425000000003,-80.520409000000001,North America,98.883681609600004,102.090787736999999,0.968600000000000,100.000000000000000,14,14,14,35,31500.000000000000000,0.500715017319000
