OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,trondheim_199016_20180701_NDVI_pcs_OID,trondheim_199016_20180701_NDVI_pcs_FID_,trondheim_199016_20180701_NDVI_pcs_COUNT,trondheim_199016_20180701_NDVI_pcs_AREA,trondheim_199016_20180701_NDVI_pcs_MEAN
-1,Trondheim,1,63.433579999999999,10.403860000000000,20,0,0.000000000000000,63.430450000000000,10.395002000000000,Europe,0.561400000000000,8.449600000000000,0.066400000000000,100.000000000000000,0,0,0,35,31500.000000000000000,0.143075599787000
-1,Trondheim,2,63.430140000000002,10.398580000000001,20,0,0.000000000000000,63.430450000000000,10.395002000000000,Europe,0.181300000000000,8.449600000000000,0.021500000000000,100.000000000000000,1,1,1,37,33300.000000000000000,0.341713216861000
-1,Trondheim,3,63.431640000000002,10.396000000000001,20,0,0.000000000000000,63.430450000000000,10.395002000000000,Europe,0.141300000000000,8.449600000000000,0.016700000000000,100.000000000000000,2,2,2,34,30600.000000000000000,0.337464663912000
-1,Trondheim,4,63.432609999999997,10.389139999999999,15,0,0.000000000000000,63.430450000000000,10.395002000000000,Europe,0.377700000000000,8.449600000000000,0.044700000000000,100.000000000000000,3,3,3,36,32400.000000000000000,0.157374498848000
-1,Trondheim,5,63.428829999999998,10.387359999999999,15,2,0.133000000000000,63.430450000000000,10.395002000000000,Europe,0.420600000000000,8.449600000000000,0.049800000000000,100.000000000000000,4,4,4,32,28800.000000000000000,0.286535987805000
-1,Trondheim,6,63.427329999999998,10.387860000000000,16,6,0.375000000000000,63.430450000000000,10.395002000000000,Europe,0.496500000000000,8.449600000000000,0.058800000000000,100.000000000000000,5,5,5,33,29700.000000000000000,0.429403522362000
-1,Trondheim,7,63.426530000000000,10.393829999999999,16,1,0.062000000000000,63.430450000000000,10.395002000000000,Europe,0.439800000000000,8.449600000000000,0.052000000000000,100.000000000000000,6,6,6,32,28800.000000000000000,0.390333430842000
-1,Trondheim,8,63.422969999999999,10.395110000000001,18,2,0.111000000000000,63.430450000000000,10.395002000000000,Europe,0.831800000000000,8.449600000000000,0.098400000000000,100.000000000000000,7,7,7,36,32400.000000000000000,0.336613443654000
-1,Trondheim,9,63.420610000000003,10.395750000000000,20,1,0.050000000000000,63.430450000000000,10.395002000000000,Europe,1.094800000000000,8.449600000000000,0.129600000000000,100.000000000000000,8,8,8,35,31500.000000000000000,0.464558238749000
-1,Trondheim,10,63.418610000000001,10.397670000000000,19,4,0.211000000000000,63.430450000000000,10.395002000000000,Europe,1.323200000000000,8.449600000000000,0.156600000000000,100.000000000000000,9,9,9,36,32400.000000000000000,0.519813248474000
