city,population,HCN_Result,plant_dens,dist,std_dist,population_latitude,population_longitude
Bradford,1,0.35,6.2,0.3597327320000001,0.044706261,44.11075,-79.575008
Bradford,2,0.35,4.6,0.095827297,0.0,44.111072,-79.578283
Bradford,3,0.1,7.8,0.201916242,0.017971741,44.10958400000001,-79.58063800000002
Bradford,4,0.25,16.2,0.320403719,0.038043824,44.109178,-79.582337
Bradford,5,0.3,5.0,0.536344795,0.074624799,44.109441,-79.585729
Bradford,6,0.2,5.8,0.668825225,0.097067325,44.108163,-79.586706
Bradford,7,0.35,25.0,0.907312552,0.137467693,44.108901,-79.590377
Bradford,8,0.4,4.4,1.165795225,0.181255324,44.108056,-79.59340300000002
Bradford,9,0.1,20.0,1.401563249,0.221195034,44.107443,-79.59623
Bradford,10,0.2,8.4,1.646074666,0.262615898,44.106838,-79.599175
Bradford,11,0.35,6.4,1.848267477,0.296867881,44.10684000000001,-79.601812
Bradford,12,0.3,7.0,2.211897044,0.35846766700000005,44.105572,-79.606045
Bradford,13,0.25,14.4,2.720379387,0.444605886,44.10377,-79.611936
Bradford,14,0.3,16.8,3.4908330380000003,0.575122719,44.10154,-79.621073
Bradford,15,0.15,2.8,3.795156623,0.626675919,44.100517,-79.624617
Bradford,16,0.2,7.8,4.95503825,0.8231628540000001,44.099361,-79.639301
Bradford,17,0.05,7.4,5.243959931,0.872106932,44.097039,-79.64211800000002
Bradford,18,0.55,5.2,5.450833538,0.907151854,44.09627,-79.64449599999998
Bradford,19,0.263157895,0.0,5.646015384,0.940216161,44.096037,-79.646957
Bradford,20,0.25,5.8,5.998925242,1.0,44.095523,-79.651361
