city,population,HCN_Result,plant_dens,dist,std_dist,population_latitude,population_longitude
Woodstock,1,0.4,5.4,0.02,0.0,43.13137800000001,-80.746925
Woodstock,2,0.45,4.0,0.3,0.025974026,43.131844,-80.743442
Woodstock,3,0.3,17.4,0.63,0.056586271,43.132419,-80.739531
Woodstock,4,0.3,2.4,0.93,0.084415584,43.133284,-80.736019
Woodstock,5,0.3,0.6,1.22,0.111317254,43.133065,-80.732294
Woodstock,6,0.25,1.2,1.51,0.138218924,43.134675,-80.729119
Woodstock,7,0.35,10.8,1.84,0.16883116899999998,43.134982,-80.725033
Woodstock,8,0.4,0.6,2.16,0.19851577,,
Woodstock,9,0.45,6.8,2.43,0.223562152,43.135526,-80.717824
Woodstock,10,0.3,14.6,2.7,0.248608534,43.135876,-80.714476
Woodstock,11,0.476190476,10.0,3.05,0.281076067,43.136597,-80.710342
Woodstock,12,0.45,5.8,3.36,0.309833024,43.137908,-80.706909
Woodstock,13,0.4,0.6,3.66,0.33766233799999995,43.137685,-80.703133
Woodstock,14,0.611111111,9.2,3.95,0.364564007,43.137326,-80.699327
Woodstock,15,0.4,9.2,4.19,0.386827458,43.13854600000001,-80.696753
Woodstock,16,0.4,15.0,4.43,0.409090909,43.138858,-80.693881
Woodstock,17,0.1,6.4,4.87,0.449907236,43.139764,-80.688513
Woodstock,18,0.5555555560000001,2.6,5.52,0.510204082,43.140826,-80.680774
Woodstock,19,0.380952381,17.0,5.72,0.528756957,43.141244,-80.678252
Woodstock,20,0.2,4.2,6.16,0.569573284,43.142314,-80.672883
Woodstock,21,0.466666667,5.0,6.58,0.608534323,43.142732,-80.66801099999998
Woodstock,22,0.45,9.8,6.88,0.636363636,43.143151,-80.664351
Woodstock,23,0.75,15.2,7.29,0.674397032,43.14395,-80.659185
Woodstock,24,0.5,17.8,7.59,0.702226345,43.143869,-80.65543199999998
Woodstock,25,0.75,8.0,8.21,0.75974026,43.145599,-80.648143
Woodstock,26,0.3,6.4,8.76,0.810760668,43.146664,-80.641385
Woodstock,27,0.315789474,4.6,9.05,0.837662338,43.147185,-80.63789200000002
Woodstock,28,0.35,8.0,9.79,0.906307978,43.149113,-80.629245
Woodstock,29,0.5,0.0,10.36,0.959183673,,
Woodstock,30,0.238095238,2.6,10.8,1.0,43.149319,-80.61671700000002
