city,population,HCN_Result,plant_dens,dist,std_dist,population_latitude,population_longitude
New_Tecumseth,1,0.25,4.8,0.06,0.0,44.153317,-79.869055
New_Tecumseth,2,0.3,6.4,0.35,0.058585859,44.154557,-79.8648
New_Tecumseth,3,0.28571428600000004,13.8,0.53,0.094949495,44.154523,-79.862352
New_Tecumseth,4,0.25,5.4,0.76,0.141414141,44.155905,-79.859993
New_Tecumseth,5,0.25,5.4,0.9,0.16969697,44.154285,-79.85745
New_Tecumseth,6,0.65,5.8,1.21,0.232323232,44.156204,-79.85419300000002
New_Tecumseth,7,0.35,3.2,1.5,0.290909091,44.156396,-79.850497
New_Tecumseth,8,0.35,1.6,1.83,0.357575758,44.158598,-79.8471
New_Tecumseth,9,0.75,19.0,2.1,0.412121212,44.160335,-79.84442299999998
New_Tecumseth,10,0.25,3.6,2.38,0.468686869,44.159876,-79.840496
New_Tecumseth,11,0.117647059,2.4,2.56,0.505050505,44.160098,-79.838248
New_Tecumseth,12,0.28571428600000004,2.0,2.89,0.571717172,44.161683,-79.83458399999998
New_Tecumseth,13,0.3,1.8,3.32,0.658585859,44.161819,-79.828972
New_Tecumseth,14,0.25,14.2,3.54,0.703030303,44.162309,-79.82632
New_Tecumseth,15,0.3,0.0,3.81,0.757575758,44.16299,-79.823042
New_Tecumseth,16,0.2,14.0,4.05,0.806060606,44.162981,-79.819921
New_Tecumseth,17,0.25,8.0,4.37,0.8707070709999999,44.164706,-79.816447
New_Tecumseth,18,0.2,19.4,4.79,0.955555556,44.163549,-79.810634
New_Tecumseth,19,0.25,10.4,5.01,1.0,44.164928,-79.808224
New_Tecumseth,20,0.4,16.2,4.88,0.973737374,44.168862,-79.811771
