city,population,HCN_Result,plant_dens,dist,std_dist,population_latitude,population_longitude
Barrie,1,0.3,11.4,0.31,0.011792453,44.387428,-79.694063
Barrie,2,0.210526316,2.4,0.21,0.0,44.388108,-79.688321
Barrie,3,0.3,9.8,0.38,0.02004717,44.388372,-79.686052
Barrie,4,0.222222222,5.0,0.65,0.051886792,44.390592,-79.683239
Barrie,5,0.1,3.4,1.18,0.114386792,44.390359,-79.676293
Barrie,6,0.2,12.2,1.52,0.154481132,44.392082,-79.67234599999998
Barrie,7,0.35,20.2,1.69,0.174528302,44.396779,-79.673167
Barrie,8,0.2,7.4,2.08,0.220518868,44.394012,-79.665864
Barrie,9,0.45,10.6,2.31,0.247641509,44.394401,-79.662953
Barrie,10,0.5,7.0,2.72,0.295990566,44.393771,-79.65749100000002
Barrie,11,0.3,12.0,3.07,0.337264151,44.394542,-79.653233
Barrie,12,0.45,22.0,3.4,0.376179245,44.395473,-79.649304
Barrie,13,0.307692308,0.0,3.8,0.423349057,44.393884,-79.643752
Barrie,14,0.2,0.0,4.06,0.454009434,44.395527,-79.64088000000002
Barrie,15,0.4,17.2,4.48,0.5035377360000001,44.396875,-79.635899
Barrie,16,0.3,20.4,4.91,0.554245283,44.398087,-79.630738
Barrie,17,0.111111111,4.2,5.37,0.6084905660000001,44.397722,-79.624629
Barrie,18,0.45,15.2,5.67,0.643867925,44.39877,-79.621222
Barrie,19,0.35,7.8,6.24,0.711084906,44.400464,-79.614308
Barrie,20,0.25,23.4,6.72,0.767688679,44.401507,-79.608611
Barrie,21,0.2,2.0,7.28,0.833726415,44.4056,-79.602704
Barrie,22,0.7222222220000001,7.6,7.84,0.899764151,44.404829,-79.595215
Barrie,23,0.2,14.8,7.88,0.904481132,44.408602,-79.59606
Barrie,24,0.3,4.2,8.18,0.939858491,44.410576,-79.592877
Barrie,25,0.3,17.8,8.69,1.0,44.412594,-79.587327
