OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,rockford_024031_20180707_LST_pcs_OID,rockford_024031_20180707_LST_pcs_FID_,rockford_024031_20180707_LST_pcs_COUNT,rockford_024031_20180707_LST_pcs_AREA,rockford_024031_20180707_LST_pcs_MEAN
-1,Rockford,1,42.273310000000002,-89.076949999999997,20,4,0.200000000000000,42.271394999999998,-89.093965999999995,North America,1.416200000000000,21.341400000000000,0.066400000000000,100.000000000000000,0,0,0,32,28800.000000000000000,34.989509796400000
-1,Rockford,2,42.270380000000003,-89.078609999999998,20,0,0.000000000000000,42.271394999999998,-89.093965999999995,North America,1.268500000000000,21.341400000000000,0.059400000000000,100.000000000000000,1,1,1,35,31500.000000000000000,34.823286871999997
-1,Rockford,3,42.267960000000002,-89.082859999999997,20,2,0.100000000000000,42.271394999999998,-89.093965999999995,North America,0.990400000000000,21.341400000000000,0.046400000000000,100.000000000000000,2,2,2,36,32400.000000000000000,41.309267063999997
-1,Rockford,4,42.265169999999998,-89.078760000000003,20,4,0.200000000000000,42.271394999999998,-89.093965999999995,North America,1.429900000000000,21.341400000000000,0.067000000000000,100.000000000000000,3,3,3,36,32400.000000000000000,41.240277240499999
-1,Rockford,5,42.260480000000001,-89.083060000000003,20,0,0.000000000000000,42.271394999999998,-89.093965999999995,North America,1.509400000000000,21.341400000000000,0.070700000000000,100.000000000000000,4,4,4,32,28800.000000000000000,36.722766293100001
-1,Rockford,6,42.255609999999997,-89.085179999999994,20,1,0.050000000000000,42.271394999999998,-89.093965999999995,North America,1.898300000000000,21.341400000000000,0.088900000000000,100.000000000000000,5,5,5,35,31500.000000000000000,33.008407702699998
-1,Rockford,7,42.250100000000003,-89.082800000000006,20,2,0.100000000000000,42.271394999999998,-89.093965999999995,North America,2.539900000000000,21.341400000000000,0.119000000000000,100.000000000000000,6,6,6,35,31500.000000000000000,36.449000669999997
-1,Rockford,8,42.246420000000001,-89.082689999999999,20,0,0.000000000000000,42.271394999999998,-89.093965999999995,North America,2.928000000000000,21.341400000000000,0.137200000000000,100.000000000000000,7,7,7,32,28800.000000000000000,36.030992840400003
-1,Rockford,9,42.241390000000003,-89.082560000000001,20,0,0.000000000000000,42.271394999999998,-89.093965999999995,North America,3.465900000000000,21.341400000000000,0.162400000000000,100.000000000000000,8,8,8,35,31500.000000000000000,41.503864901900002
-1,Rockford,10,42.233849999999997,-89.079800000000006,20,2,0.100000000000000,42.271394999999998,-89.093965999999995,North America,4.334600000000000,21.341400000000000,0.203100000000000,100.000000000000000,9,9,9,35,31500.000000000000000,36.761876344000001
-1,Rockford,11,42.231510000000000,-89.075419999999994,20,6,0.300000000000000,42.271394999999998,-89.093965999999995,North America,4.690400000000000,21.341400000000000,0.219800000000000,100.000000000000000,10,10,10,37,33300.000000000000000,36.878224172800003
-1,Rockford,12,42.222340000000003,-89.083539999999999,20,1,0.050000000000000,42.271394999999998,-89.093965999999995,North America,5.521800000000000,21.341400000000000,0.258700000000000,100.000000000000000,11,11,11,35,31500.000000000000000,35.305787124699997
-1,Rockford,13,42.221240000000002,-89.078959999999995,20,6,0.300000000000000,42.271394999999998,-89.093965999999995,North America,5.712100000000000,21.341400000000000,0.267700000000000,100.000000000000000,12,12,12,35,31500.000000000000000,34.897397576400003
-1,Rockford,14,42.212409999999998,-89.079759999999993,20,4,0.200000000000000,42.271394999999998,-89.093965999999995,North America,6.662300000000000,21.341400000000000,0.312200000000000,100.000000000000000,13,13,13,32,28800.000000000000000,37.290899760700000
