OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,zurich_194027_20140719_LST_pcs_OID,zurich_194027_20140719_LST_pcs_FID_,zurich_194027_20140719_LST_pcs_COUNT,zurich_194027_20140719_LST_pcs_AREA,zurich_194027_20140719_LST_pcs_MEAN
-1,Zurich,1,47.395460000000000,8.552759999999999,20,17,0.850000000000000,47.376888000000001,8.541694000000000,Europe,2.226800000000000,19.699800000000000,0.113000000000000,100.000000000000000,0,0,0,32,28800.000000000000000,30.010752593700001
-1,Zurich,2,47.398190000000000,8.552759999999999,20,20,1.000000000000000,47.376888000000001,8.541694000000000,Europe,2.510900000000000,19.699800000000000,0.127500000000000,100.000000000000000,1,1,1,35,31500.000000000000000,33.139283239100003
-1,Zurich,3,47.367730000000002,8.540839999999999,18,3,0.167000000000000,47.376888000000001,8.541694000000000,Europe,1.020400000000000,19.699800000000000,0.051800000000000,100.000000000000000,2,2,2,37,33300.000000000000000,39.771668613700001
-1,Zurich,4,47.372489999999999,8.547499999999999,19,6,0.316000000000000,47.376888000000001,8.541694000000000,Europe,0.656000000000000,19.699800000000000,0.033300000000000,100.000000000000000,3,3,3,35,31500.000000000000000,39.631385593200001
-1,Zurich,5,47.375309999999999,8.550110000000000,20,11,0.550000000000000,47.376888000000001,8.541694000000000,Europe,0.657600000000000,19.699800000000000,0.033400000000000,100.000000000000000,4,4,4,35,31500.000000000000000,38.261693485599999
-1,Zurich,6,47.392609999999998,8.550110000000000,19,18,0.947000000000000,47.376888000000001,8.541694000000000,Europe,1.859500000000000,19.699800000000000,0.094400000000000,100.000000000000000,5,5,5,37,33300.000000000000000,33.407678368799999
-1,Zurich,7,47.386989999999997,8.547330000000001,20,17,0.850000000000000,47.376888000000001,8.541694000000000,Europe,1.200800000000000,19.699800000000000,0.061000000000000,100.000000000000000,6,6,6,36,32400.000000000000000,37.400196321400003
-1,Zurich,8,47.384990000000002,8.547499999999999,20,10,0.500000000000000,47.376888000000001,8.541694000000000,Europe,1.001400000000000,19.699800000000000,0.050800000000000,100.000000000000000,7,7,7,35,31500.000000000000000,38.983921834999997
-1,Zurich,9,47.380029999999998,8.540839999999999,20,5,0.250000000000000,47.376888000000001,8.541694000000000,Europe,0.355200000000000,19.699800000000000,0.018000000000000,100.000000000000000,8,8,8,32,28800.000000000000000,35.480109385200002
-1,Zurich,10,47.406489999999998,8.558880000000000,20,8,0.400000000000000,47.376888000000001,8.541694000000000,Europe,3.536700000000000,19.699800000000000,0.179500000000000,100.000000000000000,9,9,9,34,30600.000000000000000,39.087156368199999
-1,Zurich,11,47.409910000000004,8.563440000000000,20,16,0.800000000000000,47.376888000000001,8.541694000000000,Europe,4.020200000000000,19.699800000000000,0.204100000000000,100.000000000000000,10,10,10,37,33300.000000000000000,38.099257417200000
-1,Zurich,12,47.413860000000000,8.562900000000001,20,14,0.700000000000000,47.376888000000001,8.541694000000000,Europe,4.410100000000000,19.699800000000000,0.223900000000000,100.000000000000000,11,11,11,32,28800.000000000000000,39.341244105400001
-1,Zurich,13,47.417729999999999,8.562450000000000,20,8,0.400000000000000,47.376888000000001,8.541694000000000,Europe,4.802600000000000,19.699800000000000,0.243800000000000,100.000000000000000,12,12,12,34,30600.000000000000000,40.510101841500003
-1,Zurich,14,47.418689999999998,8.562709999999999,20,4,0.200000000000000,47.376888000000001,8.541694000000000,Europe,4.910000000000000,19.699800000000000,0.249200000000000,100.000000000000000,13,13,13,24,21600.000000000000000,35.926661996699998
-1,Zurich,15,47.422550000000001,8.565930000000000,20,6,0.300000000000000,47.376888000000001,8.541694000000000,Europe,5.395100000000000,19.699800000000000,0.273900000000000,100.000000000000000,14,14,14,35,31500.000000000000000,35.996561755000002
-1,Zurich,16,47.425579999999997,8.568099999999999,20,9,0.450000000000000,47.376888000000001,8.541694000000000,Europe,5.767500000000000,19.699800000000000,0.292800000000000,100.000000000000000,15,15,15,37,33300.000000000000000,37.533153316200000
-1,Zurich,17,47.440120000000000,8.571400000000001,19,17,0.895000000000000,47.376888000000001,8.541694000000000,Europe,7.377900000000000,19.699800000000000,0.374500000000000,100.000000000000000,16,16,16,35,31500.000000000000000,39.328368586000003
-1,Zurich,18,47.430759999999999,8.567670000000000,19,14,0.737000000000000,47.376888000000001,8.541694000000000,Europe,6.301200000000000,19.699800000000000,0.319900000000000,100.000000000000000,17,17,17,36,32400.000000000000000,38.254574254300003
-1,Zurich,19,47.442639999999997,8.574270000000000,20,3,0.150000000000000,47.376888000000001,8.541694000000000,Europe,7.711300000000000,19.699800000000000,0.391400000000000,100.000000000000000,18,18,18,35,31500.000000000000000,34.242879870700001
-1,Zurich,20,47.447600000000001,8.574600000000000,20,7,0.350000000000000,47.376888000000001,8.541694000000000,Europe,8.243499999999999,19.699800000000000,0.418500000000000,100.000000000000000,19,19,19,32,28800.000000000000000,36.913621809200002
-1,Zurich,21,47.451039999999999,8.578400000000000,20,15,0.750000000000000,47.376888000000001,8.541694000000000,Europe,8.695600000000001,19.699800000000000,0.441400000000000,100.000000000000000,20,20,20,36,32400.000000000000000,37.804399473799997
-1,Zurich,22,47.456850000000003,8.580590000000001,20,12,0.600000000000000,47.376888000000001,8.541694000000000,Europe,9.360600000000000,19.699800000000000,0.475200000000000,100.000000000000000,21,21,21,34,30600.000000000000000,35.208506254699998
-1,Zurich,23,47.461120000000001,8.582570000000000,20,14,0.700000000000000,47.376888000000001,8.541694000000000,Europe,9.858200000000000,19.699800000000000,0.500400000000000,100.000000000000000,22,22,22,35,31500.000000000000000,34.481089412599999
-1,Zurich,24,47.464480000000002,8.582190000000001,20,9,0.450000000000000,47.376888000000001,8.541694000000000,Europe,10.205200000000000,19.699800000000000,0.518000000000000,100.000000000000000,23,23,23,37,33300.000000000000000,35.316239416999998
-1,Zurich,25,47.469929999999998,8.584379999999999,17,9,0.529000000000000,47.376888000000001,8.541694000000000,Europe,10.832700000000001,19.699800000000000,0.549900000000000,100.000000000000000,24,24,24,36,32400.000000000000000,31.476102388400001
-1,Zurich,26,47.472560000000001,8.586610000000000,20,8,0.400000000000000,47.376888000000001,8.541694000000000,Europe,11.162000000000001,19.699800000000000,0.566600000000000,100.000000000000000,25,25,25,35,31500.000000000000000,32.014000038299997
-1,Zurich,27,47.480370000000001,8.591400000000000,20,13,0.650000000000000,47.376888000000001,8.541694000000000,Europe,12.098900000000000,19.699800000000000,0.614200000000000,100.000000000000000,26,26,26,32,28800.000000000000000,28.257144035900001
-1,Zurich,28,47.483669999999996,8.588920000000000,20,14,0.700000000000000,47.376888000000001,8.541694000000000,Europe,12.393599999999999,19.699800000000000,0.629100000000000,100.000000000000000,27,27,27,35,31500.000000000000000,34.134064587700003
-1,Zurich,29,47.487520000000004,8.589270000000001,20,13,0.650000000000000,47.376888000000001,8.541694000000000,Europe,12.811700000000000,19.699800000000000,0.650300000000000,100.000000000000000,28,28,28,36,32400.000000000000000,31.461376013199999
-1,Zurich,30,47.491999999999997,8.594440000000001,20,16,0.800000000000000,47.376888000000001,8.541694000000000,Europe,13.400600000000001,19.699800000000000,0.680200000000000,100.000000000000000,29,29,29,33,29700.000000000000000,34.874945663299997
-1,Zurich,31,47.496839999999999,8.596850000000000,20,15,0.750000000000000,47.376888000000001,8.541694000000000,Europe,13.968299999999999,19.699800000000000,0.709100000000000,100.000000000000000,30,30,30,32,28800.000000000000000,33.025315707200001
-1,Zurich,32,47.501440000000002,8.599560000000000,20,15,0.750000000000000,47.376888000000001,8.541694000000000,Europe,14.517200000000001,19.699800000000000,0.736900000000000,100.000000000000000,31,31,31,32,28800.000000000000000,32.853100417599997
-1,Zurich,33,47.504700000000000,8.598380000000001,20,6,0.300000000000000,47.376888000000001,8.541694000000000,Europe,14.837700000000000,19.699800000000000,0.753200000000000,100.000000000000000,32,32,32,32,28800.000000000000000,35.342048388599999
-1,Zurich,34,47.509380000000000,8.604120000000000,20,10,0.500000000000000,47.376888000000001,8.541694000000000,Europe,15.462400000000001,19.699800000000000,0.784900000000000,100.000000000000000,33,33,33,37,33300.000000000000000,31.220641537300001
