OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,Brussels_gcs_PET_annual_OID,Brussels_gcs_PET_annual_FID_,Brussels_gcs_PET_annual_COUNT,Brussels_gcs_PET_annual_AREA,Brussels_gcs_PET_annual_MEAN
,Brussels,1,50.844738999999997,4.361957000000000,16,6,0.375000000000000,50.845539000000002,4.355710000000000,Belgium,Europe,0.447500000000000,14.464700000000001,0.030900000000000,0,0,1,0.000069444451688,769.000000000000000
,Brussels,2,50.840649999999997,4.365077000000000,20,6,0.300000000000000,50.845539000000002,4.355710000000000,Belgium,Europe,0.853300000000000,14.464700000000001,0.059000000000000,1,1,1,0.000069444451688,764.000000000000000
,Brussels,3,50.840156000000000,4.369757000000000,20,2,0.100000000000000,50.845539000000002,4.355710000000000,Belgium,Europe,1.153700000000000,14.464700000000001,0.079800000000000,2,2,1,0.000069444451688,764.000000000000000
,Brussels,4,50.843359999999997,4.371505000000000,20,7,0.350000000000000,50.845539000000002,4.355710000000000,Belgium,Europe,1.135200000000000,14.464700000000001,0.078500000000000,3,3,1,0.000069444451688,766.000000000000000
,Brussels,5,50.840313999999999,4.378325000000000,18,6,0.333000000000000,50.845539000000002,4.355710000000000,Belgium,Europe,1.690800000000000,14.464700000000001,0.116900000000000,4,4,1,0.000069444451688,767.000000000000000
,Brussels,6,50.837271999999999,4.378541000000000,20,5,0.250000000000000,50.845539000000002,4.355710000000000,Belgium,Europe,1.848000000000000,14.464700000000001,0.127800000000000,,,,,
,Brussels,7,50.834817999999999,4.373781000000000,13,4,0.308000000000000,50.845539000000002,4.355710000000000,Belgium,Europe,1.741100000000000,14.464700000000001,0.120400000000000,,,,,
,Brussels,8,50.822901999999999,4.390344000000000,17,5,0.294000000000000,50.845539000000002,4.355710000000000,Belgium,Europe,3.500200000000000,14.464700000000001,0.242000000000000,5,7,1,0.000069444451688,766.000000000000000
,Brussels,9,50.819921999999998,4.394039000000000,20,4,0.200000000000000,50.845539000000002,4.355710000000000,Belgium,Europe,3.919100000000000,14.464700000000001,0.270900000000000,6,8,1,0.000069444451688,764.000000000000000
,Brussels,10,50.737976000000003,4.471441000000000,14,7,0.500000000000000,50.845539000000002,4.355710000000000,Belgium,Europe,14.464700000000001,14.464700000000001,1.000000000000000,7,9,1,0.000069444451688,769.000000000000000
,Brussels,11,50.741228000000000,4.470661000000000,17,4,0.235000000000000,50.845539000000002,4.355710000000000,Belgium,Europe,14.135600000000000,14.464700000000001,0.977200000000000,,,,,
,Brussels,12,50.744486999999999,4.468424000000000,18,8,0.444000000000000,50.845539000000002,4.355710000000000,Belgium,Europe,13.748400000000000,14.464700000000001,0.950500000000000,8,11,1,0.000069444451688,765.000000000000000
,Brussels,13,50.748108000000002,4.465162000000000,18,18,1.000000000000000,50.845539000000002,4.355710000000000,Belgium,Europe,13.287200000000000,14.464700000000001,0.918600000000000,9,12,1,0.000069444451688,763.000000000000000
,Brussels,14,50.751767000000001,4.462081000000000,20,5,0.250000000000000,50.845539000000002,4.355710000000000,Belgium,Europe,12.830000000000000,14.464700000000001,0.887000000000000,10,13,1,0.000069444451688,762.000000000000000
,Brussels,15,50.753973999999999,4.460577000000000,20,8,0.400000000000000,50.845539000000002,4.355710000000000,Belgium,Europe,12.569000000000001,14.464700000000001,0.868900000000000,,,,,
,Brussels,16,50.757632999999998,4.460054000000000,20,6,0.300000000000000,50.845539000000002,4.355710000000000,Belgium,Europe,12.219500000000000,14.464700000000001,0.844800000000000,,,,,
,Brussels,17,50.763527000000003,4.451008000000000,20,11,0.550000000000000,50.845539000000002,4.355710000000000,Belgium,Europe,11.314100000000000,14.464700000000001,0.782200000000000,11,16,1,0.000069444451688,765.000000000000000
,Brussels,18,50.768726999999998,4.442245000000000,15,5,0.333000000000000,50.845539000000002,4.355710000000000,Belgium,Europe,10.484500000000001,14.464700000000001,0.724800000000000,12,17,1,0.000069444451688,762.000000000000000
,Brussels,19,50.774856999999997,4.436166000000000,17,5,0.294000000000000,50.845539000000002,4.355710000000000,Belgium,Europe,9.681400000000000,14.464700000000001,0.669300000000000,13,18,1,0.000069444451688,762.000000000000000
,Brussels,20,50.778073999999997,4.433569000000000,16,1,0.062000000000000,50.845539000000002,4.355710000000000,Belgium,Europe,9.284500000000000,14.464700000000001,0.641900000000000,14,19,1,0.000069444451688,760.000000000000000
,Brussels,21,50.785226000000002,4.426131000000000,20,5,0.250000000000000,50.845539000000002,4.355710000000000,Belgium,Europe,8.333900000000000,14.464700000000001,0.576200000000000,15,20,1,0.000069444451688,761.000000000000000
,Brussels,22,50.792495000000002,4.419624000000000,20,12,0.600000000000000,50.845539000000002,4.355710000000000,Belgium,Europe,7.412700000000000,14.464700000000001,0.512500000000000,16,21,1,0.000069444451688,767.000000000000000
,Brussels,23,50.815440000000002,4.390724000000000,20,5,0.250000000000000,50.845539000000002,4.355710000000000,Belgium,Europe,4.153200000000000,14.464700000000001,0.287100000000000,17,22,1,0.000069444451688,765.000000000000000
,Brussels,24,50.812528999999998,4.392030000000000,20,19,0.950000000000000,50.845539000000002,4.355710000000000,Belgium,Europe,4.469900000000000,14.464700000000001,0.309000000000000,18,23,1,0.000069444451688,766.000000000000000
,Brussels,25,50.809955000000002,4.398237000000000,20,8,0.400000000000000,50.845539000000002,4.355710000000000,Belgium,Europe,4.957600000000000,14.464700000000001,0.342700000000000,,,,,
,Brussels,26,50.809925999999997,4.405344000000000,20,12,0.600000000000000,50.845539000000002,4.355710000000000,Belgium,Europe,5.275800000000000,14.464700000000001,0.364700000000000,19,25,1,0.000069444451688,768.000000000000000
,Brussels,27,50.804631999999998,4.409055000000000,14,3,0.214000000000000,50.845539000000002,4.355710000000000,Belgium,Europe,5.893200000000000,14.464700000000001,0.407400000000000,20,26,1,0.000069444451688,764.000000000000000
,Brussels,28,50.802554000000001,4.413498000000000,20,3,0.150000000000000,50.845539000000002,4.355710000000000,Belgium,Europe,6.270800000000000,14.464700000000001,0.433500000000000,,,,,
,Brussels,29,50.799799999999998,4.414290000000000,20,4,0.200000000000000,50.845539000000002,4.355710000000000,Belgium,Europe,6.542100000000000,14.464700000000001,0.452300000000000,21,28,1,0.000069444451688,766.000000000000000
,Brussels,30,50.797803000000002,4.417149000000000,20,7,0.350000000000000,50.845539000000002,4.355710000000000,Belgium,Europe,6.841100000000000,14.464700000000001,0.473000000000000,,,,,
