OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,Mexico_City_gcs_PET_annual_OID,Mexico_City_gcs_PET_annual_FID_,Mexico_City_gcs_PET_annual_COUNT,Mexico_City_gcs_PET_annual_AREA,Mexico_City_gcs_PET_annual_MEAN
-1,Mexico_City,1,19.423190000000002,-99.182800000000000,20,11,0.550000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,5.304700000000000,32.161299999999997,0.164900000000000,0,0,1,0.000069444451688,1617.000000000000000
-1,Mexico_City,2,19.415679999999998,-99.199160000000006,20,3,0.150000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,7.167600000000000,32.161299999999997,0.222900000000000,1,1,1,0.000069444451688,1607.000000000000000
-1,Mexico_City,3,19.390599999999999,-99.164619999999999,20,18,0.900000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,5.715800000000000,32.161299999999997,0.177700000000000,2,2,1,0.000069444451688,1629.000000000000000
-1,Mexico_City,4,19.378350000000001,-99.178460000000001,20,20,1.000000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,7.676100000000000,32.161299999999997,0.238700000000000,3,3,1,0.000069444451688,1625.000000000000000
-1,Mexico_City,5,19.333860000000001,-99.206230000000005,20,19,0.950000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,13.387800000000000,32.161299999999997,0.416300000000000,4,4,1,0.000069444451688,1613.000000000000000
-1,Mexico_City,6,19.324719999999999,-99.190399999999997,20,17,0.850000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,13.412900000000000,32.161299999999997,0.417100000000000,5,5,1,0.000069444451688,1620.000000000000000
-1,Mexico_City,7,19.311859999999999,-99.181950000000001,20,17,0.850000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,14.367100000000001,32.161299999999997,0.446700000000000,6,6,1,0.000069444451688,1621.000000000000000
-1,Mexico_City,8,19.296040000000001,-99.183430000000001,20,20,1.000000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,16.073599999999999,32.161299999999997,0.499800000000000,7,7,1,0.000069444451688,1616.000000000000000
-1,Mexico_City,9,19.339690000000001,-99.170760000000001,20,20,1.000000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,11.057300000000000,32.161299999999997,0.343800000000000,8,8,1,0.000069444451688,1631.000000000000000
-1,Mexico_City,10,19.287030000000001,-99.154079999999993,20,12,0.600000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,16.334900000000001,32.161299999999997,0.507900000000000,9,9,1,0.000069444451688,1635.000000000000000
-1,Mexico_City,11,19.334869999999999,-99.182159999999996,20,19,0.950000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,12.019800000000000,32.161299999999997,0.373700000000000,10,10,1,0.000069444451688,1630.000000000000000
-1,Mexico_City,12,19.234700000000000,-99.192130000000006,20,17,0.850000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,22.858300000000000,32.161299999999997,0.710700000000000,11,11,1,0.000069444451688,1427.000000000000000
-1,Mexico_City,13,19.223710000000001,-99.237840000000006,20,18,0.900000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,25.692200000000000,32.161299999999997,0.798900000000000,12,12,1,0.000069444451688,1274.000000000000000
-1,Mexico_City,14,19.257269999999998,-99.243020000000001,20,14,0.700000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,22.646300000000000,32.161299999999997,0.704100000000000,13,13,1,0.000069444451688,1382.000000000000000
-1,Mexico_City,15,19.355370000000001,-99.135630000000006,20,12,0.600000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,8.592200000000000,32.161299999999997,0.267200000000000,14,14,1,0.000069444451688,1637.000000000000000
