OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F6_Medellin_gcs_PET_Jun_OID,F6_Medellin_gcs_PET_Jun_FID_,F6_Medellin_gcs_PET_Jun_COUNT,F6_Medellin_gcs_PET_Jun_AREA,F6_Medellin_gcs_PET_Jun_MEAN
-1,Medellin,1,6.247800000000000,-75.578800000000001,20,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,1.406900000000000,18.102200000000000,0.077700000000000,0,0,1,0.000069444451688,136.000000000000000
-1,Medellin,2,6.247200000000000,-75.581500000000005,20,2,0.100000000000000,6.249957000000000,-75.566258000000005,South America,1.712400000000000,18.102200000000000,0.094600000000000,,,,,
-1,Medellin,3,6.245400000000000,-75.580100000000002,20,6,0.300000000000000,6.249957000000000,-75.566258000000005,South America,1.611700000000000,18.102200000000000,0.089000000000000,,,,,
-1,Medellin,4,6.239300000000000,-75.576499999999996,14,1,0.071000000000000,6.249957000000000,-75.566258000000005,South America,1.638900000000000,18.102200000000000,0.090500000000000,1,3,1,0.000069444451688,136.000000000000000
-1,Medellin,5,6.232000000000000,-75.576499999999996,18,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,2.295300000000000,18.102200000000000,0.126800000000000,2,4,1,0.000069444451688,137.000000000000000
-1,Medellin,6,6.220700000000000,-75.580699999999993,12,5,0.417000000000000,6.249957000000000,-75.566258000000005,South America,3.623800000000000,18.102200000000000,0.200200000000000,3,5,1,0.000069444451688,137.000000000000000
-1,Medellin,7,6.214700000000000,-75.578500000000005,17,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,4.147400000000000,18.102200000000000,0.229100000000000,4,6,1,0.000069444451688,136.000000000000000
-1,Medellin,8,6.209800000000000,-75.579300000000003,12,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,4.692200000000000,18.102200000000000,0.259200000000000,,,,,
-1,Medellin,9,6.205000000000000,-75.579899999999995,20,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,5.221500000000000,18.102200000000000,0.288400000000000,5,8,1,0.000069444451688,135.000000000000000
-1,Medellin,10,6.202600000000000,-75.580299999999994,20,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,5.489900000000000,18.102200000000000,0.303300000000000,,,,,
-1,Medellin,11,6.188200000000000,-75.584699999999998,20,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,7.163300000000000,18.102200000000000,0.395700000000000,6,10,1,0.000069444451688,134.000000000000000
-1,Medellin,12,6.186000000000000,-75.587400000000002,18,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,7.485900000000000,18.102200000000000,0.413500000000000,,,,,
-1,Medellin,13,6.183200000000000,-75.589900000000000,12,1,0.083000000000000,6.249957000000000,-75.566258000000005,South America,7.869700000000000,18.102200000000000,0.434700000000000,7,12,1,0.000069444451688,133.000000000000000
-1,Medellin,14,6.177500000000000,-75.593900000000005,11,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,8.616800000000000,18.102200000000000,0.476000000000000,8,13,1,0.000069444451688,133.000000000000000
-1,Medellin,15,6.174900000000000,-75.597700000000003,20,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,9.040800000000001,18.102200000000000,0.499400000000000,9,14,1,0.000069444451688,133.000000000000000
-1,Medellin,16,6.169700000000000,-75.595799999999997,20,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,9.502900000000000,18.102200000000000,0.525000000000000,,,,,
-1,Medellin,17,6.167300000000000,-75.598299999999995,15,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,9.849900000000000,18.102200000000000,0.544100000000000,,,,,
-1,Medellin,18,6.164600000000000,-75.600200000000001,20,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,10.206000000000000,18.102200000000000,0.563800000000000,10,17,1,0.000069444451688,131.000000000000000
-1,Medellin,19,6.162200000000000,-75.603399999999993,20,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,10.586700000000000,18.102200000000000,0.584800000000000,,,,,
-1,Medellin,20,6.162200000000000,-75.606399999999994,20,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,10.719700000000000,18.102200000000000,0.592200000000000,,,,,
