OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F8_Albuquerque_gcs_PET_Aug_OID,F8_Albuquerque_gcs_PET_Aug_FID_,F8_Albuquerque_gcs_PET_Aug_COUNT,F8_Albuquerque_gcs_PET_Aug_AREA,F8_Albuquerque_gcs_PET_Aug_MEAN
-1,Albuquerque,1,35.082999999999998,-106.614999999999995,20,4,0.200000000000000,35.084384999999997,-106.650420999999994,North America,3.226700000000000,19.152300000000000,0.168500000000000,0,0,1,0.000069444451688,182.000000000000000
-1,Albuquerque,2,35.085999999999999,-106.619000000000000,20,5,0.250000000000000,35.084384999999997,-106.650420999999994,North America,2.864700000000000,19.152300000000000,0.149600000000000,1,1,1,0.000069444451688,182.000000000000000
-1,Albuquerque,3,35.091999999999999,-106.620999999999995,20,7,0.350000000000000,35.084384999999997,-106.650420999999994,North America,2.807700000000000,19.152300000000000,0.146600000000000,2,2,1,0.000069444451688,183.000000000000000
-1,Albuquerque,4,35.098999999999997,-106.634500000000003,20,5,0.250000000000000,35.084384999999997,-106.650420999999994,North America,2.177000000000000,19.152300000000000,0.113700000000000,3,3,1,0.000069444451688,185.000000000000000
-1,Albuquerque,5,35.100999999999999,-106.638499999999993,20,11,0.550000000000000,35.084384999999997,-106.650420999999994,North America,2.142300000000000,19.152300000000000,0.111900000000000,4,4,1,0.000069444451688,185.000000000000000
-1,Albuquerque,6,35.107999999999997,-106.635999999999996,20,5,0.250000000000000,35.084384999999997,-106.650420999999994,North America,2.935400000000000,19.152300000000000,0.153300000000000,,,,,
-1,Albuquerque,7,35.104999999999997,-106.646000000000001,20,10,0.500000000000000,35.084384999999997,-106.650420999999994,North America,2.327300000000000,19.152300000000000,0.121500000000000,5,6,1,0.000069444451688,186.000000000000000
-1,Albuquerque,8,35.107999999999997,-106.641999999999996,20,6,0.300000000000000,35.084384999999997,-106.650420999999994,North America,2.735300000000000,19.152300000000000,0.142800000000000,,,,,
-1,Albuquerque,9,35.112000000000002,-106.661000000000001,20,9,0.450000000000000,35.084384999999997,-106.650420999999994,North America,3.217900000000000,19.152300000000000,0.168000000000000,6,8,1,0.000069444451688,186.000000000000000
-1,Albuquerque,10,35.118000000000002,-106.651499999999999,20,3,0.150000000000000,35.084384999999997,-106.650420999999994,North America,3.739100000000000,19.152300000000000,0.195200000000000,7,9,1,0.000069444451688,186.000000000000000
-1,Albuquerque,11,35.119000000000000,-106.662000000000006,20,2,0.100000000000000,35.084384999999997,-106.650420999999994,North America,3.990500000000000,19.152300000000000,0.208400000000000,8,10,1,0.000069444451688,186.000000000000000
-1,Albuquerque,12,35.127000000000002,-106.664000000000001,20,6,0.300000000000000,35.084384999999997,-106.650420999999994,North America,4.896900000000000,19.152300000000000,0.255700000000000,9,11,1,0.000069444451688,186.000000000000000
-1,Albuquerque,13,35.128000000000000,-106.671999999999997,20,9,0.450000000000000,35.084384999999997,-106.650420999999994,North America,5.232000000000000,19.152300000000000,0.273200000000000,10,12,1,0.000069444451688,186.000000000000000
-1,Albuquerque,14,35.085999999999999,-106.629800000000003,20,5,0.250000000000000,35.084384999999997,-106.650420999999994,North America,1.884900000000000,19.152300000000000,0.098400000000000,11,13,1,0.000069444451688,183.000000000000000
