OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,F5_Amsterdam_gcs_PET_May_OID,F5_Amsterdam_gcs_PET_May_FID_,F5_Amsterdam_gcs_PET_May_COUNT,F5_Amsterdam_gcs_PET_May_AREA,F5_Amsterdam_gcs_PET_May_MEAN
-1,Amsterdam,Atjehgouw1,52.435001000000000,5.015338000000000,20,4,0.200000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,10.900000000000000,10.972000000000000,0.993400000000000,0,0,1,0.000069444451688,93.000000000000000
-1,Amsterdam,Atjehgouw2,52.437133000000003,5.013423000000000,20,1,0.050000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,10.951800000000000,10.972000000000000,0.998200000000000,,,,,
-1,Amsterdam,Atjehgouw3,52.438437000000000,5.011965000000000,20,3,0.150000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,10.972000000000000,10.972000000000000,1.000000000000000,,,,,
-1,Amsterdam,Baanakkerpark,52.397238999999999,4.947181000000000,20,0,0.000000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,4.677400000000000,10.972000000000000,0.426300000000000,1,3,1,0.000069444451688,93.000000000000000
-1,Amsterdam,Broek in Waterland,52.433863000000002,4.999307000000000,20,3,0.150000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,9.993600000000001,10.972000000000000,0.910800000000000,2,4,1,0.000069444451688,93.000000000000000
-1,Amsterdam,Broekergouw/Middenweg,52.428825000000003,4.987441000000000,10,8,0.800000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,9.022800000000000,10.972000000000000,0.822300000000000,3,5,1,0.000069444451688,93.000000000000000
-1,Amsterdam,Broekergouw1,52.410536999999998,4.968426000000000,15,12,0.800000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,6.716500000000000,10.972000000000000,0.612100000000000,4,6,1,0.000069444451688,93.000000000000000
-1,Amsterdam,Broekergouw10,52.425544000000002,4.989985000000000,17,3,0.176000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,8.906700000000001,10.972000000000000,0.811800000000000,,,,,
-1,Amsterdam,Broekergouw2,52.412985999999997,4.972029000000000,20,2,0.100000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,7.077300000000000,10.972000000000000,0.645000000000000,,,,,
-1,Amsterdam,Broekergouw3,52.415323000000001,4.976897000000000,20,7,0.350000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,7.497400000000000,10.972000000000000,0.683300000000000,5,9,1,0.000069444451688,93.000000000000000
-1,Amsterdam,Broekergouw4,52.416621999999997,4.979427000000000,20,5,0.250000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,7.721600000000000,10.972000000000000,0.703800000000000,,,,,
-1,Amsterdam,Broekergouw5,52.417613000000003,4.983176000000000,20,6,0.300000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,7.989300000000000,10.972000000000000,0.728200000000000,6,11,1,0.000069444451688,93.000000000000000
-1,Amsterdam,Broekergouw6,52.419243000000002,4.986980000000000,20,0,0.000000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,8.304100000000000,10.972000000000000,0.756800000000000,7,12,1,0.000069444451688,93.000000000000000
-1,Amsterdam,Broekergouw7,52.420388000000003,4.990113000000000,20,8,0.400000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,8.550000000000001,10.972000000000000,0.779300000000000,,,,,
-1,Amsterdam,Broekergouw8,52.422443000000001,4.990880000000000,20,2,0.100000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,8.732500000000000,10.972000000000000,0.795900000000000,,,,,
-1,Amsterdam,Broekergouw9,52.424404000000003,4.991186000000000,20,7,0.350000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,8.886699999999999,10.972000000000000,0.809900000000000,,,,,
-1,Amsterdam,Frederiksplein,52.360757000000000,4.899087000000000,20,1,0.050000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,1.494000000000000,10.972000000000000,0.136200000000000,8,16,1,0.000069444451688,93.000000000000000
-1,Amsterdam,Hermitage,52.365549000000001,4.903933000000000,20,5,0.250000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,1.236900000000000,10.972000000000000,0.112700000000000,9,17,1,0.000069444451688,93.000000000000000
-1,Amsterdam,Het Laagt (Plan van Gool),52.394775000000003,4.937672000000000,20,1,0.050000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,3.994000000000000,10.972000000000000,0.364000000000000,10,18,1,0.000069444451688,93.000000000000000
-1,Amsterdam,Hortus,52.366453999999997,4.906370000000000,12,1,0.083000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,1.302000000000000,10.972000000000000,0.118700000000000,,,,,
-1,Amsterdam,Jisperveldstraat,52.400112999999997,4.952466000000000,11,1,0.091000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,5.154600000000000,10.972000000000000,0.469800000000000,11,20,1,0.000069444451688,93.000000000000000
-1,Amsterdam,Kattenburg,52.375239999999998,4.914497000000000,20,0,0.000000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,1.634500000000000,10.972000000000000,0.149000000000000,12,21,1,0.000069444451688,93.000000000000000
-1,Amsterdam,Lamenhofstraat,52.387918999999997,4.924977000000000,20,4,0.200000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,2.848800000000000,10.972000000000000,0.259600000000000,13,22,1,0.000069444451688,93.000000000000000
-1,Amsterdam,Leidseplein,52.363128000000003,4.880632000000000,20,6,0.300000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,1.307700000000000,10.972000000000000,0.119200000000000,14,23,1,0.000069444451688,93.000000000000000
-1,Amsterdam,Meeuwenplein,52.382196999999998,4.910530000000000,20,2,0.100000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,1.681300000000000,10.972000000000000,0.153200000000000,,,,,
-1,Amsterdam,Molengouw,52.432219000000003,5.006563000000000,20,5,0.250000000000000,52.373168999999997,4.890660000000000,Netherlands,Europe,10.244000000000000,10.972000000000000,0.933600000000000,15,25,1,0.000069444451688,93.000000000000000
