OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F11_Rancagua_gcs_PET_Nov_OID,F11_Rancagua_gcs_PET_Nov_FID_,F11_Rancagua_gcs_PET_Nov_COUNT,F11_Rancagua_gcs_PET_Nov_AREA,F11_Rancagua_gcs_PET_Nov_MEAN
-1,Rancagua,1,-34.170040000000000,-70.740960000000001,20,10,0.500000000000000,-34.167701999999998,-70.738297000000003,South America,0.357200000000000,17.080600000000000,0.020900000000000,0,0,1,0.000069444451688,158.000000000000000
-1,Rancagua,2,-34.167789999999997,-70.741780000000006,20,18,0.900000000000000,-34.167701999999998,-70.738297000000003,South America,0.320600000000000,17.080600000000000,0.018800000000000,1,1,1,0.000069444451688,158.000000000000000
-1,Rancagua,3,-34.165460000000003,-70.740129999999994,20,15,0.750000000000000,-34.167701999999998,-70.738297000000003,South America,0.301000000000000,17.080600000000000,0.017600000000000,2,2,1,0.000069444451688,158.000000000000000
-1,Rancagua,4,-34.165939999999999,-70.737499999999997,20,13,0.650000000000000,-34.167701999999998,-70.738297000000003,South America,0.209200000000000,17.080600000000000,0.012200000000000,,,,,
-1,Rancagua,5,-34.166280000000000,-70.735259999999997,20,17,0.850000000000000,-34.167701999999998,-70.738297000000003,South America,0.321100000000000,17.080600000000000,0.018800000000000,,,,,
-1,Rancagua,6,-34.166429999999998,-70.733249999999998,20,14,0.700000000000000,-34.167701999999998,-70.738297000000003,South America,0.485400000000000,17.080600000000000,0.028400000000000,3,5,1,0.000069444451688,158.000000000000000
-1,Rancagua,7,-34.166759999999996,-70.730869999999996,20,9,0.450000000000000,-34.167701999999998,-70.738297000000003,South America,0.691300000000000,17.080600000000000,0.040500000000000,4,6,1,0.000069444451688,158.000000000000000
-1,Rancagua,8,-34.166829999999997,-70.727950000000007,20,14,0.700000000000000,-34.167701999999998,-70.738297000000003,South America,0.956900000000000,17.080600000000000,0.056000000000000,,,,,
-1,Rancagua,9,-34.167529999999999,-70.725539999999995,20,9,0.450000000000000,-34.167701999999998,-70.738297000000003,South America,1.173800000000000,17.080600000000000,0.068700000000000,,,,,
-1,Rancagua,10,-34.167920000000002,-70.723070000000007,20,14,0.700000000000000,-34.167701999999998,-70.738297000000003,South America,1.401100000000000,17.080600000000000,0.082000000000000,5,9,1,0.000069444451688,158.000000000000000
-1,Rancagua,11,-34.168329999999997,-70.720370000000003,20,16,0.800000000000000,-34.167701999999998,-70.738297000000003,South America,1.650800000000000,17.080600000000000,0.096600000000000,,,,,
-1,Rancagua,12,-34.169069999999998,-70.717479999999995,20,18,0.900000000000000,-34.167701999999998,-70.738297000000003,South America,1.921200000000000,17.080600000000000,0.112500000000000,,,,,
-1,Rancagua,13,-34.166490000000003,-70.716440000000006,20,9,0.450000000000000,-34.167701999999998,-70.738297000000003,South America,2.015400000000000,17.080600000000000,0.118000000000000,6,12,1,0.000069444451688,159.000000000000000
-1,Rancagua,14,-34.164909999999999,-70.715329999999994,20,13,0.650000000000000,-34.167701999999998,-70.738297000000003,South America,2.135700000000000,17.080600000000000,0.125000000000000,,,,,
-1,Rancagua,15,-34.166010000000000,-70.712270000000004,20,15,0.750000000000000,-34.167701999999998,-70.738297000000003,South America,2.401900000000000,17.080600000000000,0.140600000000000,,,,,
