OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F8_Acton_gcs_PET_Aug_OID,F8_Acton_gcs_PET_Aug_FID_,F8_Acton_gcs_PET_Aug_COUNT,F8_Acton_gcs_PET_Aug_AREA,F8_Acton_gcs_PET_Aug_MEAN
-1,Acton,1,43.630000000000003,-80.041667000000004,NA,NA,0.541666667000000,43.629693000000003,-80.041492000000005,North America,0.036928365424000,4.980361849880000,0.007400000000000,0,0,1,0.000069444451688,130.000000000000000
-1,Acton,2,43.630737000000003,-80.038796000000005,NA,NA,0.173913043000000,43.629693000000003,-80.041492000000005,North America,0.246086348398000,4.980361849880000,0.049400000000000,1,1,1,0.000069444451688,130.000000000000000
-1,Acton,3,43.631746999999997,-80.037403999999995,NA,NA,0.391304348000000,43.629693000000003,-80.041492000000005,North America,0.400518208321000,4.980361849880000,0.080400000000000,,,,,
-1,Acton,4,43.633851000000000,-80.036412999999996,NA,NA,0.458333333000000,43.629693000000003,-80.041492000000005,North America,0.617135516281000,4.980361849880000,0.123900000000000,2,3,1,0.000069444451688,130.000000000000000
-1,Acton,5,43.634700000000002,-80.034199999999998,NA,NA,0.391304348000000,43.629693000000003,-80.041492000000005,North America,0.808942798740000,4.980361849880000,0.162400000000000,,,,,
-1,Acton,6,43.634008999999999,-80.031868000000003,NA,NA,0.217391304000000,43.629693000000003,-80.041492000000005,North America,0.911183783239000,4.980361849880000,0.183000000000000,3,5,1,0.000069444451688,130.000000000000000
-1,Acton,7,43.635463999999999,-80.030258000000003,NA,NA,0.173913043000000,43.629693000000003,-80.041492000000005,North America,1.108701138840000,4.980361849880000,0.222600000000000,,,,,
-1,Acton,8,43.636552000000002,-80.029020000000003,NA,NA,0.434782609000000,43.629693000000003,-80.041492000000005,North America,1.260632551410000,4.980361849880000,0.253100000000000,,,,,
-1,Acton,9,43.637951999999999,-80.027925999999994,NA,NA,0.285714286000000,43.629693000000003,-80.041492000000005,North America,1.426660862410000,4.980361849880000,0.286500000000000,,,,,
-1,Acton,10,43.639209999999999,-80.025937999999996,NA,NA,0.304347826000000,43.629693000000003,-80.041492000000005,North America,1.639137245830000,4.980361849880000,0.329100000000000,,,,,
-1,Acton,11,43.641365999999998,-80.024424999999994,NA,NA,0.260869565000000,43.629693000000003,-80.041492000000005,North America,1.889771751210000,4.980361849880000,0.379400000000000,4,10,1,0.000069444451688,130.000000000000000
-1,Acton,12,43.643422999999999,-80.021411000000001,NA,NA,0.434782609000000,43.629693000000003,-80.041492000000005,North America,2.223143478130000,4.980361849880000,0.446400000000000,5,11,1,0.000069444451688,130.000000000000000
-1,Acton,13,43.645440000000001,-80.019766000000004,NA,NA,0.583333333000000,43.629693000000003,-80.041492000000005,North America,2.474424246480000,4.980361849880000,0.496800000000000,,,,,
-1,Acton,14,43.647264000000000,-80.017155000000002,NA,NA,0.636363636000000,43.629693000000003,-80.041492000000005,North America,2.766395052700000,4.980361849880000,0.555500000000000,,,,,
-1,Acton,15,43.648941000000001,-80.015282999999997,NA,NA,0.565217391000000,43.629693000000003,-80.041492000000005,North America,3.004832269680000,4.980361849880000,0.603300000000000,6,14,1,0.000069444451688,130.000000000000000
-1,Acton,16,43.652135000000001,-80.011644000000004,NA,NA,0.478260870000000,43.629693000000003,-80.041492000000005,North America,3.463538394570000,4.980361849880000,0.695400000000000,7,15,1,0.000069444451688,130.000000000000000
-1,Acton,17,43.656758000000004,-80.006850999999997,NA,NA,0.222222222000000,43.629693000000003,-80.041492000000005,North America,4.102051803160000,4.980361849880000,0.823600000000000,8,16,1,0.000069444451688,130.000000000000000
-1,Acton,18,43.658515999999999,-80.004942000000000,NA,NA,0.200000000000000,43.629693000000003,-80.041492000000005,North America,4.349866270440000,4.980361849880000,0.873400000000000,9,17,1,0.000069444451688,130.000000000000000
-1,Acton,19,43.659632000000002,-80.000510000000006,NA,NA,0.347826087000000,43.629693000000003,-80.041492000000005,North America,4.685807893420000,4.980361849880000,0.940900000000000,,,,,
-1,Acton,20,43.662840000000003,-79.999864000000002,NA,NA,0.416666667000000,43.629693000000003,-80.041492000000005,North America,4.980361849880000,4.980361849880000,1.000000000000000,10,19,1,0.000069444451688,130.000000000000000
