OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F5_Toronto_gcs_PET_May_OID,F5_Toronto_gcs_PET_May_FID_,F5_Toronto_gcs_PET_May_COUNT,F5_Toronto_gcs_PET_May_AREA,F5_Toronto_gcs_PET_May_MEAN
-1,Toronto,1,44.030259999999998,-79.527389999999997,19,4,0.211000000000000,43.653224999999999,-79.383185999999995,North America,43.490299999999998,47.583900000000000,0.914000000000000,0,0,1,0.000069444451688,115.000000000000000
-1,Toronto,2,44.019680000000001,-79.525379999999998,20,5,0.250000000000000,43.653224999999999,-79.383185999999995,North America,42.313899999999997,47.583900000000000,0.889200000000000,1,1,1,0.000069444451688,115.000000000000000
-1,Toronto,3,44.010570000000001,-79.523160000000004,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,41.290799999999997,47.583900000000000,0.867700000000000,2,2,1,0.000069444451688,114.000000000000000
-1,Toronto,4,43.999070000000003,-79.519970000000001,20,8,0.400000000000000,43.653224999999999,-79.383185999999995,North America,39.991100000000003,47.583900000000000,0.840400000000000,3,3,1,0.000069444451688,115.000000000000000
-1,Toronto,5,43.993380000000002,-79.519260000000003,20,13,0.650000000000000,43.653224999999999,-79.383185999999995,North America,39.367300000000000,47.583900000000000,0.827300000000000,,,,,
-1,Toronto,6,43.985680000000002,-79.516900000000007,20,7,0.350000000000000,43.653224999999999,-79.383185999999995,North America,38.492400000000004,47.583900000000000,0.808900000000000,4,5,1,0.000069444451688,115.000000000000000
-1,Toronto,7,43.977679999999999,-79.515580000000000,19,11,0.579000000000000,43.653224999999999,-79.383185999999995,North America,37.609099999999998,47.583900000000000,0.790400000000000,5,6,1,0.000069444451688,115.000000000000000
-1,Toronto,8,43.969569999999997,-79.512829999999994,20,9,0.450000000000000,43.653224999999999,-79.383185999999995,North America,36.681899999999999,47.583900000000000,0.770900000000000,6,7,1,0.000069444451688,115.000000000000000
-1,Toronto,9,43.957360000000001,-79.510639999999995,20,5,0.250000000000000,43.653224999999999,-79.383185999999995,North America,35.331099999999999,47.583900000000000,0.742500000000000,7,8,1,0.000069444451688,115.000000000000000
-1,Toronto,10,43.951949999999997,-79.509469999999993,20,11,0.550000000000000,43.653224999999999,-79.383185999999995,North America,34.728400000000001,47.583900000000000,0.729800000000000,,,,,
-1,Toronto,11,43.942760000000000,-79.506829999999994,20,8,0.400000000000000,43.653224999999999,-79.383185999999995,North America,33.689500000000002,47.583900000000000,0.708000000000000,8,10,1,0.000069444451688,115.000000000000000
-1,Toronto,12,43.933860000000003,-79.504710000000003,20,5,0.250000000000000,43.653224999999999,-79.383185999999995,North America,32.694099999999999,47.583900000000000,0.687100000000000,9,11,1,0.000069444451688,115.000000000000000
-1,Toronto,13,43.924410000000002,-79.503060000000005,20,19,0.950000000000000,43.653224999999999,-79.383185999999995,North America,31.652500000000000,47.583900000000000,0.665200000000000,10,12,1,0.000069444451688,115.000000000000000
-1,Toronto,14,43.915880000000001,-79.500470000000007,20,9,0.450000000000000,43.653224999999999,-79.383185999999995,North America,30.686000000000000,47.583900000000000,0.644900000000000,11,13,1,0.000069444451688,115.000000000000000
-1,Toronto,15,43.906829999999999,-79.498739999999998,20,8,0.400000000000000,43.653224999999999,-79.383185999999995,North America,29.686299999999999,47.583900000000000,0.623900000000000,12,14,1,0.000069444451688,115.000000000000000
-1,Toronto,16,43.897559999999999,-79.496560000000002,20,6,0.300000000000000,43.653224999999999,-79.383185999999995,North America,28.653199999999998,47.583900000000000,0.602200000000000,13,15,1,0.000069444451688,115.000000000000000
-1,Toronto,17,43.888440000000003,-79.494349999999997,20,16,0.800000000000000,43.653224999999999,-79.383185999999995,North America,27.635899999999999,47.583900000000000,0.580800000000000,14,16,1,0.000069444451688,116.000000000000000
-1,Toronto,18,43.881100000000004,-79.492410000000007,20,16,0.800000000000000,43.653224999999999,-79.383185999999995,North America,26.813600000000001,47.583900000000000,0.563500000000000,15,17,1,0.000069444451688,115.000000000000000
-1,Toronto,19,43.870649999999998,-79.489609999999999,20,9,0.450000000000000,43.653224999999999,-79.383185999999995,North America,25.642700000000001,47.583900000000000,0.538900000000000,16,18,1,0.000069444451688,116.000000000000000
-1,Toronto,20,43.861499999999999,-79.487939999999995,20,8,0.400000000000000,43.653224999999999,-79.383185999999995,North America,24.639900000000001,47.583900000000000,0.517800000000000,17,19,1,0.000069444451688,116.000000000000000
-1,Toronto,21,43.850380000000001,-79.485209999999995,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,23.404100000000000,47.583900000000000,0.491800000000000,18,20,1,0.000069444451688,116.000000000000000
-1,Toronto,22,43.835979999999999,-79.481830000000002,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,21.811699999999998,47.583900000000000,0.458400000000000,19,21,1,0.000069444451688,117.000000000000000
-1,Toronto,23,43.824179999999998,-79.479010000000002,20,6,0.300000000000000,43.653224999999999,-79.383185999999995,North America,20.509000000000000,47.583900000000000,0.431000000000000,20,22,1,0.000069444451688,117.000000000000000
-1,Toronto,24,43.813589999999998,-79.476429999999993,20,11,0.550000000000000,43.653224999999999,-79.383185999999995,North America,19.341600000000000,47.583900000000000,0.406500000000000,21,23,1,0.000069444451688,117.000000000000000
-1,Toronto,25,43.804560000000002,-79.474720000000005,20,7,0.350000000000000,43.653224999999999,-79.383185999999995,North America,18.364799999999999,47.583900000000000,0.385900000000000,22,24,1,0.000069444451688,116.000000000000000
-1,Toronto,26,43.792529999999999,-79.471829999999997,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,17.049399999999999,47.583900000000000,0.358300000000000,23,25,1,0.000069444451688,116.000000000000000
-1,Toronto,27,43.781370000000003,-79.471299999999999,20,8,0.400000000000000,43.653224999999999,-79.383185999999995,North America,15.911700000000000,47.583900000000000,0.334400000000000,24,26,1,0.000069444451688,117.000000000000000
-1,Toronto,28,43.772359999999999,-79.467990000000000,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,14.897800000000000,47.583900000000000,0.313100000000000,25,27,1,0.000069444451688,117.000000000000000
-1,Toronto,29,43.762650000000001,-79.465869999999995,20,9,0.450000000000000,43.653224999999999,-79.383185999999995,North America,13.864300000000000,47.583900000000000,0.291400000000000,26,28,1,0.000069444451688,117.000000000000000
-1,Toronto,30,43.751880000000000,-79.464039999999997,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,12.750900000000000,47.583900000000000,0.268000000000000,27,29,1,0.000069444451688,117.000000000000000
-1,Toronto,31,43.745269999999998,-79.436160000000001,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,11.085599999999999,47.583900000000000,0.233000000000000,28,30,1,0.000069444451688,116.000000000000000
-1,Toronto,32,43.736939999999997,-79.433539999999994,19,1,0.053000000000000,43.653224999999999,-79.383185999999995,North America,10.150900000000000,47.583900000000000,0.213300000000000,29,31,1,0.000069444451688,116.000000000000000
