OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F2_Lake_Charles_gcs_PET_Feb_OID,F2_Lake_Charles_gcs_PET_Feb_FID_,F2_Lake_Charles_gcs_PET_Feb_COUNT,F2_Lake_Charles_gcs_PET_Feb_AREA,F2_Lake_Charles_gcs_PET_Feb_MEAN
-1,Lake_Charles,1,30.234330000000000,-93.216049999999996,20,19,0.950000000000000,30.226595000000000,-93.217376000000002,North America,0.869500000000000,29.275900000000000,0.029700000000000,0,0,1,0.000069444451688,67.000000000000000
-1,Lake_Charles,2,30.231220000000000,-93.221040000000002,20,11,0.550000000000000,30.226595000000000,-93.217376000000002,North America,0.623200000000000,29.275900000000000,0.021300000000000,1,1,1,0.000069444451688,67.000000000000000
-1,Lake_Charles,3,30.228190000000001,-93.222650000000002,20,13,0.650000000000000,30.226595000000000,-93.217376000000002,North America,0.536800000000000,29.275900000000000,0.018300000000000,,,,,
-1,Lake_Charles,4,30.224670000000000,-93.221919999999997,19,13,0.684000000000000,30.226595000000000,-93.217376000000002,North America,0.486200000000000,29.275900000000000,0.016600000000000,2,3,1,0.000069444451688,67.000000000000000
-1,Lake_Charles,4,30.228190000000001,-93.222650000000002,1,0,0.000000000000000,30.226595000000000,-93.217376000000002,North America,0.536800000000000,29.275900000000000,0.018300000000000,,,,,
-1,Lake_Charles,5,30.219840000000001,-93.213690000000000,20,16,0.800000000000000,30.226595000000000,-93.217376000000002,North America,0.830400000000000,29.275900000000000,0.028400000000000,3,5,1,0.000069444451688,67.000000000000000
-1,Lake_Charles,6,30.215409999999999,-93.213430000000002,20,16,0.800000000000000,30.226595000000000,-93.217376000000002,North America,1.300200000000000,29.275900000000000,0.044400000000000,4,6,1,0.000069444451688,67.000000000000000
-1,Lake_Charles,7,30.211140000000000,-93.214359999999999,20,20,1.000000000000000,30.226595000000000,-93.217376000000002,North America,1.742800000000000,29.275900000000000,0.059500000000000,,,,,
-1,Lake_Charles,8,30.211150000000000,-93.214129999999997,20,18,0.900000000000000,30.226595000000000,-93.217376000000002,North America,1.745500000000000,29.275900000000000,0.059600000000000,,,,,
-1,Lake_Charles,9,30.201889999999999,-93.214359999999999,20,18,0.900000000000000,30.226595000000000,-93.217376000000002,North America,2.762300000000000,29.275900000000000,0.094400000000000,5,9,1,0.000069444451688,67.000000000000000
-1,Lake_Charles,10,30.198110000000000,-93.214720000000000,16,13,0.812000000000000,30.226595000000000,-93.217376000000002,North America,3.177700000000000,29.275900000000000,0.108500000000000,6,10,1,0.000069444451688,67.000000000000000
-1,Lake_Charles,11,30.194929999999999,-93.215490000000003,18,18,1.000000000000000,30.226595000000000,-93.217376000000002,North America,3.525600000000000,29.275900000000000,0.120400000000000,,,,,
-1,Lake_Charles,12,30.191099999999999,-93.216920000000002,20,20,1.000000000000000,30.226595000000000,-93.217376000000002,North America,3.947100000000000,29.275900000000000,0.134800000000000,7,12,1,0.000069444451688,67.000000000000000
-1,Lake_Charles,13,30.185359999999999,-93.213399999999993,19,18,0.947000000000000,30.226595000000000,-93.217376000000002,North America,4.601000000000000,29.275900000000000,0.157200000000000,8,13,1,0.000069444451688,67.000000000000000
-1,Lake_Charles,14,30.181709999999999,-93.214169999999996,16,10,0.625000000000000,30.226595000000000,-93.217376000000002,North America,5.000500000000000,29.275900000000000,0.170800000000000,9,14,1,0.000069444451688,66.000000000000000
-1,Lake_Charles,15,30.178660000000001,-93.215969999999999,18,8,0.444000000000000,30.226595000000000,-93.217376000000002,North America,5.331800000000000,29.275900000000000,0.182100000000000,,,,,
-1,Lake_Charles,16,30.174090000000000,-93.213220000000007,21,16,0.762000000000000,30.226595000000000,-93.217376000000002,North America,5.851900000000000,29.275900000000000,0.199900000000000,10,16,1,0.000069444451688,66.000000000000000
-1,Lake_Charles,17,30.169760000000000,-93.213250000000002,17,17,1.000000000000000,30.226595000000000,-93.217376000000002,North America,6.332200000000000,29.275900000000000,0.216300000000000,,,,,
-1,Lake_Charles,18,30.166090000000001,-93.212789999999998,20,20,1.000000000000000,30.226595000000000,-93.217376000000002,North America,6.742300000000000,29.275900000000000,0.230300000000000,11,18,1,0.000069444451688,67.000000000000000
-1,Lake_Charles,19,30.162810000000000,-93.213669999999993,18,15,0.833000000000000,30.226595000000000,-93.217376000000002,North America,7.101500000000000,29.275900000000000,0.242600000000000,,,,,
-1,Lake_Charles,20,30.157440000000001,-93.216470000000001,20,20,1.000000000000000,30.226595000000000,-93.217376000000002,North America,7.690200000000000,29.275900000000000,0.262700000000000,12,20,1,0.000069444451688,66.000000000000000
-1,Lake_Charles,21,30.153220000000001,-93.209649999999996,20,19,0.950000000000000,30.226595000000000,-93.217376000000002,North America,8.192600000000001,29.275900000000000,0.279800000000000,,,,,
-1,Lake_Charles,22,30.150410000000001,-93.214550000000003,20,17,0.850000000000000,30.226595000000000,-93.217376000000002,North America,8.475700000000000,29.275900000000000,0.289500000000000,,,,,
-1,Lake_Charles,23,30.146080000000001,-93.210110000000000,19,18,0.947000000000000,30.226595000000000,-93.217376000000002,North America,8.980100000000000,29.275900000000000,0.306700000000000,13,23,1,0.000069444451688,66.000000000000000
-1,Lake_Charles,24,30.139279999999999,-93.210610000000003,20,4,0.200000000000000,30.226595000000000,-93.217376000000002,North America,9.730700000000001,29.275900000000000,0.332400000000000,14,24,1,0.000069444451688,66.000000000000000
-1,Lake_Charles,25,30.135449999999999,-93.214399999999998,20,20,1.000000000000000,30.226595000000000,-93.217376000000002,North America,10.138900000000000,29.275900000000000,0.346300000000000,,,,,
-1,Lake_Charles,26,30.128579999999999,-93.213989999999995,15,11,0.733000000000000,30.226595000000000,-93.217376000000002,North America,10.903600000000001,29.275900000000000,0.372400000000000,15,26,1,0.000069444451688,66.000000000000000
-1,Lake_Charles,27,30.125090000000000,-93.213629999999995,11,1,0.091000000000000,30.226595000000000,-93.217376000000002,North America,11.292600000000000,29.275900000000000,0.385700000000000,,,,,
-1,Lake_Charles,28,30.120729999999998,-93.211299999999994,8,0,0.000000000000000,30.226595000000000,-93.217376000000002,North America,11.786099999999999,29.275900000000000,0.402600000000000,16,28,1,0.000069444451688,66.000000000000000
-1,Lake_Charles,29,30.118839999999999,-93.213239999999999,18,18,1.000000000000000,30.226595000000000,-93.217376000000002,North America,11.988400000000000,29.275900000000000,0.409500000000000,,,,,
-1,Lake_Charles,30,30.110900000000001,-93.213139999999996,20,20,1.000000000000000,30.226595000000000,-93.217376000000002,North America,12.871100000000000,29.275900000000000,0.439600000000000,17,30,1,0.000069444451688,66.000000000000000
-1,Lake_Charles,31,30.107060000000001,-93.179640000000006,20,20,1.000000000000000,30.226595000000000,-93.217376000000002,North America,13.777900000000001,29.275900000000000,0.470600000000000,18,31,1,0.000069444451688,66.000000000000000
-1,Lake_Charles,32,30.092510000000001,-93.213110000000000,20,17,0.850000000000000,30.226595000000000,-93.217376000000002,North America,14.915200000000000,29.275900000000000,0.509500000000000,19,32,1,0.000069444451688,66.000000000000000
-1,Lake_Charles,33,30.089729999999999,-93.179280000000006,18,18,1.000000000000000,30.226595000000000,-93.217376000000002,North America,15.653200000000000,29.275900000000000,0.534700000000000,20,33,1,0.000069444451688,66.000000000000000
-1,Lake_Charles,34,30.078099999999999,-93.201549999999997,20,20,1.000000000000000,30.226595000000000,-93.217376000000002,North America,16.581900000000001,29.275900000000000,0.566400000000000,21,34,1,0.000069444451688,66.000000000000000
-1,Lake_Charles,35,30.066109999999998,-93.213489999999993,14,14,1.000000000000000,30.226595000000000,-93.217376000000002,North America,17.849000000000000,29.275900000000000,0.609700000000000,22,35,1,0.000069444451688,65.000000000000000
-1,Lake_Charles,36,30.056560000000001,-93.212869999999995,20,18,0.900000000000000,30.226595000000000,-93.217376000000002,North America,18.911999999999999,29.275900000000000,0.646000000000000,23,36,1,0.000069444451688,65.000000000000000
-1,Lake_Charles,37,30.051250000000000,-93.213260000000005,20,10,0.500000000000000,30.226595000000000,-93.217376000000002,North America,19.501500000000000,29.275900000000000,0.666100000000000,,,,,
-1,Lake_Charles,38,30.045069999999999,-93.212270000000004,19,19,1.000000000000000,30.226595000000000,-93.217376000000002,North America,20.190600000000000,29.275900000000000,0.689700000000000,24,38,1,0.000069444451688,65.000000000000000
-1,Lake_Charles,39,30.023569999999999,-93.023570000000007,17,14,0.824000000000000,30.226595000000000,-93.217376000000002,North America,29.275900000000000,29.275900000000000,1.000000000000000,25,39,1,0.000069444451688,66.000000000000000
-1,Lake_Charles,40,30.017090000000000,-93.212549999999993,20,18,0.900000000000000,30.226595000000000,-93.217376000000002,North America,23.300500000000000,29.275900000000000,0.795900000000000,26,40,1,0.000069444451688,65.000000000000000
