OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F2_New_Haven_gcs_PET_Feb_OID,F2_New_Haven_gcs_PET_Feb_FID_,F2_New_Haven_gcs_PET_Feb_COUNT,F2_New_Haven_gcs_PET_Feb_AREA,F2_New_Haven_gcs_PET_Feb_MEAN
-1,Newhaven,1,41.303939999999997,-72.917519999999996,18,1,0.056000000000000,41.308214000000000,-72.925051999999994,North America,0.788500000000000,17.709800000000001,0.044500000000000,0,0,1,0.000069444451688,26.000000000000000
-1,Newhaven,2,41.302779999999998,-72.925229999999999,18,7,0.389000000000000,41.308214000000000,-72.925051999999994,North America,0.604400000000000,17.709800000000001,0.034100000000000,1,1,1,0.000069444451688,26.000000000000000
-1,Newhaven,3,41.303379999999997,-72.932109999999994,16,2,0.125000000000000,41.308214000000000,-72.925051999999994,North America,0.797800000000000,17.709800000000001,0.045000000000000,,,,,
-1,Newhaven,4,41.306449999999998,-72.940809999999999,12,0,0.000000000000000,41.308214000000000,-72.925051999999994,North America,1.330800000000000,17.709800000000001,0.075100000000000,2,3,1,0.000069444451688,26.000000000000000
-1,Newhaven,5,41.307079999999999,-72.949259999999995,23,3,0.130000000000000,41.308214000000000,-72.925051999999994,North America,2.025900000000000,17.709800000000001,0.114400000000000,3,4,1,0.000069444451688,26.000000000000000
-1,Newhaven,6,41.305669999999999,-72.953090000000003,26,2,0.077000000000000,41.308214000000000,-72.925051999999994,North America,2.359000000000000,17.709800000000001,0.133200000000000,4,5,1,0.000069444451688,26.000000000000000
-1,Newhaven,7,41.310980000000001,-72.953379999999996,20,4,0.200000000000000,41.308214000000000,-72.925051999999994,North America,2.386000000000000,17.709800000000001,0.134700000000000,5,6,1,0.000069444451688,26.000000000000000
-1,Newhaven,8,41.309980000000003,-72.958420000000004,20,3,0.150000000000000,41.308214000000000,-72.925051999999994,North America,2.794000000000000,17.709800000000001,0.157800000000000,6,7,1,0.000069444451688,26.000000000000000
-1,Newhaven,9,41.318269999999998,-72.959350000000001,24,2,0.083000000000000,41.308214000000000,-72.925051999999994,North America,3.075100000000000,17.709800000000001,0.173600000000000,7,8,1,0.000069444451688,26.000000000000000
-1,Newhaven,10,41.319560000000003,-72.965599999999995,24,7,0.292000000000000,41.308214000000000,-72.925051999999994,North America,3.613900000000000,17.709800000000001,0.204100000000000,,,,,
-1,Newhaven,11,41.317839999999997,-72.972200000000001,21,7,0.333000000000000,41.308214000000000,-72.925051999999994,North America,4.080700000000000,17.709800000000001,0.230400000000000,8,10,1,0.000069444451688,26.000000000000000
-1,Newhaven,12,41.321320000000000,-72.973730000000003,18,5,0.278000000000000,41.308214000000000,-72.925051999999994,North America,4.318800000000000,17.709800000000001,0.243900000000000,,,,,
-1,Newhaven,13,41.324710000000003,-72.976410000000001,21,6,0.286000000000000,41.308214000000000,-72.925051999999994,North America,4.665000000000000,17.709800000000001,0.263400000000000,9,12,1,0.000069444451688,25.000000000000000
-1,Newhaven,14,41.329160000000002,-72.973780000000005,20,2,0.100000000000000,41.308214000000000,-72.925051999999994,North America,4.688800000000000,17.709800000000001,0.264800000000000,10,13,1,0.000069444451688,26.000000000000000
-1,Newhaven,15,41.332839999999997,-72.968480000000000,20,2,0.100000000000000,41.308214000000000,-72.925051999999994,North America,4.544300000000000,17.709800000000001,0.256600000000000,,,,,
-1,Newhaven,16,41.332380000000001,-72.974620000000002,20,3,0.150000000000000,41.308214000000000,-72.925051999999994,North America,4.935200000000000,17.709800000000001,0.278700000000000,,,,,
-1,Newhaven,17,41.337870000000002,-72.975790000000003,10,1,0.100000000000000,41.308214000000000,-72.925051999999994,North America,5.369000000000000,17.709800000000001,0.303200000000000,11,16,1,0.000069444451688,26.000000000000000
-1,Newhaven,18,41.344239999999999,-72.979699999999994,21,4,0.190000000000000,41.308214000000000,-72.925051999999994,North America,6.072100000000000,17.709800000000001,0.342900000000000,12,17,1,0.000069444451688,26.000000000000000
-1,Newhaven,19,41.345669999999998,-72.985399999999998,21,9,0.429000000000000,41.308214000000000,-72.925051999999994,North America,6.537600000000000,17.709800000000001,0.369200000000000,13,18,1,0.000069444451688,25.000000000000000
-1,Newhaven,20,41.350940000000001,-72.988399999999999,19,8,0.421000000000000,41.308214000000000,-72.925051999999994,North America,7.109800000000000,17.709800000000001,0.401500000000000,14,19,1,0.000069444451688,25.000000000000000
-1,Newhaven,21,41.354920000000000,-72.990899999999996,21,10,0.476000000000000,41.308214000000000,-72.925051999999994,North America,7.563100000000000,17.709800000000001,0.427100000000000,,,,,
-1,Newhaven,22,41.361899999999999,-72.990939999999995,22,2,0.091000000000000,41.308214000000000,-72.925051999999994,North America,8.117800000000001,17.709800000000001,0.458400000000000,15,21,1,0.000069444451688,25.000000000000000
-1,Newhaven,23,41.363250000000001,-72.996669999999995,18,2,0.111000000000000,41.308214000000000,-72.925051999999994,North America,8.555999999999999,17.709800000000001,0.483100000000000,16,22,1,0.000069444451688,25.000000000000000
-1,Newhaven,24,41.367220000000003,-72.997659999999996,20,6,0.300000000000000,41.308214000000000,-72.925051999999994,North America,8.932900000000000,17.709800000000001,0.504400000000000,17,23,1,0.000069444451688,25.000000000000000
-1,Newhaven,25,41.380710000000001,-73.010390000000001,17,3,0.176000000000000,41.308214000000000,-72.925051999999994,North America,10.757999999999999,17.709800000000001,0.607500000000000,18,24,1,0.000069444451688,25.000000000000000
-1,Newhaven,26,41.383420000000001,-73.007980000000003,20,7,0.350000000000000,41.308214000000000,-72.925051999999994,North America,10.856100000000000,17.709800000000001,0.613000000000000,19,25,1,0.000069444451688,24.000000000000000
-1,Newhaven,27,41.407719999999998,-73.001260000000002,21,2,0.095000000000000,41.308214000000000,-72.925051999999994,North America,12.762499999999999,17.709800000000001,0.720600000000000,20,26,1,0.000069444451688,24.000000000000000
