OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F7_Georgetown_gcs_PET_Jul_OID,F7_Georgetown_gcs_PET_Jul_FID_,F7_Georgetown_gcs_PET_Jul_COUNT,F7_Georgetown_gcs_PET_Jul_AREA,F7_Georgetown_gcs_PET_Jul_MEAN
-1,Georgetown,1,43.657085000000002,-79.908530999999996,NA,NA,0.285714286000000,43.651145999999997,-79.898875000000004,North America,1.019605107150000,7.464272385270000,0.136600000000000,0,0,1,0.000069444451688,156.000000000000000
-1,Georgetown,2,43.654465000000002,-79.911477000000005,NA,NA,0.520000000000000,43.651145999999997,-79.898875000000004,North America,1.078955792350000,7.464272385270000,0.144500000000000,,,,,
-1,Georgetown,3,43.652349999999998,-79.913443999999998,NA,NA,0.384615385000000,43.651145999999997,-79.898875000000004,North America,1.179768925910000,7.464272385270000,0.158100000000000,,,,,
-1,Georgetown,4,43.649613000000002,-79.916628000000003,NA,NA,0.260869565000000,43.651145999999997,-79.898875000000004,North America,1.438484867170000,7.464272385270000,0.192700000000000,1,3,1,0.000069444451688,156.000000000000000
-1,Georgetown,5,43.648026999999999,-79.919062999999994,NA,NA,0.136363636000000,43.651145999999997,-79.898875000000004,North America,1.660896448820000,7.464272385270000,0.222500000000000,2,4,1,0.000069444451688,156.000000000000000
-1,Georgetown,6,43.645383000000002,-79.920023000000000,NA,NA,0.375000000000000,43.651145999999997,-79.898875000000004,North America,1.818227622630000,7.464272385270000,0.243600000000000,,,,,
-1,Georgetown,7,43.643760000000000,-79.923788000000002,NA,NA,0.391304348000000,43.651145999999997,-79.898875000000004,North America,2.166241056660000,7.464272385270000,0.290200000000000,,,,,
-1,Georgetown,8,43.640782000000002,-79.927088999999995,NA,NA,0.352941176000000,43.651145999999997,-79.898875000000004,North America,2.545932760120000,7.464272385270000,0.341100000000000,3,7,1,0.000069444451688,156.000000000000000
-1,Georgetown,9,43.638368000000000,-79.929893000000007,NA,NA,0.304347826000000,43.651145999999997,-79.898875000000004,North America,2.871939839750000,7.464272385270000,0.384800000000000,,,,,
-1,Georgetown,10,43.636833000000003,-79.935862999999998,NA,NA,0.260869565000000,43.651145999999997,-79.898875000000004,North America,3.375063375380000,7.464272385270000,0.452200000000000,4,9,1,0.000069444451688,157.000000000000000
-1,Georgetown,11,43.632857999999999,-79.936814999999996,NA,NA,0.173913043000000,43.651145999999997,-79.898875000000004,North America,3.668214213200000,7.464272385270000,0.491400000000000,5,10,1,0.000069444451688,157.000000000000000
-1,Georgetown,12,43.630490000000002,-79.939132999999998,NA,NA,0.130434783000000,43.651145999999997,-79.898875000000004,North America,3.971162798780000,7.464272385270000,0.532000000000000,,,,,
-1,Georgetown,13,43.628292000000002,-79.940996999999996,NA,NA,0.285714286000000,43.651145999999997,-79.898875000000004,North America,4.236430858270000,7.464272385270000,0.567600000000000,,,,,
-1,Georgetown,14,43.624197000000002,-79.944890999999998,NA,NA,0.227272727000000,43.651145999999997,-79.898875000000004,North America,4.763652221600000,7.464272385270000,0.638200000000000,6,13,1,0.000069444451688,157.000000000000000
-1,Georgetown,15,43.621597000000001,-79.948207999999994,NA,NA,0.666666667000000,43.651145999999997,-79.898875000000004,North America,5.153397813880000,7.464272385270000,0.690400000000000,,,,,
-1,Georgetown,16,43.618242000000002,-79.952055999999999,NA,NA,0.200000000000000,43.651145999999997,-79.898875000000004,North America,5.630626887990000,7.464272385270000,0.754300000000000,7,15,1,0.000069444451688,156.000000000000000
-1,Georgetown,17,43.615794999999999,-79.955099000000004,NA,NA,0.541666667000000,43.651145999999997,-79.898875000000004,North America,5.993837668810000,7.464272385270000,0.803000000000000,8,16,1,0.000069444451688,156.000000000000000
-1,Georgetown,18,43.613424999999999,-79.957712000000001,NA,NA,0.739130435000000,43.651145999999997,-79.898875000000004,North America,6.325784762280000,7.464272385270000,0.847500000000000,,,,,
-1,Georgetown,19,43.610204000000003,-79.968596000000005,NA,NA,0.478260870000000,43.651145999999997,-79.898875000000004,North America,7.225861874620000,7.464272385270000,0.968100000000000,9,18,1,0.000069444451688,155.000000000000000
-1,Georgetown,20,43.618402000000003,-79.979842000000005,NA,NA,0.200000000000000,43.651145999999997,-79.898875000000004,North America,7.464272385270000,7.464272385270000,1.000000000000000,10,19,1,0.000069444451688,155.000000000000000
