OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F12_Louisville_gcs_PET_Dec_OID,F12_Louisville_gcs_PET_Dec_FID_,F12_Louisville_gcs_PET_Dec_COUNT,F12_Louisville_gcs_PET_Dec_AREA,F12_Louisville_gcs_PET_Dec_MEAN
-1,Louisville,1,38.192129999999999,-85.527190000000004,16,0,0.000000000000000,38.256605999999998,-85.756595000000004,North America,21.283300000000001,40.364500000000000,0.527300000000000,0,0,1,0.000069444451688,27.000000000000000
-1,Louisville,2,38.223089999999999,-85.731880000000004,16,8,0.500000000000000,38.256605999999998,-85.756595000000004,North America,4.306800000000000,40.364500000000000,0.106700000000000,1,1,1,0.000069444451688,27.000000000000000
-1,Louisville,3,38.235650000000000,-85.703389999999999,16,1,0.062000000000000,38.256605999999998,-85.756595000000004,North America,5.197900000000000,40.364500000000000,0.128800000000000,2,2,1,0.000069444451688,27.000000000000000
-1,Louisville,4,38.254049999999999,-85.757350000000002,16,2,0.125000000000000,38.256605999999998,-85.756595000000004,North America,0.291800000000000,40.364500000000000,0.007200000000000,3,3,1,0.000069444451688,27.000000000000000
-1,Louisville,5,38.213500000000003,-85.746700000000004,16,6,0.375000000000000,38.256605999999998,-85.756595000000004,North America,4.870500000000000,40.364500000000000,0.120700000000000,4,4,1,0.000069444451688,27.000000000000000
-1,Louisville,6,38.234999999999999,-85.464299999999994,16,3,0.188000000000000,38.256605999999998,-85.756595000000004,North America,25.638400000000001,40.364500000000000,0.635200000000000,5,5,1,0.000069444451688,27.000000000000000
-1,Louisville,7,38.202800000000003,-85.560199999999995,16,4,0.250000000000000,38.256605999999998,-85.756595000000004,North America,18.167999999999999,40.364500000000000,0.450100000000000,6,6,1,0.000069444451688,27.000000000000000
-1,Louisville,8,38.083799999999997,-85.636899999999997,16,1,0.062000000000000,38.256605999999998,-85.756595000000004,North America,21.879400000000000,40.364500000000000,0.542000000000000,7,7,1,0.000069444451688,27.000000000000000
-1,Louisville,9,38.264730000000000,-85.604150000000004,16,1,0.062000000000000,38.256605999999998,-85.756595000000004,North America,13.340700000000000,40.364500000000000,0.330500000000000,8,8,1,0.000069444451688,27.000000000000000
-1,Louisville,10,38.277299999999997,-85.554599999999994,16,2,0.125000000000000,38.256605999999998,-85.756595000000004,North America,17.784199999999998,40.364500000000000,0.440600000000000,9,9,1,0.000069444451688,26.000000000000000
-1,Louisville,11,38.250819999999997,-85.541520000000006,16,1,0.062000000000000,38.256605999999998,-85.756595000000004,North America,18.791100000000000,40.364500000000000,0.465500000000000,10,10,1,0.000069444451688,26.000000000000000
-1,Louisville,12,38.201929999999997,-85.757980000000003,16,0,0.000000000000000,38.256605999999998,-85.756595000000004,North America,6.080900000000000,40.364500000000000,0.150600000000000,11,11,1,0.000069444451688,27.000000000000000
-1,Louisville,13,38.213999999999999,-85.757999999999996,16,6,0.375000000000000,38.256605999999998,-85.756595000000004,North America,4.739200000000000,40.364500000000000,0.117400000000000,12,12,1,0.000069444451688,27.000000000000000
-1,Louisville,14,38.217900000000000,-85.700999999999993,16,5,0.312000000000000,38.256605999999998,-85.756595000000004,North America,6.488500000000000,40.364500000000000,0.160700000000000,13,13,1,0.000069444451688,27.000000000000000
-1,Louisville,15,38.212299999999999,-85.703900000000004,16,3,0.188000000000000,38.256605999999998,-85.756595000000004,North America,6.742000000000000,40.364500000000000,0.167000000000000,14,14,1,0.000069444451688,27.000000000000000
-1,Louisville,16,38.052000000000000,-85.536400000000000,16,5,0.312000000000000,38.256605999999998,-85.756595000000004,North America,29.804500000000001,40.364500000000000,0.738400000000000,15,15,1,0.000069444451688,28.000000000000000
-1,Louisville,17,38.255200000000002,-85.735399999999998,16,7,0.438000000000000,38.256605999999998,-85.756595000000004,North America,1.857300000000000,40.364500000000000,0.046000000000000,16,16,1,0.000069444451688,27.000000000000000
-1,Louisville,18,38.192399999999999,-85.682800000000000,16,4,0.250000000000000,38.256605999999998,-85.756595000000004,North America,9.619000000000000,40.364500000000000,0.238300000000000,17,17,1,0.000069444451688,27.000000000000000
-1,Louisville,19,38.121400000000001,-85.598699999999994,16,2,0.125000000000000,38.256605999999998,-85.756595000000004,North America,20.407200000000000,40.364500000000000,0.505600000000000,18,18,1,0.000069444451688,27.000000000000000
-1,Louisville,20,38.040199999999999,-85.566299999999998,16,0,0.000000000000000,38.256605999999998,-85.756595000000004,North America,29.256499999999999,40.364500000000000,0.724800000000000,19,19,1,0.000069444451688,28.000000000000000
-1,Louisville,21,38.113140000000001,-85.371740000000003,16,6,0.375000000000000,38.256605999999998,-85.756595000000004,North America,37.228000000000002,40.364500000000000,0.922300000000000,20,20,1,0.000069444451688,27.000000000000000
-1,Louisville,22,38.189819999999997,-85.555560000000000,16,4,0.250000000000000,38.256605999999998,-85.756595000000004,North America,19.067100000000000,40.364500000000000,0.472400000000000,21,21,1,0.000069444451688,27.000000000000000
-1,Louisville,23,38.168480000000002,-85.491470000000007,16,5,0.312000000000000,38.256605999999998,-85.756595000000004,North America,25.151000000000000,40.364500000000000,0.623100000000000,22,22,1,0.000069444451688,27.000000000000000
-1,Louisville,24,38.123289999999997,-85.417460000000005,16,2,0.125000000000000,38.256605999999998,-85.756595000000004,North America,33.139299999999999,40.364500000000000,0.821000000000000,23,23,1,0.000069444451688,27.000000000000000
-1,Louisville,25,38.165599999999998,-85.700900000000004,16,5,0.312000000000000,38.256605999999998,-85.756595000000004,North America,11.228600000000000,40.364500000000000,0.278200000000000,24,24,1,0.000069444451688,27.000000000000000
-1,Louisville,26,38.193049999999999,-85.679850000000002,16,1,0.062000000000000,38.256605999999998,-85.756595000000004,North America,9.741000000000000,40.364500000000000,0.241300000000000,,,,,
-1,Louisville,27,38.211160000000000,-85.748779999999996,16,1,0.062000000000000,38.256605999999998,-85.756595000000004,North America,5.099300000000000,40.364500000000000,0.126300000000000,,,,,
-1,Louisville,29,37.915260000000004,-85.656499999999994,16,4,0.250000000000000,38.256605999999998,-85.756595000000004,North America,38.953800000000001,40.364500000000000,0.965100000000000,25,27,1,0.000069444451688,28.000000000000000
-1,Louisville,30,37.905200000000001,-85.640940000000001,16,2,0.125000000000000,38.256605999999998,-85.756595000000004,North America,40.364500000000000,40.364500000000000,1.000000000000000,26,28,1,0.000069444451688,28.000000000000000
-1,Louisville,31,38.104469999999999,-85.636799999999994,16,1,0.062000000000000,38.256605999999998,-85.756595000000004,North America,19.895099999999999,40.364500000000000,0.492900000000000,27,29,1,0.000069444451688,27.000000000000000
-1,Louisville,32,38.210230000000003,-85.707120000000003,16,0,0.000000000000000,38.256605999999998,-85.756595000000004,North America,6.728000000000000,40.364500000000000,0.166700000000000,,,,,
-1,Louisville,33,38.362769999999998,-85.416849999999997,16,1,0.062000000000000,38.256605999999998,-85.756595000000004,North America,31.907299999999999,40.364500000000000,0.790500000000000,28,31,1,0.000069444451688,26.000000000000000
-1,Louisville,34,38.324590000000001,-85.468100000000007,16,2,0.125000000000000,38.256605999999998,-85.756595000000004,North America,26.288599999999999,40.364500000000000,0.651300000000000,29,32,1,0.000069444451688,26.000000000000000
-1,Louisville,35,38.317819999999998,-85.547950000000000,16,1,0.062000000000000,38.256605999999998,-85.756595000000004,North America,19.440799999999999,40.364500000000000,0.481600000000000,30,33,1,0.000069444451688,26.000000000000000
-1,Louisville,36,38.287900000000000,-85.557019999999994,16,5,0.312000000000000,38.256605999999998,-85.756595000000004,North America,17.766300000000001,40.364500000000000,0.440100000000000,31,34,1,0.000069444451688,26.000000000000000
-1,Louisville,37,38.055999999999997,-85.683400000000006,16,2,0.125000000000000,38.256605999999998,-85.756595000000004,North America,23.206299999999999,40.364500000000000,0.574900000000000,32,35,1,0.000069444451688,28.000000000000000
-1,Louisville,38,38.090200000000003,-85.746399999999994,16,2,0.125000000000000,38.256605999999998,-85.756595000000004,North America,18.524999999999999,40.364500000000000,0.458900000000000,33,36,1,0.000069444451688,27.000000000000000
-1,Louisville,39,38.249000000000002,-85.608800000000002,16,1,0.062000000000000,38.256605999999998,-85.756595000000004,North America,12.933100000000000,40.364500000000000,0.320400000000000,34,37,1,0.000069444451688,27.000000000000000
-1,Louisville,40,38.199500000000000,-85.680300000000003,16,2,0.125000000000000,38.256605999999998,-85.756595000000004,North America,9.205100000000000,40.364500000000000,0.228000000000000,,,,,
-1,Louisville,41,38.216709999999999,-85.757360000000006,16,4,0.250000000000000,38.256605999999998,-85.756595000000004,North America,4.436700000000000,40.364500000000000,0.109900000000000,35,39,1,0.000069444451688,27.000000000000000
-1,Louisville,42,38.215690000000002,-85.759720000000002,16,7,0.438000000000000,38.256605999999998,-85.756595000000004,North America,4.557800000000000,40.364500000000000,0.112900000000000,36,40,1,0.000069444451688,27.000000000000000
-1,Louisville,43,38.239120000000000,-85.759349999999998,16,3,0.188000000000000,38.256605999999998,-85.756595000000004,North America,1.959200000000000,40.364500000000000,0.048500000000000,37,41,1,0.000069444451688,27.000000000000000
-1,Louisville,44,38.248500000000000,-85.759439999999998,16,1,0.062000000000000,38.256605999999998,-85.756595000000004,North America,0.935000000000000,40.364500000000000,0.023200000000000,38,42,1,0.000069444451688,27.000000000000000
-1,Louisville,45,38.251049999999999,-85.755660000000006,29,4,0.138000000000000,38.256605999999998,-85.756595000000004,North America,0.623200000000000,40.364500000000000,0.015400000000000,,,,,
-1,Louisville,46,38.233570000000000,-85.747320000000002,16,1,0.062000000000000,38.256605999999998,-85.756595000000004,North America,2.686500000000000,40.364500000000000,0.066600000000000,39,44,1,0.000069444451688,27.000000000000000
-1,Louisville,47,38.228340000000003,-85.757599999999996,16,1,0.062000000000000,38.256605999999998,-85.756595000000004,North America,3.144300000000000,40.364500000000000,0.077900000000000,40,45,1,0.000069444451688,27.000000000000000
