OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F9_New_Tecumseth_gcs_PET_Sep_OID,F9_New_Tecumseth_gcs_PET_Sep_FID_,F9_New_Tecumseth_gcs_PET_Sep_COUNT,F9_New_Tecumseth_gcs_PET_Sep_AREA,F9_New_Tecumseth_gcs_PET_Sep_MEAN
-1,New_Tecumseth,1,44.153317000000001,-79.869055000000003,NA,NA,0.250000000000000,44.153990000000000,-79.869209999999995,North America,0.075848987583200,5.014682596760000,0.015100000000000,0,0,1,0.000069444451688,89.000000000000000
-1,New_Tecumseth,2,44.154556999999997,-79.864800000000002,NA,NA,0.300000000000000,44.153990000000000,-79.869209999999995,North America,0.357428392457000,5.014682596760000,0.071300000000000,1,1,1,0.000069444451688,89.000000000000000
-1,New_Tecumseth,3,44.154522999999998,-79.862352000000001,NA,NA,0.285714286000000,44.153990000000000,-79.869209999999995,North America,0.550322916817000,5.014682596760000,0.109700000000000,,,,,
-1,New_Tecumseth,4,44.155904999999997,-79.859993000000003,NA,NA,0.250000000000000,44.153990000000000,-79.869209999999995,North America,0.765523218639000,5.014682596760000,0.152700000000000,,,,,
-1,New_Tecumseth,5,44.154285000000002,-79.857450000000000,NA,NA,0.250000000000000,44.153990000000000,-79.869209999999995,North America,0.938772527998000,5.014682596760000,0.187200000000000,2,4,1,0.000069444451688,89.000000000000000
-1,New_Tecumseth,6,44.156204000000002,-79.854192999999995,NA,NA,0.650000000000000,44.153990000000000,-79.869209999999995,North America,1.223052753430000,5.014682596760000,0.243900000000000,,,,,
-1,New_Tecumseth,7,44.156396000000001,-79.850497000000004,NA,NA,0.350000000000000,44.153990000000000,-79.869209999999995,North America,1.516657647400000,5.014682596760000,0.302400000000000,,,,,
-1,New_Tecumseth,8,44.158597999999998,-79.847099999999998,NA,NA,0.350000000000000,44.153990000000000,-79.869209999999995,North America,1.836761262590000,5.014682596760000,0.366300000000000,3,7,1,0.000069444451688,89.000000000000000
-1,New_Tecumseth,9,44.160335000000003,-79.844423000000006,NA,NA,0.750000000000000,44.153990000000000,-79.869209999999995,North America,2.099474869330000,5.014682596760000,0.418700000000000,,,,,
-1,New_Tecumseth,10,44.159875999999997,-79.840496000000002,NA,NA,0.250000000000000,44.153990000000000,-79.869209999999995,North America,2.382328875180000,5.014682596760000,0.475100000000000,4,9,1,0.000069444451688,89.000000000000000
-1,New_Tecumseth,11,44.160097999999998,-79.838247999999993,NA,NA,0.117647059000000,44.153990000000000,-79.869209999999995,North America,2.561667292790000,5.014682596760000,0.510800000000000,,,,,
-1,New_Tecumseth,12,44.161682999999996,-79.834584000000007,NA,NA,0.285714286000000,44.153990000000000,-79.869209999999995,North America,2.891672286380000,5.014682596760000,0.576600000000000,,,,,
-1,New_Tecumseth,13,44.161819000000001,-79.828971999999993,NA,NA,0.300000000000000,44.153990000000000,-79.869209999999995,North America,3.325889378920000,5.014682596760000,0.663200000000000,5,12,1,0.000069444451688,89.000000000000000
-1,New_Tecumseth,14,44.162309000000000,-79.826319999999996,NA,NA,0.250000000000000,44.153990000000000,-79.869209999999995,North America,3.544322454750000,5.014682596760000,0.706800000000000,,,,,
-1,New_Tecumseth,15,44.162990000000001,-79.823042000000001,NA,NA,0.300000000000000,44.153990000000000,-79.869209999999995,North America,3.816502337510000,5.014682596760000,0.761100000000000,6,14,1,0.000069444451688,89.000000000000000
-1,New_Tecumseth,16,44.162981000000002,-79.819920999999994,NA,NA,0.200000000000000,44.153990000000000,-79.869209999999995,North America,4.057040766160000,5.014682596760000,0.809000000000000,,,,,
-1,New_Tecumseth,17,44.164706000000002,-79.816446999999997,NA,NA,0.250000000000000,44.153990000000000,-79.869209999999995,North America,4.374414774000000,5.014682596760000,0.872300000000000,7,16,1,0.000069444451688,89.000000000000000
-1,New_Tecumseth,18,44.163549000000003,-79.810633999999993,NA,NA,0.200000000000000,44.153990000000000,-79.869209999999995,North America,4.792124629690000,5.014682596760000,0.955600000000000,,,,,
-1,New_Tecumseth,19,44.164928000000003,-79.808223999999996,NA,NA,0.250000000000000,44.153990000000000,-79.869209999999995,North America,5.014682596760000,5.014682596760000,1.000000000000000,8,18,1,0.000069444451688,89.000000000000000
-1,New_Tecumseth,20,44.168861999999997,-79.811770999999993,NA,NA,0.400000000000000,44.153990000000000,-79.869209999999995,North America,4.871145021630000,5.014682596760000,0.971400000000000,9,19,1,0.000069444451688,89.000000000000000
