OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F11_Philadelphia_gcs_PET_Nov_OID,F11_Philadelphia_gcs_PET_Nov_FID_,F11_Philadelphia_gcs_PET_Nov_COUNT,F11_Philadelphia_gcs_PET_Nov_AREA,F11_Philadelphia_gcs_PET_Nov_MEAN
-1,Philadelphia,1,39.932980000000001,-75.164770000000004,14,1,0.071000000000000,39.951061000000003,-75.165619000000007,North America,2.011800000000000,53.254399999999997,0.037800000000000,0,0,1,0.000069444451688,37.000000000000000
-1,Philadelphia,2,39.941549999999999,-75.162130000000005,13,3,0.231000000000000,39.951061000000003,-75.165619000000007,North America,1.098600000000000,53.254399999999997,0.020600000000000,1,1,1,0.000069444451688,37.000000000000000
-1,Philadelphia,3,39.955260000000003,-75.151690000000002,15,1,0.067000000000000,39.951061000000003,-75.165619000000007,North America,1.275800000000000,53.254399999999997,0.024000000000000,2,2,1,0.000069444451688,37.000000000000000
-1,Philadelphia,4,39.949900000000000,-75.150509999999997,15,6,0.400000000000000,39.951061000000003,-75.165619000000007,North America,1.294400000000000,53.254399999999997,0.024300000000000,3,3,1,0.000069444451688,37.000000000000000
-1,Philadelphia,5,39.949240000000003,-75.169070000000005,15,0,0.000000000000000,39.951061000000003,-75.165619000000007,North America,0.357100000000000,53.254399999999997,0.006700000000000,4,4,1,0.000069444451688,37.000000000000000
-1,Philadelphia,6,39.957389999999997,-75.171800000000005,15,4,0.267000000000000,39.951061000000003,-75.165619000000007,North America,0.879100000000000,53.254399999999997,0.016500000000000,5,5,1,0.000069444451688,37.000000000000000
-1,Philadelphia,7,39.950409999999998,-75.191500000000005,15,5,0.333000000000000,39.951061000000003,-75.165619000000007,North America,2.207300000000000,53.254399999999997,0.041400000000000,6,6,1,0.000069444451688,37.000000000000000
-1,Philadelphia,8,39.954030000000003,-75.201999999999998,15,2,0.133000000000000,39.951061000000003,-75.165619000000007,North America,3.118600000000000,53.254399999999997,0.058600000000000,7,7,1,0.000069444451688,37.000000000000000
-1,Philadelphia,9,39.956730000000000,-75.213350000000005,15,6,0.400000000000000,39.951061000000003,-75.165619000000007,North America,4.117000000000000,53.254399999999997,0.077300000000000,8,8,1,0.000069444451688,37.000000000000000
-1,Philadelphia,10,39.953400000000002,-75.225840000000005,14,1,0.071000000000000,39.951061000000003,-75.165619000000007,North America,5.139800000000000,53.254399999999997,0.096500000000000,9,9,1,0.000069444451688,37.000000000000000
-1,Philadelphia,11,39.958480000000002,-75.239429999999999,14,2,0.143000000000000,39.951061000000003,-75.165619000000007,North America,6.345300000000000,53.254399999999997,0.119200000000000,10,10,1,0.000069444451688,37.000000000000000
-1,Philadelphia,12,39.955289999999998,-75.250159999999994,15,2,0.133000000000000,39.951061000000003,-75.165619000000007,North America,7.221500000000000,53.254399999999997,0.135600000000000,11,11,1,0.000069444451688,37.000000000000000
-1,Philadelphia,13,40.143050000000002,-75.738780000000006,15,4,0.267000000000000,39.951061000000003,-75.165619000000007,North America,53.254399999999997,53.254399999999997,1.000000000000000,12,12,1,0.000069444451688,36.000000000000000
-1,Philadelphia,14,40.143639999999998,-75.705380000000005,15,4,0.267000000000000,39.951061000000003,-75.165619000000007,North America,50.690100000000001,53.254399999999997,0.951800000000000,13,13,1,0.000069444451688,36.000000000000000
-1,Philadelphia,15,40.130749999999999,-75.691879999999998,15,0,0.000000000000000,39.951061000000003,-75.165619000000007,North America,49.053699999999999,53.254399999999997,0.921100000000000,14,14,1,0.000069444451688,35.000000000000000
-1,Philadelphia,16,40.125979999999998,-75.671949999999995,15,0,0.000000000000000,39.951061000000003,-75.165619000000007,North America,47.289999999999999,53.254399999999997,0.888000000000000,15,15,1,0.000069444451688,35.000000000000000
-1,Philadelphia,17,40.114240000000002,-75.654740000000004,15,3,0.200000000000000,39.951061000000003,-75.165619000000007,North America,45.424700000000001,53.254399999999997,0.853000000000000,16,16,1,0.000069444451688,36.000000000000000
-1,Philadelphia,18,40.094329999999999,-75.638170000000002,15,2,0.133000000000000,39.951061000000003,-75.165619000000007,North America,43.277400000000000,53.254399999999997,0.812700000000000,17,17,1,0.000069444451688,36.000000000000000
-1,Philadelphia,19,40.087569999999999,-75.628749999999997,15,3,0.200000000000000,39.951061000000003,-75.165619000000007,North America,42.258600000000001,53.254399999999997,0.793500000000000,18,18,1,0.000069444451688,36.000000000000000
-1,Philadelphia,20,40.082369999999997,-75.605689999999996,10,2,0.200000000000000,39.951061000000003,-75.165619000000007,North America,40.219999999999999,53.254399999999997,0.755200000000000,19,19,1,0.000069444451688,36.000000000000000
-1,Philadelphia,21,40.082670000000000,-75.590159999999997,15,4,0.267000000000000,39.951061000000003,-75.165619000000007,North America,39.003100000000003,53.254399999999997,0.732400000000000,20,20,1,0.000069444451688,36.000000000000000
-1,Philadelphia,22,40.073960000000000,-75.578710000000001,15,2,0.133000000000000,39.951061000000003,-75.165619000000007,North America,37.741700000000002,53.254399999999997,0.708700000000000,21,21,1,0.000069444451688,36.000000000000000
-1,Philadelphia,23,40.075000000000003,-75.536510000000007,14,4,0.286000000000000,39.951061000000003,-75.165619000000007,North America,34.462100000000000,53.254399999999997,0.647100000000000,22,22,1,0.000069444451688,37.000000000000000
-1,Philadelphia,24,40.055560000000000,-75.530379999999994,15,4,0.267000000000000,39.951061000000003,-75.165619000000007,North America,33.170699999999997,53.254399999999997,0.622900000000000,23,23,1,0.000069444451688,36.000000000000000
-1,Philadelphia,25,40.040770000000002,-75.505629999999996,15,1,0.067000000000000,39.951061000000003,-75.165619000000007,North America,30.633500000000002,53.254399999999997,0.575200000000000,24,24,1,0.000069444451688,36.000000000000000
-1,Philadelphia,26,40.040830000000000,-75.481979999999993,15,3,0.200000000000000,39.951061000000003,-75.165619000000007,North America,28.738499999999998,53.254399999999997,0.539600000000000,25,25,1,0.000069444451688,36.000000000000000
-1,Philadelphia,27,40.030799999999999,-75.465260000000001,15,2,0.133000000000000,39.951061000000003,-75.165619000000007,North America,27.022900000000000,53.254399999999997,0.507400000000000,26,26,1,0.000069444451688,36.000000000000000
-1,Philadelphia,28,40.021149999999999,-75.448350000000005,15,5,0.333000000000000,39.951061000000003,-75.165619000000007,North America,25.317399999999999,53.254399999999997,0.475400000000000,27,27,1,0.000069444451688,36.000000000000000
-1,Philadelphia,29,40.007309999999997,-75.425709999999995,15,5,0.333000000000000,39.951061000000003,-75.165619000000007,North America,23.027100000000001,53.254399999999997,0.432400000000000,28,28,1,0.000069444451688,36.000000000000000
-1,Philadelphia,30,39.988109999999999,-75.402259999999998,15,3,0.200000000000000,39.951061000000003,-75.165619000000007,North America,20.582599999999999,53.254399999999997,0.386500000000000,29,29,1,0.000069444451688,36.000000000000000
-1,Philadelphia,31,39.983609999999999,-75.378320000000002,15,6,0.400000000000000,39.951061000000003,-75.165619000000007,North America,18.484400000000001,53.254399999999997,0.347100000000000,30,30,1,0.000069444451688,36.000000000000000
-1,Philadelphia,32,39.980589999999999,-75.356669999999994,15,1,0.067000000000000,39.951061000000003,-75.165619000000007,North America,16.609700000000000,53.254399999999997,0.311900000000000,31,31,1,0.000069444451688,36.000000000000000
-1,Philadelphia,33,39.978520000000003,-75.342250000000007,14,2,0.143000000000000,39.951061000000003,-75.165619000000007,North America,15.359800000000000,53.254399999999997,0.288400000000000,32,32,1,0.000069444451688,36.000000000000000
-1,Philadelphia,34,39.974350000000001,-75.327230000000000,15,0,0.000000000000000,39.951061000000003,-75.165619000000007,North America,14.014900000000001,53.254399999999997,0.263200000000000,33,33,1,0.000069444451688,36.000000000000000
-1,Philadelphia,35,39.971220000000002,-75.314629999999994,15,4,0.267000000000000,39.951061000000003,-75.165619000000007,North America,12.896300000000000,53.254399999999997,0.242200000000000,34,34,1,0.000069444451688,36.000000000000000
-1,Philadelphia,36,39.969459999999998,-75.301169999999999,15,7,0.467000000000000,39.951061000000003,-75.165619000000007,North America,11.732699999999999,53.254399999999997,0.220300000000000,35,35,1,0.000069444451688,37.000000000000000
-1,Philadelphia,37,39.967210000000001,-75.289140000000003,15,2,0.133000000000000,39.951061000000003,-75.165619000000007,North America,10.679900000000000,53.254399999999997,0.200500000000000,36,36,1,0.000069444451688,37.000000000000000
-1,Philadelphia,38,39.964149999999997,-75.274529999999999,15,6,0.400000000000000,39.951061000000003,-75.165619000000007,North America,9.396200000000000,53.254399999999997,0.176400000000000,37,37,1,0.000069444451688,37.000000000000000
-1,Philadelphia,39,39.962200000000003,-75.263450000000006,15,3,0.200000000000000,39.951061000000003,-75.165619000000007,North America,8.430000000000000,53.254399999999997,0.158300000000000,38,38,1,0.000069444451688,37.000000000000000
