OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F12_Minneapolis_gcs_PET_Dec_OID,F12_Minneapolis_gcs_PET_Dec_FID_,F12_Minneapolis_gcs_PET_Dec_COUNT,F12_Minneapolis_gcs_PET_Dec_AREA,F12_Minneapolis_gcs_PET_Dec_MEAN
-1,Minneapolis,1,44.512400000000000,-93.261790000000005,16,0,0.000000000000000,44.977300000000000,-93.265468999999996,North America,51.695300000000003,51.695300000000003,1.000000000000000,0,0,1,0.000069444451688,9.000000000000000
-1,Minneapolis,2,44.514780000000002,-93.292789999999997,16,0,0.000000000000000,44.977300000000000,-93.265468999999996,North America,51.475099999999998,51.695300000000003,0.995700000000000,1,1,1,0.000069444451688,9.000000000000000
-1,Minneapolis,3,44.529649999999997,-93.261709999999994,16,2,0.125000000000000,44.977300000000000,-93.265468999999996,North America,49.777299999999997,51.695300000000003,0.962900000000000,2,2,1,0.000069444451688,9.000000000000000
-1,Minneapolis,4,44.546080000000003,-93.298770000000005,15,1,0.067000000000000,44.977300000000000,-93.265468999999996,North America,48.021500000000003,51.695300000000003,0.928900000000000,3,3,1,0.000069444451688,9.000000000000000
-1,Minneapolis,5,44.550139999999999,-93.248059999999995,15,0,0.000000000000000,44.977300000000000,-93.265468999999996,North America,47.517899999999997,51.695300000000003,0.919200000000000,4,4,1,0.000069444451688,9.000000000000000
-1,Minneapolis,6,44.561819999999997,-93.245360000000005,15,0,0.000000000000000,44.977300000000000,-93.265468999999996,North America,46.226500000000001,51.695300000000003,0.894200000000000,5,5,1,0.000069444451688,9.000000000000000
-1,Minneapolis,7,44.566070000000003,-93.258210000000005,15,2,0.133000000000000,44.977300000000000,-93.265468999999996,North America,45.730300000000000,51.695300000000003,0.884600000000000,6,6,1,0.000069444451688,9.000000000000000
-1,Minneapolis,8,44.576479999999997,-93.258430000000004,15,0,0.000000000000000,44.977300000000000,-93.265468999999996,North America,44.572600000000001,51.695300000000003,0.862200000000000,7,7,1,0.000069444451688,9.000000000000000
-1,Minneapolis,9,44.619140000000002,-93.262709999999998,14,0,0.000000000000000,44.977300000000000,-93.265468999999996,North America,39.826200000000000,51.695300000000003,0.770400000000000,8,8,1,0.000069444451688,9.000000000000000
-1,Minneapolis,10,44.596429999999998,-93.266379999999998,15,0,0.000000000000000,44.977300000000000,-93.265468999999996,North America,42.350900000000003,51.695300000000003,0.819200000000000,9,9,1,0.000069444451688,9.000000000000000
-1,Minneapolis,11,44.608919999999998,-93.265490000000000,9,0,0.000000000000000,44.977300000000000,-93.265468999999996,North America,40.962000000000003,51.695300000000003,0.792400000000000,10,10,1,0.000069444451688,9.000000000000000
-1,Minneapolis,12,44.619399999999999,-93.260009999999994,15,1,0.067000000000000,44.977300000000000,-93.265468999999996,North America,39.798999999999999,51.695300000000003,0.769900000000000,,,,,
-1,Minneapolis,13,44.634940000000000,-93.168400000000005,15,5,0.333000000000000,44.977300000000000,-93.265468999999996,North America,38.831299999999999,51.695300000000003,0.751200000000000,11,12,1,0.000069444451688,9.000000000000000
-1,Minneapolis,14,44.633760000000002,-93.255200000000002,15,0,0.000000000000000,44.977300000000000,-93.265468999999996,North America,38.208500000000001,51.695300000000003,0.739100000000000,12,13,1,0.000069444451688,9.000000000000000
-1,Minneapolis,15,44.642240000000001,-93.261939999999996,15,4,0.267000000000000,44.977300000000000,-93.265468999999996,North America,37.258000000000003,51.695300000000003,0.720700000000000,13,14,1,0.000069444451688,9.000000000000000
-1,Minneapolis,16,44.657750000000000,-93.262619999999998,15,1,0.067000000000000,44.977300000000000,-93.265468999999996,North America,35.533000000000001,51.695300000000003,0.687400000000000,14,15,1,0.000069444451688,9.000000000000000
-1,Minneapolis,17,44.664589999999997,-93.259289999999993,15,0,0.000000000000000,44.977300000000000,-93.265468999999996,North America,34.775199999999998,51.695300000000003,0.672700000000000,15,16,1,0.000069444451688,9.000000000000000
-1,Minneapolis,18,44.673589999999997,-93.262789999999995,16,2,0.125000000000000,44.977300000000000,-93.265468999999996,North America,33.771700000000003,51.695300000000003,0.653300000000000,16,17,1,0.000069444451688,9.000000000000000
