OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F7_Brantford_gcs_PET_Jul_OID,F7_Brantford_gcs_PET_Jul_FID_,F7_Brantford_gcs_PET_Jul_COUNT,F7_Brantford_gcs_PET_Jul_AREA,F7_Brantford_gcs_PET_Jul_MEAN
-1,Brantford,1,43.138888999999999,-80.268611000000007,NA,NA,0.450000000000000,43.139409999999998,-80.263649999999998,North America,0.406675157402000,8.549176674780000,0.047600000000000,0,0,1,0.000069444451688,158.000000000000000
-1,Brantford,2,43.140990000000002,-80.268057999999996,NA,NA,0.100000000000000,43.139409999999998,-80.263649999999998,North America,0.398473575499000,8.549176674780000,0.046600000000000,,,,,
-1,Brantford,3,43.144651000000003,-80.269614000000004,NA,NA,0.450000000000000,43.139409999999998,-80.263649999999998,North America,0.757476216160000,8.549176674780000,0.088600000000000,1,2,1,0.000069444451688,157.000000000000000
-1,Brantford,4,43.146340000000002,-80.269407999999999,NA,NA,0.200000000000000,43.139409999999998,-80.263649999999998,North America,0.901132264442000,8.549176674780000,0.105400000000000,,,,,
-1,Brantford,5,43.149062000000001,-80.270122000000001,NA,NA,0.388888889000000,43.139409999999998,-80.263649999999998,North America,1.194816399170000,8.549176674780000,0.139800000000000,,,,,
-1,Brantford,6,43.152057999999997,-80.272902999999999,NA,NA,0.250000000000000,43.139409999999998,-80.263649999999998,North America,1.594202687420000,8.549176674780000,0.186500000000000,2,5,1,0.000069444451688,157.000000000000000
-1,Brantford,7,43.154786000000001,-80.271974000000000,NA,NA,0.200000000000000,43.139409999999998,-80.263649999999998,North America,1.838267902350000,8.549176674780000,0.215000000000000,,,,,
-1,Brantford,8,43.157437999999999,-80.272225000000006,NA,NA,0.047619048000000,43.139409999999998,-80.263649999999998,North America,2.121897168200000,8.549176674780000,0.248200000000000,,,,,
-1,Brantford,9,43.160246000000001,-80.272721000000004,NA,NA,0.400000000000000,43.139409999999998,-80.263649999999998,North America,2.430914429780000,8.549176674780000,0.284300000000000,3,8,1,0.000069444451688,158.000000000000000
-1,Brantford,10,43.162222000000000,-80.273086000000006,NA,NA,0.250000000000000,43.139409999999998,-80.263649999999998,North America,2.649563111910000,8.549176674780000,0.309900000000000,,,,,
-1,Brantford,11,43.165812000000003,-80.274803000000006,NA,NA,0.428571429000000,43.139409999999998,-80.263649999999998,North America,3.072016623220000,8.549176674780000,0.359300000000000,,,,,
-1,Brantford,12,43.168230000000001,-80.273129999999995,NA,NA,0.368421053000000,43.139409999999998,-80.263649999999998,North America,3.295614642090000,8.549176674780000,0.385500000000000,4,11,1,0.000069444451688,158.000000000000000
-1,Brantford,13,43.170555999999998,-80.275270000000006,NA,NA,0.142857143000000,43.139409999999998,-80.263649999999998,North America,3.589255297970000,8.549176674780000,0.419800000000000,5,12,1,0.000069444451688,158.000000000000000
-1,Brantford,14,43.174737999999998,-80.272018000000003,NA,NA,0.200000000000000,43.139409999999998,-80.263649999999998,North America,3.986504910350000,8.549176674780000,0.466300000000000,,,,,
-1,Brantford,15,43.176977999999998,-80.272772000000003,NA,NA,0.666666667000000,43.139409999999998,-80.263649999999998,North America,4.242393326600000,8.549176674780000,0.496200000000000,6,14,1,0.000069444451688,158.000000000000000
-1,Brantford,16,43.179057000000000,-80.274167000000006,NA,NA,0.238095238000000,43.139409999999998,-80.263649999999998,North America,4.490319518820000,8.549176674780000,0.525200000000000,,,,,
-1,Brantford,17,43.181899999999999,-80.277199999999993,NA,NA,0.352941176000000,43.139409999999998,-80.263649999999998,North America,4.850815949320000,8.549176674780000,0.567400000000000,7,16,1,0.000069444451688,158.000000000000000
-1,Brantford,18,43.185898000000002,-80.276460999999998,NA,NA,0.300000000000000,43.139409999999998,-80.263649999999998,North America,5.272626572080000,8.549176674780000,0.616700000000000,8,17,1,0.000069444451688,158.000000000000000
-1,Brantford,19,43.186363000000000,-80.278621000000001,NA,NA,0.333333333000000,43.139409999999998,-80.263649999999998,North America,5.360277285520000,8.549176674780000,0.627000000000000,,,,,
-1,Brantford,20,43.188481000000003,-80.281688000000003,NA,NA,0.555555556000000,43.139409999999998,-80.263649999999998,North America,5.649169705220000,8.549176674780000,0.660800000000000,,,,,
-1,Brantford,21,43.190874999999998,-80.281771000000006,NA,NA,0.380952381000000,43.139409999999998,-80.263649999999998,North America,5.908354910420000,8.549176674780000,0.691100000000000,,,,,
