OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F9_Tokyo_gcs_PET_Sep_OID,F9_Tokyo_gcs_PET_Sep_FID_,F9_Tokyo_gcs_PET_Sep_COUNT,F9_Tokyo_gcs_PET_Sep_AREA,F9_Tokyo_gcs_PET_Sep_MEAN
-1,Tokyo,1,36.080280000000002,140.118329999999986,20,6,0.300000000000000,35.689487000000000,139.691710999999998,Asia,58.012300000000003,65.991200000000006,0.879100000000000,0,0,1,0.000069444451688,99.000000000000000
-1,Tokyo,2,36.079720000000002,140.126939999999991,20,1,0.050000000000000,35.689487000000000,139.691710999999998,Asia,58.482900000000001,65.991200000000006,0.886200000000000,1,1,1,0.000069444451688,99.000000000000000
-1,Tokyo,3,36.077779999999997,140.135279999999995,19,2,0.105000000000000,35.689487000000000,139.691710999999998,Asia,58.831099999999999,65.991200000000006,0.891500000000000,2,2,1,0.000069444451688,99.000000000000000
-1,Tokyo,4,36.067779999999999,140.138610000000000,17,9,0.529000000000000,35.689487000000000,139.691710999999998,Asia,58.228800000000000,65.991200000000006,0.882400000000000,3,3,1,0.000069444451688,99.000000000000000
-1,Tokyo,5,35.669170000000001,139.719439999999992,16,7,0.438000000000000,35.689487000000000,139.691710999999998,Asia,3.372900000000000,65.991200000000006,0.051100000000000,4,4,1,0.000069444451688,93.000000000000000
-1,Tokyo,6,35.658610000000003,139.687780000000004,18,2,0.111000000000000,35.689487000000000,139.691710999999998,Asia,3.451700000000000,65.991200000000006,0.052300000000000,5,5,1,0.000069444451688,94.000000000000000
-1,Tokyo,7,35.950560000000003,139.995280000000008,18,8,0.444000000000000,35.689487000000000,139.691710999999998,Asia,39.898600000000002,65.991200000000006,0.604600000000000,6,6,1,0.000069444451688,97.000000000000000
-1,Tokyo,8,35.952219999999997,140.001389999999986,20,2,0.100000000000000,35.689487000000000,139.691710999999998,Asia,40.411600000000000,65.991200000000006,0.612400000000000,7,7,1,0.000069444451688,97.000000000000000
-1,Tokyo,9,35.991940000000000,140.037499999999994,18,2,0.111000000000000,35.689487000000000,139.691710999999998,Asia,45.853999999999999,65.991200000000006,0.694900000000000,8,8,1,0.000069444451688,98.000000000000000
-1,Tokyo,10,35.988610000000001,140.028609999999986,18,12,0.667000000000000,35.689487000000000,139.691710999999998,Asia,45.039299999999997,65.991200000000006,0.682500000000000,9,9,1,0.000069444451688,98.000000000000000
-1,Tokyo,11,36.026670000000003,140.058330000000012,16,16,1.000000000000000,35.689487000000000,139.691710999999998,Asia,49.973399999999998,65.991200000000006,0.757300000000000,10,10,1,0.000069444451688,98.000000000000000
-1,Tokyo,12,36.032780000000002,140.053329999999988,18,8,0.444000000000000,35.689487000000000,139.691710999999998,Asia,50.190600000000003,65.991200000000006,0.760600000000000,,,,,
-1,Tokyo,13,36.061740000000000,140.170269999999988,18,3,0.167000000000000,35.689487000000000,139.691710999999998,Asia,59.770499999999998,65.991200000000006,0.905700000000000,11,12,1,0.000069444451688,98.000000000000000
-1,Tokyo,14,35.670830000000002,139.691939999999988,20,2,0.100000000000000,35.689487000000000,139.691710999999998,Asia,2.074700000000000,65.991200000000006,0.031400000000000,12,13,1,0.000069444451688,94.000000000000000
-1,Tokyo,15,35.669440000000002,139.697219999999987,20,0,0.000000000000000,35.689487000000000,139.691710999999998,Asia,2.284000000000000,65.991200000000006,0.034600000000000,,,,,
