OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F1_Bern_gcs_PET_Jan_OID,F1_Bern_gcs_PET_Jan_FID_,F1_Bern_gcs_PET_Jan_COUNT,F1_Bern_gcs_PET_Jan_AREA,F1_Bern_gcs_PET_Jan_MEAN
-1,Bern,1,46.938279999999999,7.332940000000000,20,6,0.300000000000000,46.947975000000000,7.447447000000000,Europe,8.759399999999999,8.759399999999999,1.000000000000000,0,0,1,0.000069444451688,12.000000000000000
-1,Bern,2,46.939410000000002,7.337590000000000,20,9,0.450000000000000,46.947975000000000,7.447447000000000,Europe,8.394000000000000,8.759399999999999,0.958300000000000,1,1,1,0.000069444451688,12.000000000000000
-1,Bern,3,46.938470000000002,7.339280000000000,20,5,0.250000000000000,46.947975000000000,7.447447000000000,Europe,8.279299999999999,8.759399999999999,0.945200000000000,,,,,
-1,Bern,4,46.936669999999999,7.341620000000000,19,11,0.579000000000000,46.947975000000000,7.447447000000000,Europe,8.131800000000000,8.759399999999999,0.928400000000000,,,,,
-1,Bern,5,46.936830000000000,7.345500000000000,20,8,0.400000000000000,46.947975000000000,7.447447000000000,Europe,7.838000000000000,8.759399999999999,0.894800000000000,2,4,1,0.000069444451688,12.000000000000000
-1,Bern,6,46.935389999999998,7.348240000000000,19,11,0.579000000000000,46.947975000000000,7.447447000000000,Europe,7.660400000000000,8.759399999999999,0.874500000000000,,,,,
-1,Bern,7,46.935600000000001,7.351700000000000,16,12,0.750000000000000,46.947975000000000,7.447447000000000,Europe,7.398000000000000,8.759399999999999,0.844600000000000,3,6,1,0.000069444451688,12.000000000000000
-1,Bern,8,46.935400000000001,7.354950000000000,20,8,0.400000000000000,46.947975000000000,7.447447000000000,Europe,7.160000000000000,8.759399999999999,0.817400000000000,,,,,
-1,Bern,9,46.936090000000000,7.358840000000000,17,11,0.647000000000000,46.947975000000000,7.447447000000000,Europe,6.855400000000000,8.759399999999999,0.782600000000000,4,8,1,0.000069444451688,12.000000000000000
-1,Bern,10,46.936320000000002,7.362110000000000,15,10,0.667000000000000,46.947975000000000,7.447447000000000,Europe,6.606900000000000,8.759399999999999,0.754300000000000,,,,,
-1,Bern,11,46.937010000000001,7.365970000000000,19,7,0.368000000000000,46.947975000000000,7.447447000000000,Europe,6.304500000000000,8.759399999999999,0.719700000000000,,,,,
-1,Bern,12,46.937759999999997,7.371140000000000,20,7,0.350000000000000,46.947975000000000,7.447447000000000,Europe,5.903200000000000,8.759399999999999,0.673900000000000,5,11,1,0.000069444451688,12.000000000000000
-1,Bern,13,46.937449999999998,7.371750000000000,20,6,0.300000000000000,46.947975000000000,7.447447000000000,Europe,5.864600000000000,8.759399999999999,0.669500000000000,,,,,
-1,Bern,14,46.937089999999998,7.375930000000000,20,12,0.600000000000000,46.947975000000000,7.447447000000000,Europe,5.562600000000000,8.759399999999999,0.635000000000000,6,13,1,0.000069444451688,12.000000000000000
-1,Bern,15,46.937390000000001,7.377820000000000,15,6,0.400000000000000,46.947975000000000,7.447447000000000,Europe,5.415300000000000,8.759399999999999,0.618200000000000,,,,,
-1,Bern,16,46.937559999999998,7.380120000000000,19,6,0.316000000000000,46.947975000000000,7.447447000000000,Europe,5.240800000000000,8.759399999999999,0.598300000000000,,,,,
-1,Bern,17,46.939059999999998,7.383860000000000,12,7,0.583000000000000,46.947975000000000,7.447447000000000,Europe,4.927900000000000,8.759399999999999,0.562600000000000,7,16,1,0.000069444451688,12.000000000000000
-1,Bern,18,46.939630000000001,7.387960000000000,20,7,0.350000000000000,46.947975000000000,7.447447000000000,Europe,4.610300000000000,8.759399999999999,0.526300000000000,,,,,
-1,Bern,19,46.941859999999998,7.390720000000000,10,5,0.500000000000000,46.947975000000000,7.447447000000000,Europe,4.359700000000000,8.759399999999999,0.497700000000000,8,18,1,0.000069444451688,13.000000000000000
-1,Bern,20,46.941459999999999,7.393100000000000,20,16,0.800000000000000,46.947975000000000,7.447447000000000,Europe,4.188800000000000,8.759399999999999,0.478200000000000,9,19,1,0.000069444451688,12.000000000000000
-1,Bern,21,46.941899999999997,7.394790000000000,20,9,0.450000000000000,46.947975000000000,7.447447000000000,Europe,4.054000000000000,8.759399999999999,0.462800000000000,10,20,1,0.000069444451688,13.000000000000000
-1,Bern,22,46.942200000000000,7.397680000000000,11,7,0.636000000000000,46.947975000000000,7.447447000000000,Europe,3.832100000000000,8.759399999999999,0.437500000000000,,,,,
-1,Bern,23,46.942129999999999,7.400110000000000,17,9,0.529000000000000,46.947975000000000,7.447447000000000,Europe,3.651800000000000,8.759399999999999,0.416900000000000,11,22,1,0.000069444451688,13.000000000000000
-1,Bern,24,46.941659999999999,7.402820000000000,14,9,0.643000000000000,46.947975000000000,7.447447000000000,Europe,3.459800000000000,8.759399999999999,0.395000000000000,12,23,1,0.000069444451688,12.000000000000000
-1,Bern,25,46.942059999999998,7.404890000000000,17,7,0.412000000000000,46.947975000000000,7.447447000000000,Europe,3.296900000000000,8.759399999999999,0.376400000000000,,,,,
-1,Bern,26,46.943600000000004,7.409130000000000,20,14,0.700000000000000,46.947975000000000,7.447447000000000,Europe,2.949100000000000,8.759399999999999,0.336700000000000,13,25,1,0.000069444451688,13.000000000000000
-1,Bern,27,46.943660000000001,7.413280000000000,18,13,0.722000000000000,46.947975000000000,7.447447000000000,Europe,2.637700000000000,8.759399999999999,0.301100000000000,,,,,
-1,Bern,28,46.944299999999998,7.416800000000000,20,16,0.800000000000000,46.947975000000000,7.447447000000000,Europe,2.362100000000000,8.759399999999999,0.269700000000000,14,27,1,0.000069444451688,13.000000000000000
-1,Bern,29,46.944499999999998,7.419680000000000,18,7,0.389000000000000,46.947975000000000,7.447447000000000,Europe,2.142900000000000,8.759399999999999,0.244600000000000,,,,,
-1,Bern,30,46.945459999999997,7.424380000000000,13,6,0.462000000000000,46.947975000000000,7.447447000000000,Europe,1.773200000000000,8.759399999999999,0.202400000000000,,,,,
-1,Bern,31,46.945900000000002,7.429860000000000,16,11,0.688000000000000,46.947975000000000,7.447447000000000,Europe,1.354800000000000,8.759399999999999,0.154700000000000,15,30,1,0.000069444451688,13.000000000000000
-1,Bern,32,46.946510000000004,7.430830000000000,20,14,0.700000000000000,46.947975000000000,7.447447000000000,Europe,1.271900000000000,8.759399999999999,0.145200000000000,,,,,
-1,Bern,33,46.945839999999997,7.434950000000000,13,3,0.231000000000000,46.947975000000000,7.447447000000000,Europe,0.977900000000000,8.759399999999999,0.111600000000000,16,32,1,0.000069444451688,13.000000000000000
-1,Bern,34,46.945189999999997,7.436900000000000,20,7,0.350000000000000,46.947975000000000,7.447447000000000,Europe,0.858400000000000,8.759399999999999,0.098000000000000,,,,,
-1,Bern,35,46.946320000000000,7.440450000000000,16,4,0.250000000000000,46.947975000000000,7.447447000000000,Europe,0.562100000000000,8.759399999999999,0.064200000000000,,,,,
-1,Bern,36,46.948590000000003,7.444170000000000,12,4,0.333000000000000,46.947975000000000,7.447447000000000,Europe,0.258000000000000,8.759399999999999,0.029500000000000,17,35,1,0.000069444451688,13.000000000000000
-1,Bern,37,46.947450000000003,7.447460000000000,12,11,0.917000000000000,46.947975000000000,7.447447000000000,Europe,0.058400000000000,8.759399999999999,0.006700000000000,,,,,
-1,Bern,38,46.947049999999997,7.451780000000000,19,4,0.211000000000000,46.947975000000000,7.447447000000000,Europe,0.344600000000000,8.759399999999999,0.039300000000000,18,37,1,0.000069444451688,13.000000000000000
-1,Bern,39,46.948540000000001,7.457100000000000,10,10,1.000000000000000,46.947975000000000,7.447447000000000,Europe,0.735400000000000,8.759399999999999,0.084000000000000,,,,,
-1,Bern,40,46.946849999999998,7.459140000000000,20,13,0.650000000000000,46.947975000000000,7.447447000000000,Europe,0.896400000000000,8.759399999999999,0.102300000000000,19,39,1,0.000069444451688,13.000000000000000
