OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F2_Kyoto_gcs_PET_Feb_OID,F2_Kyoto_gcs_PET_Feb_FID_,F2_Kyoto_gcs_PET_Feb_COUNT,F2_Kyoto_gcs_PET_Feb_AREA,F2_Kyoto_gcs_PET_Feb_MEAN
-1,Kyoto,1,34.989120000000000,135.768190000000004,20,1,0.050000000000000,35.003655000000002,135.759676000000013,Asia,1.792700000000000,24.630299999999998,0.072800000000000,0,0,1,0.000069444451688,39.000000000000000
-1,Kyoto,2,34.985680000000002,135.767470000000003,20,16,0.800000000000000,35.003655000000002,135.759676000000013,Asia,2.121100000000000,24.630299999999998,0.086100000000000,,,,,
-1,Kyoto,3,34.989860000000000,135.764219999999995,20,0,0.000000000000000,35.003655000000002,135.759676000000013,Asia,1.588800000000000,24.630299999999998,0.064500000000000,1,2,1,0.000069444451688,39.000000000000000
-1,Kyoto,4,34.990409999999997,135.760099999999994,20,14,0.700000000000000,35.003655000000002,135.759676000000013,Asia,1.473300000000000,24.630299999999998,0.059800000000000,,,,,
-1,Kyoto,5,34.985970000000002,135.748840000000001,20,5,0.250000000000000,35.003655000000002,135.759676000000013,Asia,2.200300000000000,24.630299999999998,0.089300000000000,2,4,1,0.000069444451688,39.000000000000000
-1,Kyoto,6,34.987479999999998,135.744490000000013,20,7,0.350000000000000,35.003655000000002,135.759676000000013,Asia,2.269000000000000,24.630299999999998,0.092100000000000,,,,,
-1,Kyoto,7,34.986719999999998,135.741420000000005,11,1,0.091000000000000,35.003655000000002,135.759676000000013,Asia,2.512300000000000,24.630299999999998,0.102000000000000,3,6,1,0.000069444451688,39.000000000000000
-1,Kyoto,8,34.993530000000000,135.729289999999992,20,6,0.300000000000000,35.003655000000002,135.759676000000013,Asia,2.988000000000000,24.630299999999998,0.121300000000000,4,7,1,0.000069444451688,39.000000000000000
-1,Kyoto,9,34.993910000000000,135.724269999999990,20,11,0.550000000000000,35.003655000000002,135.759676000000013,Asia,3.402200000000000,24.630299999999998,0.138100000000000,5,8,1,0.000069444451688,39.000000000000000
-1,Kyoto,10,34.990890000000000,135.724989999999991,20,12,0.600000000000000,35.003655000000002,135.759676000000013,Asia,3.463700000000000,24.630299999999998,0.140600000000000,6,9,1,0.000069444451688,39.000000000000000
-1,Kyoto,11,34.989120000000000,135.723950000000002,20,12,0.600000000000000,35.003655000000002,135.759676000000013,Asia,3.633500000000000,24.630299999999998,0.147500000000000,,,,,
-1,Kyoto,12,34.989899999999999,135.715869999999995,20,4,0.200000000000000,35.003655000000002,135.759676000000013,Asia,4.273300000000000,24.630299999999998,0.173500000000000,7,11,1,0.000069444451688,39.000000000000000
-1,Kyoto,13,34.988140000000001,135.713500000000010,20,6,0.300000000000000,35.003655000000002,135.759676000000013,Asia,4.546200000000000,24.630299999999998,0.184600000000000,,,,,
-1,Kyoto,14,34.983469999999997,135.712040000000002,20,4,0.200000000000000,35.003655000000002,135.759676000000013,Asia,4.885400000000000,24.630299999999998,0.198300000000000,,,,,
-1,Kyoto,15,34.977300000000000,135.689300000000003,20,1,0.050000000000000,35.003655000000002,135.759676000000013,Asia,7.049000000000000,24.630299999999998,0.286200000000000,8,14,1,0.000069444451688,39.000000000000000
-1,Kyoto,16,34.970610000000001,135.690439999999995,20,5,0.250000000000000,35.003655000000002,135.759676000000013,Asia,7.299600000000000,24.630299999999998,0.296400000000000,9,15,1,0.000069444451688,39.000000000000000
