OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F4_Santiago_gcs_PET_Apr_OID,F4_Santiago_gcs_PET_Apr_FID_,F4_Santiago_gcs_PET_Apr_COUNT,F4_Santiago_gcs_PET_Apr_AREA,F4_Santiago_gcs_PET_Apr_MEAN
-1,Santiago,1,-33.872799999999998,-70.642210000000006,20,14,0.700000000000000,-33.442137000000002,-70.645768000000004,South America,47.888700000000000,47.888700000000000,1.000000000000000,0,0,1,0.000069444451688,93.000000000000000
-1,Santiago,2,-33.865420000000000,-70.639660000000006,20,19,0.950000000000000,-33.442137000000002,-70.645768000000004,South America,47.070300000000003,47.888700000000000,0.982900000000000,1,1,1,0.000069444451688,93.000000000000000
-1,Santiago,3,-33.857970000000002,-70.632059999999996,20,11,0.550000000000000,-33.442137000000002,-70.645768000000004,South America,46.255899999999997,47.888700000000000,0.965900000000000,2,2,1,0.000069444451688,93.000000000000000
-1,Santiago,4,-33.851120000000002,-70.633740000000003,20,14,0.700000000000000,-33.442137000000002,-70.645768000000004,South America,45.490499999999997,47.888700000000000,0.949900000000000,3,3,1,0.000069444451688,93.000000000000000
-1,Santiago,5,-33.842449999999999,-70.637150000000005,20,19,0.950000000000000,-33.442137000000002,-70.645768000000004,South America,44.519900000000000,47.888700000000000,0.929700000000000,4,4,1,0.000069444451688,93.000000000000000
-1,Santiago,6,-33.835120000000003,-70.644139999999993,20,16,0.800000000000000,-33.442137000000002,-70.645768000000004,South America,43.698000000000000,47.888700000000000,0.912500000000000,5,5,1,0.000069444451688,93.000000000000000
-1,Santiago,7,-33.825130000000001,-70.646469999999994,20,17,0.850000000000000,-33.442137000000002,-70.645768000000004,South America,42.586900000000000,47.888700000000000,0.889300000000000,6,6,1,0.000069444451688,94.000000000000000
-1,Santiago,8,-33.813270000000003,-70.650610000000000,20,17,0.850000000000000,-33.442137000000002,-70.645768000000004,South America,41.270499999999998,47.888700000000000,0.861800000000000,7,7,1,0.000069444451688,94.000000000000000
-1,Santiago,9,-33.806860000000000,-70.651560000000003,20,14,0.700000000000000,-33.442137000000002,-70.645768000000004,South America,40.558900000000001,47.888700000000000,0.846900000000000,8,8,1,0.000069444451688,94.000000000000000
-1,Santiago,10,-33.794029999999999,-70.654949999999999,14,9,0.643000000000000,-33.442137000000002,-70.645768000000004,South America,39.137999999999998,47.888700000000000,0.817300000000000,9,9,1,0.000069444451688,94.000000000000000
-1,Santiago,11,-33.785290000000003,-70.658580000000001,20,19,0.950000000000000,-33.442137000000002,-70.645768000000004,South America,38.175300000000000,47.888700000000000,0.797200000000000,10,10,1,0.000069444451688,94.000000000000000
-1,Santiago,12,-33.464350000000003,-70.398570000000007,20,10,0.500000000000000,-33.442137000000002,-70.645768000000004,South America,23.066099999999999,47.888700000000000,0.481700000000000,11,11,1,0.000069444451688,78.000000000000000
-1,Santiago,13,-33.451459999999997,-70.403700000000001,20,20,1.000000000000000,-33.442137000000002,-70.645768000000004,South America,22.483200000000000,47.888700000000000,0.469500000000000,12,12,1,0.000069444451688,80.000000000000000
-1,Santiago,14,-33.744590000000002,-70.677670000000006,20,15,0.750000000000000,-33.442137000000002,-70.645768000000004,South America,33.760800000000003,47.888700000000000,0.705000000000000,13,13,1,0.000069444451688,94.000000000000000
-1,Santiago,15,-33.740400000000001,-70.679259999999999,20,18,0.900000000000000,-33.442137000000002,-70.645768000000004,South America,33.310099999999998,47.888700000000000,0.695600000000000,14,14,1,0.000069444451688,94.000000000000000
-1,Santiago,16,-33.731659999999998,-70.685969999999998,20,16,0.800000000000000,-33.442137000000002,-70.645768000000004,South America,32.408200000000001,47.888700000000000,0.676700000000000,15,15,1,0.000069444451688,94.000000000000000
-1,Santiago,17,-33.724100000000000,-70.682890000000000,20,18,0.900000000000000,-33.442137000000002,-70.645768000000004,South America,31.540900000000001,47.888700000000000,0.658600000000000,16,16,1,0.000069444451688,94.000000000000000
-1,Santiago,18,-33.699939999999998,-70.674850000000006,17,16,0.941000000000000,-33.442137000000002,-70.645768000000004,South America,28.792700000000000,47.888700000000000,0.601200000000000,17,17,1,0.000069444451688,94.000000000000000
-1,Santiago,19,-33.670800000000000,-70.665989999999994,20,14,0.700000000000000,-33.442137000000002,-70.645768000000004,South America,25.495100000000001,47.888700000000000,0.532400000000000,18,18,1,0.000069444451688,94.000000000000000
