OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F6_Sacramento_gcs_PET_Jun_OID,F6_Sacramento_gcs_PET_Jun_FID_,F6_Sacramento_gcs_PET_Jun_COUNT,F6_Sacramento_gcs_PET_Jun_AREA,F6_Sacramento_gcs_PET_Jun_MEAN
-1,Sacramento,1,38.547069999999998,-121.471109999999996,21,6,0.286000000000000,38.581572000000001,-121.494399999999999,North America,4.338100000000000,14.358900000000000,0.302100000000000,0,0,1,0.000069444451688,196.000000000000000
-1,Sacramento,2,38.554380000000002,-121.471119999999999,21,6,0.286000000000000,38.581572000000001,-121.494399999999999,North America,3.638500000000000,14.358900000000000,0.253400000000000,1,1,1,0.000069444451688,196.000000000000000
-1,Sacramento,3,38.555990000000001,-121.468029999999999,20,4,0.200000000000000,38.581572000000001,-121.494399999999999,North America,3.653400000000000,14.358900000000000,0.254400000000000,,,,,
-1,Sacramento,4,38.558669999999999,-121.477059999999994,15,7,0.467000000000000,38.581572000000001,-121.494399999999999,North America,2.959300000000000,14.358900000000000,0.206100000000000,2,3,1,0.000069444451688,196.000000000000000
-1,Sacramento,5,38.561190000000003,-121.477059999999994,20,4,0.200000000000000,38.581572000000001,-121.494399999999999,North America,2.721900000000000,14.358900000000000,0.189600000000000,,,,,
-1,Sacramento,6,38.564999999999998,-121.483649999999997,25,7,0.280000000000000,38.581572000000001,-121.494399999999999,North America,2.066200000000000,14.358900000000000,0.143900000000000,3,5,1,0.000069444451688,197.000000000000000
-1,Sacramento,7,38.571190000000001,-121.485349999999997,26,5,0.192000000000000,38.581572000000001,-121.494399999999999,North America,1.397000000000000,14.358900000000000,0.097300000000000,4,6,1,0.000069444451688,197.000000000000000
-1,Sacramento,8,38.571530000000003,-121.488889999999998,20,3,0.150000000000000,38.581572000000001,-121.494399999999999,North America,1.215000000000000,14.358900000000000,0.084600000000000,,,,,
-1,Sacramento,9,38.574840000000002,-121.488240000000005,23,1,0.043000000000000,38.581572000000001,-121.494399999999999,North America,0.920400000000000,14.358900000000000,0.064100000000000,,,,,
-1,Sacramento,10,38.576369999999997,-121.494609999999994,18,0,0.000000000000000,38.581572000000001,-121.494399999999999,North America,0.578700000000000,14.358900000000000,0.040300000000000,5,9,1,0.000069444451688,197.000000000000000
-1,Sacramento,11,38.573039999999999,-121.497159999999994,20,2,0.100000000000000,38.581572000000001,-121.494399999999999,North America,0.978600000000000,14.358900000000000,0.068200000000000,6,10,1,0.000069444451688,197.000000000000000
