OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F11_Starkville_gcs_PET_Nov_OID,F11_Starkville_gcs_PET_Nov_FID_,F11_Starkville_gcs_PET_Nov_COUNT,F11_Starkville_gcs_PET_Nov_AREA,F11_Starkville_gcs_PET_Nov_MEAN
-1,Starkville,1,33.466000000000001,-88.819000000000003,20,11,0.550000000000000,33.462845000000002,-88.810263000000006,North America,0.883100000000000,5.461500000000000,0.161700000000000,0,0,1,0.000069444451688,61.000000000000000
-1,Starkville,2,33.466000000000001,-88.816500000000005,20,20,1.000000000000000,33.462845000000002,-88.810263000000006,North America,0.676600000000000,5.461500000000000,0.123900000000000,1,1,1,0.000069444451688,61.000000000000000
-1,Starkville,3,33.465899999999998,-88.813100000000006,20,8,0.400000000000000,33.462845000000002,-88.810263000000006,North America,0.429700000000000,5.461500000000000,0.078700000000000,,,,,
-1,Starkville,4,33.465899999999998,-88.810599999999994,20,17,0.850000000000000,33.462845000000002,-88.810263000000006,North America,0.341100000000000,5.461500000000000,0.062500000000000,,,,,
-1,Starkville,5,33.464500000000001,-88.808899999999994,20,18,0.900000000000000,33.462845000000002,-88.810263000000006,North America,0.223300000000000,5.461500000000000,0.040900000000000,,,,,
-1,Starkville,6,33.463400000000000,-88.807299999999998,20,20,1.000000000000000,33.462845000000002,-88.810263000000006,North America,0.281700000000000,5.461500000000000,0.051600000000000,2,5,1,0.000069444451688,62.000000000000000
-1,Starkville,7,33.462400000000002,-88.805099999999996,20,15,0.750000000000000,33.462845000000002,-88.810263000000006,North America,0.481500000000000,5.461500000000000,0.088200000000000,,,,,
-1,Starkville,8,33.462000000000003,-88.804100000000005,20,18,0.900000000000000,33.462845000000002,-88.810263000000006,North America,0.579400000000000,5.461500000000000,0.106100000000000,,,,,
-1,Starkville,9,33.460900000000002,-88.802300000000002,20,19,0.950000000000000,33.462845000000002,-88.810263000000006,North America,0.769700000000000,5.461500000000000,0.140900000000000,,,,,
-1,Starkville,10,33.460099999999997,-88.801199999999994,20,14,0.700000000000000,33.462845000000002,-88.810263000000006,North America,0.894400000000000,5.461500000000000,0.163800000000000,,,,,
-1,Starkville,11,33.459299999999999,-88.799700000000001,20,15,0.750000000000000,33.462845000000002,-88.810263000000006,North America,1.056200000000000,5.461500000000000,0.193400000000000,3,10,1,0.000069444451688,61.000000000000000
-1,Starkville,12,33.458100000000002,-88.798000000000002,20,19,0.950000000000000,33.462845000000002,-88.810263000000006,North America,1.254000000000000,5.461500000000000,0.229600000000000,4,11,1,0.000069444451688,62.000000000000000
-1,Starkville,13,33.457099999999997,-88.796800000000005,20,18,0.900000000000000,33.462845000000002,-88.810263000000006,North America,1.402800000000000,5.461500000000000,0.256900000000000,,,,,
-1,Starkville,14,33.455900000000000,-88.795199999999994,20,12,0.600000000000000,33.462845000000002,-88.810263000000006,North America,1.596500000000000,5.461500000000000,0.292300000000000,,,,,
-1,Starkville,15,33.454400000000000,-88.794700000000006,20,13,0.650000000000000,33.462845000000002,-88.810263000000006,North America,1.722300000000000,5.461500000000000,0.315400000000000,,,,,
-1,Starkville,16,33.453099999999999,-88.794700000000006,20,19,0.950000000000000,33.462845000000002,-88.810263000000006,North America,1.805200000000000,5.461500000000000,0.330500000000000,,,,,
-1,Starkville,17,33.451500000000003,-88.795100000000005,20,16,0.800000000000000,33.462845000000002,-88.810263000000006,North America,1.889500000000000,5.461500000000000,0.346000000000000,,,,,
-1,Starkville,18,33.450000000000003,-88.795100000000005,20,19,0.950000000000000,33.462845000000002,-88.810263000000006,North America,2.004700000000000,5.461500000000000,0.367100000000000,5,17,1,0.000069444451688,61.000000000000000
-1,Starkville,19,33.448599999999999,-88.795400000000001,20,9,0.450000000000000,33.462845000000002,-88.810263000000006,North America,2.100100000000000,5.461500000000000,0.384500000000000,,,,,
-1,Starkville,20,33.446800000000003,-88.795800000000000,20,17,0.850000000000000,33.462845000000002,-88.810263000000006,North America,2.232400000000000,5.461500000000000,0.408800000000000,,,,,
-1,Starkville,21,33.445399999999999,-88.796000000000006,20,18,0.900000000000000,33.462845000000002,-88.810263000000006,North America,2.348100000000000,5.461500000000000,0.429900000000000,,,,,
-1,Starkville,22,33.443700000000000,-88.796199999999999,20,13,0.650000000000000,33.462845000000002,-88.810263000000006,North America,2.496800000000000,5.461500000000000,0.457200000000000,,,,,
-1,Starkville,23,33.442300000000003,-88.796400000000006,20,11,0.550000000000000,33.462845000000002,-88.810263000000006,North America,2.621700000000000,5.461500000000000,0.480000000000000,,,,,
-1,Starkville,24,33.440700000000000,-88.796700000000001,20,15,0.750000000000000,33.462845000000002,-88.810263000000006,North America,2.765300000000000,5.461500000000000,0.506300000000000,6,23,1,0.000069444451688,62.000000000000000
-1,Starkville,25,33.439500000000002,-88.796800000000005,20,16,0.800000000000000,33.462845000000002,-88.810263000000006,North America,2.880700000000000,5.461500000000000,0.527500000000000,,,,,
-1,Starkville,26,33.438699999999997,-88.796800000000005,20,13,0.650000000000000,33.462845000000002,-88.810263000000006,North America,2.961100000000000,5.461500000000000,0.542200000000000,,,,,
-1,Starkville,27,33.436199999999999,-88.796700000000001,20,11,0.550000000000000,33.462845000000002,-88.810263000000006,North America,3.218900000000000,5.461500000000000,0.589400000000000,,,,,
-1,Starkville,28,33.434699999999999,-88.796000000000006,20,16,0.800000000000000,33.462845000000002,-88.810263000000006,North America,3.397900000000000,5.461500000000000,0.622200000000000,,,,,
-1,Starkville,29,33.433100000000003,-88.794799999999995,20,15,0.750000000000000,33.462845000000002,-88.810263000000006,North America,3.605200000000000,5.461500000000000,0.660100000000000,7,28,1,0.000069444451688,62.000000000000000
