OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,munster_197024_20180703_NDVI_pcs_OID,munster_197024_20180703_NDVI_pcs_FID_,munster_197024_20180703_NDVI_pcs_COUNT,munster_197024_20180703_NDVI_pcs_AREA,munster_197024_20180703_NDVI_pcs_MEAN
-1,Muenster,1,51.956829999999997,7.629510000000000,20,2,0.100000000000000,51.962125999999998,7.624724000000000,Europe,0.674000000000000,10.032900000000000,0.067200000000000,100.000000000000000,0,0,0,36,32400.000000000000000,0.506854435222000
-1,Muenster,2,51.957160000000002,7.620800000000000,20,3,0.150000000000000,51.962125999999998,7.624724000000000,Europe,0.614200000000000,10.032900000000000,0.061200000000000,100.000000000000000,1,1,1,34,30600.000000000000000,0.584281687789000
-1,Muenster,3,51.957819999999998,7.630270000000000,20,0,0.000000000000000,51.962125999999998,7.624724000000000,Europe,0.611300000000000,10.032900000000000,0.060900000000000,100.000000000000000,2,2,2,25,22500.000000000000000,0.455330933332000
-1,Muenster,4,51.961930000000002,7.621390000000000,15,0,0.000000000000000,51.962125999999998,7.624724000000000,Europe,0.229500000000000,10.032900000000000,0.022900000000000,100.000000000000000,3,3,3,33,29700.000000000000000,0.511659025920000
-1,Muenster,5,51.962699999999998,7.622490000000000,20,1,0.050000000000000,51.962125999999998,7.624724000000000,Europe,0.165800000000000,10.032900000000000,0.016500000000000,100.000000000000000,4,4,4,24,21600.000000000000000,0.548589692451000
-1,Muenster,6,51.966569999999997,7.622430000000000,20,0,0.000000000000000,51.962125999999998,7.624724000000000,Europe,0.518500000000000,10.032900000000000,0.051700000000000,100.000000000000000,5,5,5,35,31500.000000000000000,0.609168587412000
-1,Muenster,7,51.967399999999998,7.620060000000000,20,0,0.000000000000000,51.962125999999998,7.624724000000000,Europe,0.667800000000000,10.032900000000000,0.066600000000000,100.000000000000000,6,6,6,34,30600.000000000000000,0.611976219012000
-1,Muenster,8,51.973070000000000,7.617220000000000,17,5,0.294000000000000,51.962125999999998,7.624724000000000,Europe,1.321000000000000,10.032900000000000,0.131700000000000,100.000000000000000,7,7,7,36,32400.000000000000000,0.692457248767000
-1,Muenster,9,51.974670000000003,7.618140000000000,20,2,0.100000000000000,51.962125999999998,7.624724000000000,Europe,1.465900000000000,10.032900000000000,0.146100000000000,100.000000000000000,8,8,8,35,31500.000000000000000,0.537868412052000
-1,Muenster,10,51.976550000000003,7.618440000000000,20,0,0.000000000000000,51.962125999999998,7.624724000000000,Europe,1.660600000000000,10.032900000000000,0.165500000000000,100.000000000000000,9,9,9,34,30600.000000000000000,0.530297671143000
-1,Muenster,11,51.978330000000000,7.618070000000000,20,0,0.000000000000000,51.962125999999998,7.624724000000000,Europe,1.858600000000000,10.032900000000000,0.185300000000000,100.000000000000000,10,10,10,36,32400.000000000000000,0.781016844842000
-1,Muenster,12,51.982770000000002,7.613800000000000,20,0,0.000000000000000,51.962125999999998,7.624724000000000,Europe,2.414400000000000,10.032900000000000,0.240600000000000,100.000000000000000,11,11,11,35,31500.000000000000000,0.564856828962000
-1,Muenster,13,51.984259999999999,7.613810000000000,23,1,0.043000000000000,51.962125999999998,7.624724000000000,Europe,2.572200000000000,10.032900000000000,0.256400000000000,100.000000000000000,12,12,12,30,27000.000000000000000,0.573948133985000
-1,Muenster,14,51.985959999999999,7.613570000000000,23,2,0.087000000000000,51.962125999999998,7.624724000000000,Europe,2.758200000000000,10.032900000000000,0.274900000000000,100.000000000000000,13,13,13,36,32400.000000000000000,0.612328518596000
-1,Muenster,15,51.988669999999999,7.603250000000000,15,10,0.667000000000000,51.962125999999998,7.624724000000000,Europe,3.297800000000000,10.032900000000000,0.328700000000000,100.000000000000000,14,14,14,34,30600.000000000000000,0.687590085408000
-1,Muenster,16,51.988709999999998,7.612530000000000,24,0,0.000000000000000,51.962125999999998,7.624724000000000,Europe,3.071700000000000,10.032900000000000,0.306200000000000,100.000000000000000,15,15,15,37,33300.000000000000000,0.612688178146000
-1,Muenster,17,51.991120000000002,7.603740000000000,20,10,0.500000000000000,51.962125999999998,7.624724000000000,Europe,3.529900000000000,10.032900000000000,0.351800000000000,100.000000000000000,16,16,16,36,32400.000000000000000,0.766301299963000
-1,Muenster,18,51.995030000000000,7.605510000000000,18,3,0.167000000000000,51.962125999999998,7.624724000000000,Europe,3.888200000000000,10.032900000000000,0.387500000000000,100.000000000000000,17,17,17,36,32400.000000000000000,0.615825651007000
-1,Muenster,19,51.997839999999997,7.606650000000000,20,3,0.150000000000000,51.962125999999998,7.624724000000000,Europe,4.159700000000000,10.032900000000000,0.414600000000000,100.000000000000000,18,18,18,36,32400.000000000000000,0.808515528838000
-1,Muenster,20,51.999369999999999,7.606410000000000,13,0,0.000000000000000,51.962125999999998,7.624724000000000,Europe,4.327100000000000,10.032900000000000,0.431300000000000,100.000000000000000,19,19,19,33,29700.000000000000000,0.600994768468000
-1,Muenster,21,52.001690000000004,7.606550000000000,16,1,0.062000000000000,51.962125999999998,7.624724000000000,Europe,4.572000000000000,10.032900000000000,0.455700000000000,100.000000000000000,20,20,20,35,31500.000000000000000,0.726525704350000
-1,Muenster,22,52.004719999999999,7.605870000000000,20,13,0.650000000000000,51.962125999999998,7.624724000000000,Europe,4.909100000000000,10.032900000000000,0.489300000000000,100.000000000000000,21,21,21,36,32400.000000000000000,0.650702339080000
-1,Muenster,23,52.005879999999998,7.610260000000000,20,2,0.100000000000000,51.962125999999998,7.624724000000000,Europe,4.965000000000000,10.032900000000000,0.494900000000000,100.000000000000000,22,22,22,35,31500.000000000000000,0.551458993554000
-1,Muenster,24,52.007559999999998,7.606520000000000,17,16,0.941000000000000,51.962125999999998,7.624724000000000,Europe,5.203600000000000,10.032900000000000,0.518700000000000,100.000000000000000,23,23,23,36,32400.000000000000000,0.826977749666000
-1,Muenster,25,52.008870000000002,7.605890000000000,20,0,0.000000000000000,51.962125999999998,7.624724000000000,Europe,5.355300000000000,10.032900000000000,0.533800000000000,100.000000000000000,24,24,24,30,27000.000000000000000,0.820387452841000
-1,Muenster,26,52.010539999999999,7.604830000000000,18,10,0.556000000000000,51.962125999999998,7.624724000000000,Europe,5.553100000000000,10.032900000000000,0.553500000000000,100.000000000000000,25,25,25,36,32400.000000000000000,0.828876604637000
-1,Muenster,27,52.012619999999998,7.603650000000000,17,7,0.412000000000000,51.962125999999998,7.624724000000000,Europe,5.797200000000000,10.032900000000000,0.577800000000000,100.000000000000000,26,26,26,35,31500.000000000000000,0.608834011214000
-1,Muenster,28,52.016539999999999,7.603740000000000,20,0,0.000000000000000,51.962125999999998,7.624724000000000,Europe,6.218800000000000,10.032900000000000,0.619800000000000,100.000000000000000,27,27,27,35,31500.000000000000000,0.729227679116000
-1,Muenster,29,52.018120000000003,7.602930000000000,20,3,0.150000000000000,51.962125999999998,7.624724000000000,Europe,6.402600000000000,10.032900000000000,0.638200000000000,100.000000000000000,28,28,28,36,32400.000000000000000,0.791860649983000
-1,Muenster,30,52.020240000000001,7.602030000000000,20,15,0.750000000000000,51.962125999999998,7.624724000000000,Europe,6.646200000000000,10.032900000000000,0.662400000000000,100.000000000000000,29,29,29,35,31500.000000000000000,0.746170294285000
-1,Muenster,31,52.021650000000001,7.601350000000000,15,10,0.667000000000000,51.962125999999998,7.624724000000000,Europe,6.809500000000000,10.032900000000000,0.678700000000000,100.000000000000000,30,30,30,31,27900.000000000000000,0.708253257698000
-1,Muenster,32,52.023850000000003,7.600690000000000,20,8,0.400000000000000,51.962125999999998,7.624724000000000,Europe,7.057900000000000,10.032900000000000,0.703500000000000,100.000000000000000,31,31,31,35,31500.000000000000000,0.668927678892000
-1,Muenster,33,52.028759999999998,7.597630000000000,20,10,0.500000000000000,51.962125999999998,7.624724000000000,Europe,7.638000000000000,10.032900000000000,0.761300000000000,100.000000000000000,32,32,32,36,32400.000000000000000,0.570030844874000
-1,Muenster,34,52.031149999999997,7.597480000000000,20,18,0.900000000000000,51.962125999999998,7.624724000000000,Europe,7.898500000000000,10.032900000000000,0.787300000000000,100.000000000000000,33,33,33,36,32400.000000000000000,0.607235923409000
-1,Muenster,35,52.034039999999997,7.596130000000000,18,11,0.611000000000000,51.962125999999998,7.624724000000000,Europe,8.232600000000000,10.032900000000000,0.820600000000000,100.000000000000000,34,34,34,35,31500.000000000000000,0.623059942041000
-1,Muenster,36,52.036330000000000,7.595280000000000,20,8,0.400000000000000,51.962125999999998,7.624724000000000,Europe,8.493800000000000,10.032900000000000,0.846600000000000,100.000000000000000,35,35,35,35,31500.000000000000000,0.592779119951000
-1,Muenster,37,52.039839999999998,7.593360000000000,17,6,0.353000000000000,51.962125999999998,7.624724000000000,Europe,8.904100000000000,10.032900000000000,0.887500000000000,100.000000000000000,36,36,36,34,30600.000000000000000,0.529555563541000
-1,Muenster,38,52.044089999999997,7.597340000000000,20,5,0.250000000000000,51.962125999999998,7.624724000000000,Europe,9.304800000000000,10.032900000000000,0.927400000000000,100.000000000000000,37,37,37,37,33300.000000000000000,0.623843987246000
-1,Muenster,39,52.048119999999997,7.592010000000000,20,10,0.500000000000000,51.962125999999998,7.624724000000000,Europe,9.820800000000000,10.032900000000000,0.978900000000000,100.000000000000000,38,38,38,37,33300.000000000000000,0.615732367780000
-1,Muenster,40,52.049560000000000,7.588530000000000,20,4,0.200000000000000,51.962125999999998,7.624724000000000,Europe,10.032900000000000,10.032900000000000,1.000000000000000,100.000000000000000,39,39,39,33,29700.000000000000000,0.717658549547000
