OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,new_haven_013031_20180710_NDVI_pcs_OID,new_haven_013031_20180710_NDVI_pcs_FID_,new_haven_013031_20180710_NDVI_pcs_COUNT,new_haven_013031_20180710_NDVI_pcs_AREA,new_haven_013031_20180710_NDVI_pcs_MEAN
-1,Newhaven,1,41.303939999999997,-72.917519999999996,18,1,0.056000000000000,41.308214000000000,-72.925051999999994,North America,0.788500000000000,17.709800000000001,0.044500000000000,100.000000000000000,0,0,0,35,31500.000000000000000,0.623533471354000
-1,Newhaven,2,41.302779999999998,-72.925229999999999,18,7,0.389000000000000,41.308214000000000,-72.925051999999994,North America,0.604400000000000,17.709800000000001,0.034100000000000,100.000000000000000,1,1,1,32,28800.000000000000000,0.127831970924000
-1,Newhaven,3,41.303379999999997,-72.932109999999994,16,2,0.125000000000000,41.308214000000000,-72.925051999999994,North America,0.797800000000000,17.709800000000001,0.045000000000000,100.000000000000000,2,2,2,35,31500.000000000000000,0.224462317782000
-1,Newhaven,4,41.306449999999998,-72.940809999999999,12,0,0.000000000000000,41.308214000000000,-72.925051999999994,North America,1.330800000000000,17.709800000000001,0.075100000000000,100.000000000000000,3,3,3,36,32400.000000000000000,0.277577226671000
-1,Newhaven,5,41.307079999999999,-72.949259999999995,23,3,0.130000000000000,41.308214000000000,-72.925051999999994,North America,2.025900000000000,17.709800000000001,0.114400000000000,100.000000000000000,4,4,4,36,32400.000000000000000,0.563647439496000
-1,Newhaven,6,41.305669999999999,-72.953090000000003,26,2,0.077000000000000,41.308214000000000,-72.925051999999994,North America,2.359000000000000,17.709800000000001,0.133200000000000,100.000000000000000,5,5,5,32,28800.000000000000000,0.724069765303000
-1,Newhaven,7,41.310980000000001,-72.953379999999996,20,4,0.200000000000000,41.308214000000000,-72.925051999999994,North America,2.386000000000000,17.709800000000001,0.134700000000000,100.000000000000000,6,6,6,35,31500.000000000000000,0.755910671609000
-1,Newhaven,8,41.309980000000003,-72.958420000000004,20,3,0.150000000000000,41.308214000000000,-72.925051999999994,North America,2.794000000000000,17.709800000000001,0.157800000000000,100.000000000000000,7,7,7,35,31500.000000000000000,0.528935424984000
-1,Newhaven,9,41.318269999999998,-72.959350000000001,24,2,0.083000000000000,41.308214000000000,-72.925051999999994,North America,3.075100000000000,17.709800000000001,0.173600000000000,100.000000000000000,8,8,8,35,31500.000000000000000,0.714483949116000
-1,Newhaven,10,41.319560000000003,-72.965599999999995,24,7,0.292000000000000,41.308214000000000,-72.925051999999994,North America,3.613900000000000,17.709800000000001,0.204100000000000,100.000000000000000,9,9,9,35,31500.000000000000000,0.661972626618000
-1,Newhaven,11,41.317839999999997,-72.972200000000001,21,7,0.333000000000000,41.308214000000000,-72.925051999999994,North America,4.080700000000000,17.709800000000001,0.230400000000000,100.000000000000000,10,10,10,35,31500.000000000000000,0.719474375248000
-1,Newhaven,12,41.321320000000000,-72.973730000000003,18,5,0.278000000000000,41.308214000000000,-72.925051999999994,North America,4.318800000000000,17.709800000000001,0.243900000000000,100.000000000000000,11,11,11,36,32400.000000000000000,0.764053074850000
-1,Newhaven,13,41.324710000000003,-72.976410000000001,21,6,0.286000000000000,41.308214000000000,-72.925051999999994,North America,4.665000000000000,17.709800000000001,0.263400000000000,100.000000000000000,12,12,12,36,32400.000000000000000,0.731070546640000
-1,Newhaven,14,41.329160000000002,-72.973780000000005,20,2,0.100000000000000,41.308214000000000,-72.925051999999994,North America,4.688800000000000,17.709800000000001,0.264800000000000,100.000000000000000,13,13,13,35,31500.000000000000000,0.496686516170000
-1,Newhaven,15,41.332839999999997,-72.968480000000000,20,2,0.100000000000000,41.308214000000000,-72.925051999999994,North America,4.544300000000000,17.709800000000001,0.256600000000000,100.000000000000000,14,14,14,35,31500.000000000000000,0.597848834310000
-1,Newhaven,16,41.332380000000001,-72.974620000000002,20,3,0.150000000000000,41.308214000000000,-72.925051999999994,North America,4.935200000000000,17.709800000000001,0.278700000000000,100.000000000000000,15,15,15,35,31500.000000000000000,0.500412945236000
-1,Newhaven,17,41.337870000000002,-72.975790000000003,10,1,0.100000000000000,41.308214000000000,-72.925051999999994,North America,5.369000000000000,17.709800000000001,0.303200000000000,100.000000000000000,16,16,16,35,31500.000000000000000,0.589442050031000
-1,Newhaven,18,41.344239999999999,-72.979699999999994,21,4,0.190000000000000,41.308214000000000,-72.925051999999994,North America,6.072100000000000,17.709800000000001,0.342900000000000,100.000000000000000,17,17,17,34,30600.000000000000000,0.726762214128000
-1,Newhaven,19,41.345669999999998,-72.985399999999998,21,9,0.429000000000000,41.308214000000000,-72.925051999999994,North America,6.537600000000000,17.709800000000001,0.369200000000000,100.000000000000000,18,18,18,35,31500.000000000000000,0.808343634435000
-1,Newhaven,20,41.350940000000001,-72.988399999999999,19,8,0.421000000000000,41.308214000000000,-72.925051999999994,North America,7.109800000000000,17.709800000000001,0.401500000000000,100.000000000000000,19,19,19,35,31500.000000000000000,0.794381293229000
-1,Newhaven,21,41.354920000000000,-72.990899999999996,21,10,0.476000000000000,41.308214000000000,-72.925051999999994,North America,7.563100000000000,17.709800000000001,0.427100000000000,100.000000000000000,20,20,20,35,31500.000000000000000,0.754827820403000
-1,Newhaven,22,41.361899999999999,-72.990939999999995,22,2,0.091000000000000,41.308214000000000,-72.925051999999994,North America,8.117800000000001,17.709800000000001,0.458400000000000,100.000000000000000,21,21,21,37,33300.000000000000000,0.810250285509000
-1,Newhaven,23,41.363250000000001,-72.996669999999995,18,2,0.111000000000000,41.308214000000000,-72.925051999999994,North America,8.555999999999999,17.709800000000001,0.483100000000000,100.000000000000000,22,22,22,36,32400.000000000000000,0.789237043924000
-1,Newhaven,24,41.367220000000003,-72.997659999999996,20,6,0.300000000000000,41.308214000000000,-72.925051999999994,North America,8.932900000000000,17.709800000000001,0.504400000000000,100.000000000000000,23,23,23,35,31500.000000000000000,0.804496472222000
-1,Newhaven,25,41.380710000000001,-73.010390000000001,17,3,0.176000000000000,41.308214000000000,-72.925051999999994,North America,10.757999999999999,17.709800000000001,0.607500000000000,100.000000000000000,24,24,24,35,31500.000000000000000,0.837420255797000
-1,Newhaven,26,41.383420000000001,-73.007980000000003,20,7,0.350000000000000,41.308214000000000,-72.925051999999994,North America,10.856100000000000,17.709800000000001,0.613000000000000,100.000000000000000,25,25,25,34,30600.000000000000000,0.813247177531000
-1,Newhaven,27,41.407719999999998,-73.001260000000002,21,2,0.095000000000000,41.308214000000000,-72.925051999999994,North America,12.762499999999999,17.709800000000001,0.720600000000000,100.000000000000000,26,26,26,35,31500.000000000000000,0.760761274610000
-1,Newhaven,28,41.443939999999998,-72.990170000000006,20,5,0.250000000000000,41.308214000000000,-72.925051999999994,North America,16.040299999999998,17.709800000000001,0.905700000000000,100.000000000000000,27,27,27,35,31500.000000000000000,0.648401830026000
-1,Newhaven,29,41.455399999999997,-72.987930000000006,21,7,0.333000000000000,41.308214000000000,-72.925051999999994,North America,17.186599999999999,17.709800000000001,0.970500000000000,100.000000000000000,28,28,28,35,31500.000000000000000,0.761577250276000
-1,Newhaven,30,41.459640000000000,-72.990840000000006,20,2,0.100000000000000,41.308214000000000,-72.925051999999994,North America,17.709800000000001,17.709800000000001,1.000000000000000,100.000000000000000,29,29,29,35,31500.000000000000000,0.835744665350000
-1,Newhaven,31,41.390819999999998,-73.002989999999997,20,3,0.150000000000000,41.308214000000000,-72.925051999999994,North America,11.255900000000000,17.709800000000001,0.635600000000000,100.000000000000000,30,30,30,35,31500.000000000000000,0.796861805235000
-1,Newhaven,32,41.399749999999997,-73.000929999999997,20,5,0.250000000000000,41.308214000000000,-72.925051999999994,North America,11.987900000000000,17.709800000000001,0.676900000000000,100.000000000000000,31,31,31,35,31500.000000000000000,0.573575924976000
-1,Newhaven,33,41.416589999999999,-73.005970000000005,20,6,0.300000000000000,41.308214000000000,-72.925051999999994,North America,13.814100000000000,17.709800000000001,0.780000000000000,100.000000000000000,32,32,32,32,28800.000000000000000,0.600669058971000
-1,Newhaven,34,41.422469999999997,-73.003069999999994,18,3,0.167000000000000,41.308214000000000,-72.925051999999994,North America,14.275900000000000,17.709800000000001,0.806100000000000,100.000000000000000,33,33,33,34,30600.000000000000000,0.840775705436000
-1,Newhaven,35,41.422770000000000,-72.997280000000003,21,6,0.286000000000000,41.308214000000000,-72.925051999999994,North America,14.092200000000000,17.709800000000001,0.795700000000000,100.000000000000000,34,34,34,35,31500.000000000000000,0.848761349065000
-1,Newhaven,36,41.432389999999998,-72.993840000000006,21,10,0.476000000000000,41.308214000000000,-72.925051999999994,North America,14.953400000000000,17.709800000000001,0.844400000000000,100.000000000000000,35,35,35,35,31500.000000000000000,0.683728567192000
-1,Newhaven,37,41.437159999999999,-72.990759999999995,20,5,0.250000000000000,41.308214000000000,-72.925051999999994,North America,15.350700000000000,17.709800000000001,0.866800000000000,100.000000000000000,36,36,36,36,32400.000000000000000,0.615236334503000
-1,Newhaven,38,41.440710000000003,-72.989310000000003,22,8,0.364000000000000,41.308214000000000,-72.925051999999994,North America,15.678200000000000,17.709800000000001,0.885300000000000,100.000000000000000,37,37,37,35,31500.000000000000000,0.562628441836000
-1,Newhaven,39,41.426800000000000,-72.994039999999998,20,6,0.300000000000000,41.308214000000000,-72.925051999999994,North America,14.388100000000000,17.709800000000001,0.812400000000000,100.000000000000000,38,38,38,37,33300.000000000000000,0.824225917861000
-1,Newhaven,40,41.308940000000000,-72.927419999999998,20,0,0.000000000000000,41.308214000000000,-72.925051999999994,North America,0.213600000000000,17.709800000000001,0.012100000000000,100.000000000000000,39,39,39,35,31500.000000000000000,0.655670130253000
