OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,linkoping_194019_20180628_NDVI_pcs_OID,linkoping_194019_20180628_NDVI_pcs_FID_,linkoping_194019_20180628_NDVI_pcs_COUNT,linkoping_194019_20180628_NDVI_pcs_AREA,linkoping_194019_20180628_NDVI_pcs_MEAN
-1,Linkoping,1,58.413660000000000,15.616339999999999,20,0,0.000000000000000,58.411800999999997,15.621772000000000,Europe,0.377900000000000,11.610799999999999,0.032500000000000,100.000000000000000,0,0,0,37,33300.000000000000000,0.429269046397000
-1,Linkoping,2,58.411239999999999,15.618840000000001,20,0,0.000000000000000,58.411800999999997,15.621772000000000,Europe,0.181800000000000,11.610799999999999,0.015700000000000,100.000000000000000,1,1,1,37,33300.000000000000000,0.415387965537000
-1,Linkoping,3,58.407510000000002,15.620520000000001,20,3,0.150000000000000,58.411800999999997,15.621772000000000,Europe,0.482700000000000,11.610799999999999,0.041600000000000,100.000000000000000,2,2,2,34,30600.000000000000000,0.576944906484000
-1,Linkoping,4,58.404550000000000,15.621639999999999,18,1,0.056000000000000,58.411800999999997,15.621772000000000,Europe,0.806300000000000,11.610799999999999,0.069400000000000,100.000000000000000,3,3,3,34,30600.000000000000000,0.651599626331000
-1,Linkoping,5,58.403739999999999,15.626640000000000,20,0,0.000000000000000,58.411800999999997,15.621772000000000,Europe,0.940100000000000,11.610799999999999,0.081000000000000,100.000000000000000,4,4,4,32,28800.000000000000000,0.500689930748000
-1,Linkoping,6,58.401750000000000,15.629080000000000,16,0,0.000000000000000,58.411800999999997,15.621772000000000,Europe,1.196000000000000,11.610799999999999,0.103000000000000,100.000000000000000,5,5,5,35,31500.000000000000000,0.707413747481000
-1,Linkoping,7,58.403350000000003,15.631110000000000,20,1,0.050000000000000,58.411800999999997,15.621772000000000,Europe,1.085800000000000,11.610799999999999,0.093500000000000,100.000000000000000,6,6,6,37,33300.000000000000000,0.602098556588000
-1,Linkoping,8,58.402560000000001,15.633060000000000,20,2,0.100000000000000,58.411800999999997,15.621772000000000,Europe,1.219900000000000,11.610799999999999,0.105100000000000,100.000000000000000,7,7,7,31,27900.000000000000000,0.508169905313000
-1,Linkoping,9,58.397790000000001,15.636030000000000,20,0,0.000000000000000,58.411800999999997,15.621772000000000,Europe,1.765500000000000,11.610799999999999,0.152100000000000,100.000000000000000,8,8,8,36,32400.000000000000000,0.585799182041000
-1,Linkoping,10,58.396569999999997,15.639670000000001,18,0,0.000000000000000,58.411800999999997,15.621772000000000,Europe,1.988900000000000,11.610799999999999,0.171300000000000,100.000000000000000,9,9,9,37,33300.000000000000000,0.460542553180000
-1,Linkoping,11,58.394750000000002,15.639340000000001,18,0,0.000000000000000,58.411800999999997,15.621772000000000,Europe,2.154600000000000,11.610799999999999,0.185600000000000,100.000000000000000,10,10,10,34,30600.000000000000000,0.635465671034000
-1,Linkoping,12,58.392510000000001,15.642120000000000,20,0,0.000000000000000,58.411800999999997,15.621772000000000,Europe,2.450900000000000,11.610799999999999,0.211100000000000,100.000000000000000,11,11,11,37,33300.000000000000000,0.412824085234000
-1,Linkoping,13,58.389919999999996,15.643100000000000,20,1,0.050000000000000,58.411800999999997,15.621772000000000,Europe,2.732000000000000,11.610799999999999,0.235300000000000,100.000000000000000,12,12,12,35,31500.000000000000000,0.577972881709000
-1,Linkoping,14,58.387450000000001,15.645379999999999,18,0,0.000000000000000,58.411800999999997,15.621772000000000,Europe,3.037100000000000,11.610799999999999,0.261600000000000,100.000000000000000,13,13,13,34,30600.000000000000000,0.727225319428000
-1,Linkoping,15,58.385539999999999,15.648529999999999,18,0,0.000000000000000,58.411800999999997,15.621772000000000,Europe,3.310200000000000,11.610799999999999,0.285100000000000,100.000000000000000,14,14,14,36,32400.000000000000000,0.604356102645000
-1,Linkoping,16,58.382460000000002,15.651320000000000,20,0,0.000000000000000,58.411800999999997,15.621772000000000,Europe,3.689000000000000,11.610799999999999,0.317700000000000,100.000000000000000,15,15,15,34,30600.000000000000000,0.682462929803000
-1,Linkoping,17,58.381259999999997,15.653800000000000,20,0,0.000000000000000,58.411800999999997,15.621772000000000,Europe,3.875000000000000,11.610799999999999,0.333700000000000,100.000000000000000,16,16,16,36,32400.000000000000000,0.663594704535000
-1,Linkoping,18,58.380319999999998,15.658680000000000,20,0,0.000000000000000,58.411800999999997,15.621772000000000,Europe,4.108400000000000,11.610799999999999,0.353800000000000,100.000000000000000,17,17,17,34,30600.000000000000000,0.563854580416000
-1,Linkoping,19,58.378999999999998,15.660959999999999,20,0,0.000000000000000,58.411800999999997,15.621772000000000,Europe,4.303200000000000,11.610799999999999,0.370600000000000,100.000000000000000,18,18,18,35,31500.000000000000000,0.623126673698000
-1,Linkoping,20,58.377899999999997,15.666960000000000,20,0,0.000000000000000,58.411800999999997,15.621772000000000,Europe,4.598300000000000,11.610799999999999,0.396000000000000,100.000000000000000,19,19,19,34,30600.000000000000000,0.499375844703000
-1,Linkoping,21,58.375590000000003,15.668360000000000,20,0,0.000000000000000,58.411800999999997,15.621772000000000,Europe,4.856300000000000,11.610799999999999,0.418300000000000,100.000000000000000,20,20,20,35,31500.000000000000000,0.552384140662000
-1,Linkoping,22,58.373770000000000,15.671279999999999,20,0,0.000000000000000,58.411800999999997,15.621772000000000,Europe,5.119300000000000,11.610799999999999,0.440900000000000,100.000000000000000,21,21,21,34,30600.000000000000000,0.516296513379000
-1,Linkoping,23,58.372459999999997,15.679020000000000,20,0,0.000000000000000,58.411800999999997,15.621772000000000,Europe,5.501600000000000,11.610799999999999,0.473800000000000,100.000000000000000,22,22,22,34,30600.000000000000000,0.549610970213000
-1,Linkoping,24,58.370410000000000,15.682150000000000,20,1,0.050000000000000,58.411800999999997,15.621772000000000,Europe,5.793500000000000,11.610799999999999,0.499000000000000,100.000000000000000,23,23,23,36,32400.000000000000000,0.722211556302000
-1,Linkoping,25,58.369100000000003,15.684620000000001,20,0,0.000000000000000,58.411800999999997,15.621772000000000,Europe,5.996700000000000,11.610799999999999,0.516500000000000,100.000000000000000,24,24,24,34,30600.000000000000000,0.672253003015000
-1,Linkoping,26,58.367570000000001,15.693140000000000,20,0,0.000000000000000,58.411800999999997,15.621772000000000,Europe,6.441300000000000,11.610799999999999,0.554800000000000,100.000000000000000,25,25,25,32,28800.000000000000000,0.463650270598000
-1,Linkoping,27,58.365659999999998,15.695349999999999,20,2,0.100000000000000,58.411800999999997,15.621772000000000,Europe,6.686800000000000,11.610799999999999,0.575900000000000,100.000000000000000,26,26,26,34,30600.000000000000000,0.340193541173000
-1,Linkoping,28,58.363779999999998,15.697600000000000,20,3,0.150000000000000,58.411800999999997,15.621772000000000,Europe,6.931500000000000,11.610799999999999,0.597000000000000,100.000000000000000,27,27,27,35,31500.000000000000000,0.490916245750000
-1,Linkoping,29,58.362569999999998,15.699030000000000,20,1,0.050000000000000,58.411800999999997,15.621772000000000,Europe,7.088300000000000,11.610799999999999,0.610500000000000,100.000000000000000,28,28,28,33,29700.000000000000000,0.534729039127000
-1,Linkoping,30,58.360790000000001,15.701359999999999,16,0,0.000000000000000,58.411800999999997,15.621772000000000,Europe,7.327600000000000,11.610799999999999,0.631100000000000,100.000000000000000,29,29,29,32,28800.000000000000000,0.742058714852000
-1,Linkoping,31,58.359510000000000,15.697050000000001,20,6,0.300000000000000,58.411800999999997,15.621772000000000,Europe,7.284300000000000,11.610799999999999,0.627400000000000,100.000000000000000,30,30,30,35,31500.000000000000000,0.636685127871000
-1,Linkoping,32,58.357889999999998,15.696099999999999,20,1,0.050000000000000,58.411800999999997,15.621772000000000,Europe,7.396400000000000,11.610799999999999,0.637000000000000,100.000000000000000,31,31,31,32,28800.000000000000000,0.647513438947000
-1,Linkoping,33,58.356000000000002,15.697400000000000,20,1,0.050000000000000,58.411800999999997,15.621772000000000,Europe,7.611400000000000,11.610799999999999,0.655500000000000,100.000000000000000,32,32,32,36,32400.000000000000000,0.689847341014000
-1,Linkoping,34,58.354630000000000,15.699669999999999,17,2,0.118000000000000,58.411800999999997,15.621772000000000,Europe,7.812300000000000,11.610799999999999,0.672800000000000,100.000000000000000,33,33,33,32,28800.000000000000000,0.700287230313000
-1,Linkoping,35,58.352060000000002,15.702400000000001,19,5,0.263000000000000,58.411800999999997,15.621772000000000,Europe,8.137499999999999,11.610799999999999,0.700900000000000,100.000000000000000,34,34,34,37,33300.000000000000000,0.733711566474000
-1,Linkoping,36,58.348930000000003,15.706989999999999,20,0,0.000000000000000,58.411800999999997,15.621772000000000,Europe,8.576300000000000,11.610799999999999,0.738600000000000,100.000000000000000,35,35,35,36,32400.000000000000000,0.591998628444000
-1,Linkoping,37,58.347250000000003,15.708510000000000,20,11,0.550000000000000,58.411800999999997,15.621772000000000,Europe,8.780099999999999,11.610799999999999,0.756200000000000,100.000000000000000,36,36,36,34,30600.000000000000000,0.629684839179000
-1,Linkoping,38,58.341639999999998,15.712389999999999,20,1,0.050000000000000,58.411800999999997,15.621772000000000,Europe,9.422200000000000,11.610799999999999,0.811500000000000,100.000000000000000,37,37,37,35,31500.000000000000000,0.631236861433000
-1,Linkoping,39,58.337949999999999,15.716570000000001,20,4,0.200000000000000,58.411800999999997,15.621772000000000,Europe,9.898800000000000,11.610799999999999,0.852600000000000,100.000000000000000,38,38,38,35,31500.000000000000000,0.630555748088000
-1,Linkoping,40,58.333710000000004,15.713279999999999,20,0,0.000000000000000,58.411800999999997,15.621772000000000,Europe,10.191700000000001,11.610799999999999,0.877800000000000,100.000000000000000,39,39,39,36,32400.000000000000000,0.718760020203000
-1,Linkoping,41,58.331359999999997,15.714810000000000,20,4,0.200000000000000,58.411800999999997,15.621772000000000,Europe,10.461300000000000,11.610799999999999,0.901000000000000,100.000000000000000,40,40,40,34,30600.000000000000000,0.728503363974000
-1,Linkoping,42,58.329090000000001,15.713260000000000,20,10,0.500000000000000,58.411800999999997,15.621772000000000,Europe,10.632400000000001,11.610799999999999,0.915700000000000,100.000000000000000,41,41,41,37,33300.000000000000000,0.786344660295000
-1,Linkoping,43,58.327820000000003,15.714250000000000,17,3,0.176000000000000,58.411800999999997,15.621772000000000,Europe,10.783600000000000,11.610799999999999,0.928800000000000,100.000000000000000,42,42,42,30,27000.000000000000000,0.800528570016000
-1,Linkoping,44,58.320459999999997,15.718240000000000,19,6,0.316000000000000,58.411800999999997,15.621772000000000,Europe,11.610799999999999,11.610799999999999,1.000000000000000,100.000000000000000,43,43,43,37,33300.000000000000000,0.519886041815000
