OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,brighton_201025_20180715_NDVI_pcs_OID,brighton_201025_20180715_NDVI_pcs_FID_,brighton_201025_20180715_NDVI_pcs_COUNT,brighton_201025_20180715_NDVI_pcs_AREA,brighton_201025_20180715_NDVI_pcs_MEAN
-1,Brighton,1,50.822150000000001,0.133630000000000,14,5,0.357000000000000,50.822040999999999,-0.137406000000000,UK,Europe,19.039000000000001,26.007100000000001,0.732100000000000,100.000000000000000,0,0,0,35,31500.000000000000000,0.353099419389000
-1,Brighton,2,50.822789999999998,0.136780000000000,15,4,0.267000000000000,50.822040999999999,-0.137406000000000,UK,Europe,19.260300000000001,26.007100000000001,0.740600000000000,100.000000000000000,1,1,1,35,31500.000000000000000,0.475952698503000
-1,Brighton,3,50.826230000000002,0.135240000000000,20,3,0.150000000000000,50.822040999999999,-0.137406000000000,UK,Europe,19.156900000000000,26.007100000000001,0.736600000000000,100.000000000000000,2,2,2,32,28800.000000000000000,0.431835099123000
-1,Brighton,4,50.825000000000003,0.143560000000000,9,5,0.556000000000000,50.822040999999999,-0.137406000000000,UK,Europe,19.738600000000002,26.007100000000001,0.759000000000000,100.000000000000000,3,3,3,36,32400.000000000000000,0.424392411278000
-1,Brighton,5,50.825580000000002,0.146740000000000,19,5,0.263000000000000,50.822040999999999,-0.137406000000000,UK,Europe,19.963000000000001,26.007100000000001,0.767600000000000,100.000000000000000,4,4,4,34,30600.000000000000000,0.600063634269000
-1,Brighton,6,50.827590000000001,0.148760000000000,16,6,0.375000000000000,50.822040999999999,-0.137406000000000,UK,Europe,20.110099999999999,26.007100000000001,0.773300000000000,100.000000000000000,5,5,5,37,33300.000000000000000,0.745167459991000
-1,Brighton,7,50.829419999999999,0.148960000000000,17,9,0.529000000000000,50.822040999999999,-0.137406000000000,UK,Europe,20.131000000000000,26.007100000000001,0.774100000000000,100.000000000000000,6,6,6,35,31500.000000000000000,0.662987799304000
-1,Brighton,8,50.829230000000003,0.153920000000000,17,11,0.647000000000000,50.822040999999999,-0.137406000000000,UK,Europe,20.478300000000001,26.007100000000001,0.787400000000000,100.000000000000000,7,7,7,36,32400.000000000000000,0.474676828418000
-1,Brighton,9,50.830599999999997,0.157000000000000,19,4,0.211000000000000,50.822040999999999,-0.137406000000000,UK,Europe,20.700600000000001,26.007100000000001,0.796000000000000,100.000000000000000,8,8,8,37,33300.000000000000000,0.411365783698000
-1,Brighton,10,50.834310000000002,0.153350000000000,19,4,0.211000000000000,50.822040999999999,-0.137406000000000,UK,Europe,20.467099999999999,26.007100000000001,0.787000000000000,100.000000000000000,9,9,9,36,32400.000000000000000,0.502720495893000
