OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,toronto_018030_20180611_NDVI_pcs_OID,toronto_018030_20180611_NDVI_pcs_FID_,toronto_018030_20180611_NDVI_pcs_COUNT,toronto_018030_20180611_NDVI_pcs_AREA,toronto_018030_20180611_NDVI_pcs_MEAN
-1,Toronto,6,43.985680000000002,-79.516900000000007,20,7,0.350000000000000,43.653224999999999,-79.383185999999995,North America,38.492400000000004,47.583900000000000,0.808900000000000,100.000000000000000,5,0,5,35,31500.000000000000000,0.708286229202000
-1,Toronto,7,43.977679999999999,-79.515580000000000,19,11,0.579000000000000,43.653224999999999,-79.383185999999995,North America,37.609099999999998,47.583900000000000,0.790400000000000,100.000000000000000,6,1,6,35,31500.000000000000000,0.610514502440000
-1,Toronto,8,43.969569999999997,-79.512829999999994,20,9,0.450000000000000,43.653224999999999,-79.383185999999995,North America,36.681899999999999,47.583900000000000,0.770900000000000,100.000000000000000,7,2,7,37,33300.000000000000000,0.680095888473000
-1,Toronto,9,43.957360000000001,-79.510639999999995,20,5,0.250000000000000,43.653224999999999,-79.383185999999995,North America,35.331099999999999,47.583900000000000,0.742500000000000,100.000000000000000,8,3,8,35,31500.000000000000000,0.678941652605000
-1,Toronto,10,43.951949999999997,-79.509469999999993,20,11,0.550000000000000,43.653224999999999,-79.383185999999995,North America,34.728400000000001,47.583900000000000,0.729800000000000,100.000000000000000,9,4,9,35,31500.000000000000000,0.503846664940000
-1,Toronto,11,43.942760000000000,-79.506829999999994,20,8,0.400000000000000,43.653224999999999,-79.383185999999995,North America,33.689500000000002,47.583900000000000,0.708000000000000,100.000000000000000,10,5,10,37,33300.000000000000000,0.539385797607000
-1,Toronto,12,43.933860000000003,-79.504710000000003,20,5,0.250000000000000,43.653224999999999,-79.383185999999995,North America,32.694099999999999,47.583900000000000,0.687100000000000,100.000000000000000,11,6,11,34,30600.000000000000000,0.560763537445000
-1,Toronto,13,43.924410000000002,-79.503060000000005,20,19,0.950000000000000,43.653224999999999,-79.383185999999995,North America,31.652500000000000,47.583900000000000,0.665200000000000,100.000000000000000,12,7,12,36,32400.000000000000000,0.665510481430000
-1,Toronto,14,43.915880000000001,-79.500470000000007,20,9,0.450000000000000,43.653224999999999,-79.383185999999995,North America,30.686000000000000,47.583900000000000,0.644900000000000,100.000000000000000,13,8,13,36,32400.000000000000000,0.517733039541000
-1,Toronto,15,43.906829999999999,-79.498739999999998,20,8,0.400000000000000,43.653224999999999,-79.383185999999995,North America,29.686299999999999,47.583900000000000,0.623900000000000,100.000000000000000,14,9,14,35,31500.000000000000000,0.720889821223000
-1,Toronto,16,43.897559999999999,-79.496560000000002,20,6,0.300000000000000,43.653224999999999,-79.383185999999995,North America,28.653199999999998,47.583900000000000,0.602200000000000,100.000000000000000,15,10,15,36,32400.000000000000000,0.768323829605000
-1,Toronto,17,43.888440000000003,-79.494349999999997,20,16,0.800000000000000,43.653224999999999,-79.383185999999995,North America,27.635899999999999,47.583900000000000,0.580800000000000,100.000000000000000,16,11,16,35,31500.000000000000000,0.547355058789000
-1,Toronto,18,43.881100000000004,-79.492410000000007,20,16,0.800000000000000,43.653224999999999,-79.383185999999995,North America,26.813600000000001,47.583900000000000,0.563500000000000,100.000000000000000,17,12,17,34,30600.000000000000000,0.470865665771000
-1,Toronto,19,43.870649999999998,-79.489609999999999,20,9,0.450000000000000,43.653224999999999,-79.383185999999995,North America,25.642700000000001,47.583900000000000,0.538900000000000,100.000000000000000,18,13,18,36,32400.000000000000000,0.642653047211000
-1,Toronto,20,43.861499999999999,-79.487939999999995,20,8,0.400000000000000,43.653224999999999,-79.383185999999995,North America,24.639900000000001,47.583900000000000,0.517800000000000,100.000000000000000,19,14,19,37,33300.000000000000000,0.403815934384000
-1,Toronto,21,43.850380000000001,-79.485209999999995,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,23.404100000000000,47.583900000000000,0.491800000000000,100.000000000000000,20,15,20,37,33300.000000000000000,0.516007832981000
-1,Toronto,22,43.835979999999999,-79.481830000000002,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,21.811699999999998,47.583900000000000,0.458400000000000,100.000000000000000,21,16,21,37,33300.000000000000000,0.343762643031000
-1,Toronto,23,43.824179999999998,-79.479010000000002,20,6,0.300000000000000,43.653224999999999,-79.383185999999995,North America,20.509000000000000,47.583900000000000,0.431000000000000,100.000000000000000,22,17,22,32,28800.000000000000000,0.390307215974000
-1,Toronto,24,43.813589999999998,-79.476429999999993,20,11,0.550000000000000,43.653224999999999,-79.383185999999995,North America,19.341600000000000,47.583900000000000,0.406500000000000,100.000000000000000,23,18,23,34,30600.000000000000000,0.415091713562000
-1,Toronto,25,43.804560000000002,-79.474720000000005,20,7,0.350000000000000,43.653224999999999,-79.383185999999995,North America,18.364799999999999,47.583900000000000,0.385900000000000,100.000000000000000,24,19,24,35,31500.000000000000000,0.518214941876000
-1,Toronto,26,43.792529999999999,-79.471829999999997,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,17.049399999999999,47.583900000000000,0.358300000000000,100.000000000000000,25,20,25,36,32400.000000000000000,0.629666183972000
-1,Toronto,27,43.781370000000003,-79.471299999999999,20,8,0.400000000000000,43.653224999999999,-79.383185999999995,North America,15.911700000000000,47.583900000000000,0.334400000000000,100.000000000000000,26,21,26,35,31500.000000000000000,0.312790185639000
-1,Toronto,28,43.772359999999999,-79.467990000000000,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,14.897800000000000,47.583900000000000,0.313100000000000,100.000000000000000,27,22,27,35,31500.000000000000000,0.495075475744000
-1,Toronto,29,43.762650000000001,-79.465869999999995,20,9,0.450000000000000,43.653224999999999,-79.383185999999995,North America,13.864300000000000,47.583900000000000,0.291400000000000,100.000000000000000,28,23,28,36,32400.000000000000000,0.339011024891000
-1,Toronto,30,43.751880000000000,-79.464039999999997,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,12.750900000000000,47.583900000000000,0.268000000000000,100.000000000000000,29,24,29,32,28800.000000000000000,0.265288863680000
-1,Toronto,31,43.745269999999998,-79.436160000000001,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,11.085599999999999,47.583900000000000,0.233000000000000,100.000000000000000,30,25,30,36,32400.000000000000000,0.450110339456000
-1,Toronto,32,43.736939999999997,-79.433539999999994,19,1,0.053000000000000,43.653224999999999,-79.383185999999995,North America,10.150900000000000,47.583900000000000,0.213300000000000,100.000000000000000,31,26,31,32,28800.000000000000000,0.245165876579000
-1,Toronto,33,43.724860000000000,-79.430819999999997,19,7,0.368000000000000,43.653224999999999,-79.383185999999995,North America,8.838400000000000,47.583900000000000,0.185700000000000,100.000000000000000,32,27,32,35,31500.000000000000000,0.415692538236000
-1,Toronto,34,43.714790000000001,-79.428979999999996,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,7.773300000000000,47.583900000000000,0.163400000000000,100.000000000000000,33,28,33,35,31500.000000000000000,0.406130589332000
-1,Toronto,35,43.704140000000002,-79.426659999999998,20,11,0.550000000000000,43.653224999999999,-79.383185999999995,North America,6.654000000000000,47.583900000000000,0.139800000000000,100.000000000000000,34,29,34,35,31500.000000000000000,0.541156991039000
-1,Toronto,36,43.694159999999997,-79.422970000000007,20,8,0.400000000000000,43.653224999999999,-79.383185999999995,North America,5.563800000000000,47.583900000000000,0.116900000000000,100.000000000000000,35,30,35,35,31500.000000000000000,0.412899376665000
-1,Toronto,37,43.683149999999998,-79.419749999999993,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,4.440900000000000,47.583900000000000,0.093300000000000,100.000000000000000,36,31,36,36,32400.000000000000000,0.215622184384000
-1,Toronto,38,43.671990000000001,-79.414209999999997,20,1,0.050000000000000,43.653224999999999,-79.383185999999995,North America,3.253000000000000,47.583900000000000,0.068400000000000,100.000000000000000,37,32,37,37,33300.000000000000000,0.406750822994000
-1,Toronto,39,43.663469999999997,-79.412009999999995,20,6,0.300000000000000,43.653224999999999,-79.383185999999995,North America,2.583500000000000,47.583900000000000,0.054300000000000,100.000000000000000,38,33,38,34,30600.000000000000000,0.410519704004000
-1,Toronto,40,43.657200000000003,-79.407560000000004,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,2.010100000000000,47.583900000000000,0.042200000000000,100.000000000000000,39,34,39,35,31500.000000000000000,0.346027348510000
-1,Toronto,41,43.649940000000001,-79.404769999999999,20,1,0.050000000000000,43.653224999999999,-79.383185999999995,North America,1.774500000000000,47.583900000000000,0.037300000000000,100.000000000000000,40,35,40,37,33300.000000000000000,0.480078190162000
-1,Toronto,42,43.643000000000001,-79.403369999999995,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,1.982400000000000,47.583900000000000,0.041700000000000,100.000000000000000,41,36,41,35,31500.000000000000000,0.267821832427000
-1,Toronto,43,43.634709999999998,-79.399199999999993,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,2.428800000000000,47.583900000000000,0.051000000000000,100.000000000000000,42,37,42,37,33300.000000000000000,0.513523987016000
-1,Toronto,51,43.666770000000000,-79.588110000000000,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,16.553500000000000,47.583900000000000,0.347900000000000,100.000000000000000,43,38,43,36,32400.000000000000000,0.241266673845000
-1,Toronto,52,43.653590000000001,-79.594830000000002,20,8,0.400000000000000,43.653224999999999,-79.383185999999995,North America,17.027400000000000,47.583900000000000,0.357800000000000,100.000000000000000,44,39,44,35,31500.000000000000000,0.613735737971000
-1,Toronto,53,43.652540000000002,-79.612219999999994,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,18.426700000000000,47.583900000000000,0.387200000000000,100.000000000000000,45,40,45,35,31500.000000000000000,0.404759228655000
-1,Toronto,54,43.649180000000001,-79.621009999999998,19,7,0.368000000000000,43.653224999999999,-79.383185999999995,North America,19.139600000000002,47.583900000000000,0.402200000000000,100.000000000000000,46,41,46,35,31500.000000000000000,0.420818678183000
-1,Toronto,55,43.642280000000000,-79.630769999999998,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,19.957799999999999,47.583900000000000,0.419400000000000,100.000000000000000,47,42,47,35,31500.000000000000000,0.149115019717000
-1,Toronto,56,43.635199999999998,-79.638880000000000,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,20.671800000000001,47.583900000000000,0.434400000000000,100.000000000000000,48,43,48,35,31500.000000000000000,0.423407954403000
