city,population,population_latitude,population_longitude,total_plants,numCyanogenic,freqHCN,latitude_city,longitude_city,continent,distance,max_dist,std_distance,Country,hii
Orangeville,1,43.917672,-80.09503199999997,20,2,0.1,43.91924,-80.09741,North America,0.25822098242414016,6.634869742482936,0.0389,Canada,87
Orangeville,2,43.918665,-80.100931,19,7,0.368421053,43.91924,-80.09741,North America,0.28917529081708426,6.634869742482936,0.0436,Canada,87
Orangeville,3,43.917541,-80.105251,21,9,0.428571429,43.91924,-80.09741,North America,0.6558388351056823,6.634869742482936,0.0988,Canada,87
Orangeville,4,43.917239,-80.108331,21,10,0.476190476,43.91924,-80.09741,North America,0.9025946676826957,6.634869742482936,0.136,Canada,87
Orangeville,5,43.915982,-80.111579,20,9,0.45,43.91924,-80.09741,North America,1.1913256525288,6.634869742482936,0.1796,Canada,84
Orangeville,6,43.915141,-80.11645899999998,20,6,0.3,43.91924,-80.09741,North America,1.592418477949599,6.634869742482936,0.24,Canada,84
Orangeville,7,43.91343,-80.122837,20,5,0.25,43.91924,-80.09741,North America,2.1367011458447176,6.634869742482936,0.322,Canada,84
Orangeville,8,43.914158,-80.119303,20,7,0.35,43.91924,-80.09741,North America,1.8424115477894234,6.634869742482936,0.2777,Canada,84
Orangeville,9,43.913693,-80.124862,20,8,0.4,43.91924,-80.09741,North America,2.2837599731889964,6.634869742482936,0.3442,Canada,84
Orangeville,10,43.912026,-80.12705,20,4,0.2,43.91924,-80.09741,North America,2.5060323855394153,6.634869742482936,0.3777,Canada,84
Orangeville,11,43.911781,-80.129875,20,2,0.1,43.91924,-80.09741,North America,2.7295344334964358,6.634869742482936,0.4114,Canada,84
Orangeville,12,43.913019,-80.132636,20,12,0.6,43.91924,-80.09741,North America,2.9051565058696007,6.634869742482936,0.4379,Canada,84
Orangeville,13,43.909595,-80.134867,21,13,0.6190476189999999,43.91924,-80.09741,North America,3.1863045502343073,6.634869742482936,0.4802,Canada,84
Orangeville,14,43.910259,-80.137512,20,12,0.6,43.91924,-80.09741,North America,3.3638935831177945,6.634869742482936,0.507,Canada,84
Orangeville,15,43.913043,-80.140614,20,5,0.25,43.91924,-80.09741,North America,3.528572945750638,6.634869742482936,0.5318,Canada,84
Orangeville,16,43.909547,-80.141697,20,10,0.5,43.91924,-80.09741,North America,3.7076076806731066,6.634869742482936,0.5588,Canada,84
Orangeville,17,43.912475,-80.14783299999998,20,9,0.4,43.91924,-80.09741,North America,4.108350212348235,6.634869742482936,0.6192,Canada,84
Orangeville,18,43.907913,-80.14556999999998,20,2,0.1,43.91924,-80.09741,North America,4.058176960293092,6.634869742482936,0.6116,Canada,84
Orangeville,19,43.909841,-80.149305,20,5,0.25,43.91924,-80.09741,North America,4.2862646228144214,6.634869742482936,0.646,Canada,84
Orangeville,20,43.907644,-80.14985899999998,20,7,0.35,43.91924,-80.09741,North America,4.394762679874287,6.634869742482936,0.6624,Canada,84
Orangeville,21,43.905174,-80.150283,20,3,0.15,43.91924,-80.09741,North America,4.514968333335086,6.634869742482936,0.6805,Canada,59
Orangeville,22,43.901261,-80.15294300000002,20,8,0.4,43.91924,-80.09741,North America,4.877190498767333,6.634869742482936,0.7351,Canada,59
Orangeville,23,43.907007,-80.155817,20,11,0.55,43.91924,-80.09741,North America,4.872358006024481,6.634869742482936,0.7344,Canada,84
Orangeville,24,43.90759600000001,-80.160728,20,7,0.35,43.91924,-80.09741,North America,5.234648725035148,6.634869742482936,0.789,Canada,59
Orangeville,25,43.905499,-80.16286600000002,20,8,0.4,43.91924,-80.09741,North America,5.461437782026182,6.634869742482936,0.8231,Canada,59
Orangeville,26,43.904645,-80.166586,20,8,0.4,43.91924,-80.09741,North America,5.774139126711801,6.634869742482936,0.8703,Canada,59
Orangeville,27,43.9041,-80.16904699999998,20,10,0.5,43.91924,-80.09741,North America,5.980390642792461,6.634869742482936,0.9014,Canada,59
Orangeville,28,43.903679,-80.17076800000002,20,10,0.5,43.91924,-80.09741,North America,6.125878811314152,6.634869742482936,0.9233,Canada,59
Orangeville,29,43.90265,-80.176451,20,9,0.45,43.91924,-80.09741,North America,6.594982792696698,6.634869742482936,0.994,Canada,59
Orangeville,30,43.901261,-80.176385,18,3,0.166666667,43.91924,-80.09741,North America,6.634869742482936,6.634869742482936,1,Canada,59
