city,population,population_latitude,population_longitude,total_plants,numCyanogenic,freqHCN,latitude_city,longitude_city,Country,continent,distance,max_dist,std_distance,hii
Baltimore,1,39.279466,-76.622552,15,3,0.2,39.29044,-76.612328,USA,North America,1.5044,51.8109,0.029,93
Baltimore,2,39.286326,-76.618277,15,4,0.267,39.29044,-76.612328,USA,North America,0.6866,51.8109,0.0133,65
Baltimore,3,39.289808,-76.607076,15,7,0.467,39.29044,-76.612328,USA,North America,0.4574,51.8109,0.0088,93
Baltimore,4,39.292156,-76.603251,15,3,0.2,39.29044,-76.612328,USA,North America,0.8041,51.8109,0.0155,93
Baltimore,5,39.291522,-76.618313,15,2,0.133,39.29044,-76.612328,USA,North America,0.5289,51.8109,0.0102,93
Baltimore,6,39.301303999999995,-76.618488,15,0,0,39.29044,-76.612328,USA,North America,1.3192,51.8109,0.0255,93
Baltimore,7,39.295251,-76.628517,15,2,0.133,39.29044,-76.612328,USA,North America,1.4923,51.8109,0.0288,78
Baltimore,8,39.305648,-76.637121,15,4,0.267,39.29044,-76.612328,USA,North America,2.7223,51.8109,0.0525,93
Baltimore,9,39.315948999999996,-76.64102700000001,15,1,0.067,39.29044,-76.612328,USA,North America,3.7608,51.8109,0.0726,93
Baltimore,10,39.322485,-76.64945999999999,15,1,0.067,39.29044,-76.612328,USA,North America,4.7858,51.8109,0.0924,93
Baltimore,11,39.330882,-76.65430400000001,15,3,0.2,39.29044,-76.612328,USA,North America,5.7675,51.8109,0.1113,93
Baltimore,12,39.338570000000004,-76.656842,15,3,0.2,39.29044,-76.612328,USA,North America,6.5808,51.8109,0.127,93
Baltimore,13,39.490976,-77.156539,15,6,0.4,39.29044,-76.612328,USA,North America,51.8109,51.8109,1,34
Baltimore,14,39.499078999999995,-77.14347099999999,15,4,0.267,39.29044,-76.612328,USA,North America,51.1991,51.8109,0.9882,21
Baltimore,15,39.506927000000005,-77.101084,15,6,0.4,39.29044,-76.612328,USA,North America,48.4065,51.8109,0.9343,34
Baltimore,16,39.515313,-77.06853100000001,15,1,0.067,39.29044,-76.612328,USA,North America,46.4935,51.8109,0.8974,34
Baltimore,17,39.516752000000004,-77.038731,15,1,0.067,39.29044,-76.612328,USA,North America,44.4464,51.8109,0.8579,34
Baltimore,18,39.503057,-77.025813,15,3,0.2,39.29044,-76.612328,USA,North America,42.6768,51.8109,0.8237,21
Baltimore,20,39.494701,-77.003874,15,7,0.467,39.29044,-76.612328,USA,North America,40.5952,51.8109,0.7835,21
Baltimore,21,39.48531,-76.98937600000001,15,3,0.2,39.29044,-76.612328,USA,North America,38.9806,51.8109,0.7524,34
Baltimore,22,39.488458,-76.97097099999999,15,4,0.267,39.29044,-76.612328,USA,North America,37.8778,51.8109,0.7311,34
Baltimore,23,39.480905,-76.95472600000001,15,0,0,39.29044,-76.612328,USA,North America,36.2552,51.8109,0.6998,21
Baltimore,24,39.468334000000006,-76.93907,15,1,0.067,39.29044,-76.612328,USA,North America,34.3504,51.8109,0.663,21
Baltimore,25,39.469511,-76.90165999999999,15,1,0.067,39.29044,-76.612328,USA,North America,31.8572,51.8109,0.6149,21
Baltimore,26,39.448806,-76.896654,15,2,0.133,39.29044,-76.612328,USA,North America,30.1241,51.8109,0.5814,26
Baltimore,27,39.446346999999996,-76.872001,15,0,0,39.29044,-76.612328,USA,North America,28.2634,51.8109,0.5455,21
Baltimore,28,39.449090999999996,-76.84810999999999,15,7,0.467,39.29044,-76.612328,USA,North America,26.8702,51.8109,0.5186,53
Baltimore,29,39.443284999999996,-76.819023,15,5,0.333,39.29044,-76.612328,USA,North America,24.588,51.8109,0.4746,78
Baltimore,30,39.438022,-76.80322,14,1,0.071,39.29044,-76.612328,USA,North America,23.2079,51.8109,0.4479,84
Baltimore,31,39.426722999999996,-76.78962299999999,15,11,0.733,39.29044,-76.612328,USA,North America,21.494,51.8109,0.4149,84
Baltimore,32,39.417221999999995,-76.77759499999999,15,2,0.133,39.29044,-76.612328,USA,North America,20.0164,51.8109,0.3863,84
Baltimore,33,39.407864000000004,-76.763912,15,7,0.467,39.29044,-76.612328,USA,North America,18.4492,51.8109,0.3561,87
Baltimore,34,39.396042,-76.751058,15,1,0.067,39.29044,-76.612328,USA,North America,16.7394,51.8109,0.3231,87
Baltimore,35,39.385845,-76.736265,15,0,0,39.29044,-76.612328,USA,North America,15.0382,51.8109,0.2903,87
Baltimore,36,39.374997,-76.724809,15,1,0.067,39.29044,-76.612328,USA,North America,13.4905,51.8109,0.2604,87
Baltimore,37,39.36363,-76.712856,15,2,0.133,39.29044,-76.612328,USA,North America,11.8743,51.8109,0.2292,87
Baltimore,38,39.352313,-76.700422,15,5,0.333,39.29044,-76.612328,USA,North America,10.2352,51.8109,0.1975,87
Baltimore,39,39.344289,-76.68596,15,7,0.467,39.29044,-76.612328,USA,North America,8.7164,51.8109,0.1682,87
Baltimore,40,39.339674,-76.676277,15,5,0.333,39.29044,-76.612328,USA,North America,7.7612,51.8109,0.1498,87
