city,population,population_latitude,population_longitude,total_plants,numCyanogenic,freqHCN,latitude_city,longitude_city,continent,distance,max_dist,std_distance,Country,hii
Cobourg,1,43.95899,-78.164091,20,3,0.15,43.9599,-78.16545,North America,0.14856385154859642,6.321471327268954,0.0235,Canada,82
Cobourg,2,43.959794,-78.16204599999998,20,5,0.25,43.9599,-78.16545,North America,0.2727145561747544,6.321471327268954,0.0431,Canada,82
Cobourg,3,43.96080900000001,-78.159432,20,15,0.75,43.9599,-78.16545,North America,0.49217357310175003,6.321471327268954,0.0779,Canada,82
Cobourg,4,43.961004,-78.157285,20,7,0.35,43.9599,-78.16545,North America,0.6649581398273258,6.321471327268954,0.1052,Canada,82
Cobourg,5,43.9625,-78.15590300000002,20,3,0.15,43.9599,-78.16545,North America,0.8169970996429822,6.321471327268954,0.1292,Canada,82
Cobourg,6,43.962896,-78.152984,20,4,0.2,43.9599,-78.16545,North America,1.0519118654959962,6.321471327268954,0.1664,Canada,82
Cobourg,7,43.963483,-78.150487,20,1,0.05,43.9599,-78.16545,North America,1.2621482464216103,6.321471327268954,0.1997,Canada,82
Cobourg,8,43.964027,-78.148149,20,3,0.15,43.9599,-78.16545,North America,1.4588001084654143,6.321471327268954,0.2308,Canada,82
Cobourg,9,43.964506,-78.146426,20,3,0.15,43.9599,-78.16545,North America,1.6064700238279506,6.321471327268954,0.2541,Canada,82
Cobourg,10,43.964965,-78.14360400000002,20,2,0.1,43.9599,-78.16545,North America,1.836967972428118,6.321471327268954,0.2906,Canada,82
Cobourg,11,43.965514,-78.141014,20,2,0.1,43.9599,-78.16545,North America,2.052996875803095,6.321471327268954,0.3248,Canada,82
Cobourg,12,43.966108,-78.138603,20,5,0.25,43.9599,-78.16545,North America,2.2569068895101223,6.321471327268954,0.357,Canada,82
Cobourg,13,43.966029,-78.135999,20,1,0.05,43.9599,-78.16545,North America,2.4537091820489882,6.321471327268954,0.3882,Canada,82
Cobourg,14,43.96594,-78.133664,20,3,0.15,43.9599,-78.16545,North America,2.631211947616344,6.321471327268954,0.4162,Canada,82
Cobourg,15,43.967398,-78.132894,20,2,0.1,43.9599,-78.16545,North America,2.7357871729353334,6.321471327268954,0.4328,Canada,82
Cobourg,16,43.969418,-78.128615,20,2,0.1,43.9599,-78.16545,North America,3.1322910530114414,6.321471327268954,0.4955,Canada,82
Cobourg,17,43.96984000000001,-78.12666899999998,19,6,0.315789474,43.9599,-78.16545,North America,3.2947338926235648,6.321471327268954,0.5212,Canada,82
Cobourg,18,43.971497,-78.123745,20,1,0.05,43.9599,-78.16545,North America,3.578222646736856,6.321471327268954,0.566,Canada,82
Cobourg,19,43.971011,-78.11986,20,1,0.05,43.9599,-78.16545,North America,3.85222472834543,6.321471327268954,0.6094,Canada,82
Cobourg,20,43.972002,-78.116866,20,5,0.25,43.9599,-78.16545,North America,4.11458970164688,6.321471327268954,0.6509,Canada,82
Cobourg,21,43.971241,-78.11130899999998,20,4,0.2,43.9599,-78.16545,North America,4.512859470087866,6.321471327268954,0.7139,Canada,78
Cobourg,22,43.972654,-78.10626500000002,20,6,0.3,43.9599,-78.16545,North America,4.94446346831002,6.321471327268954,0.7822,Canada,78
Cobourg,23,43.974388,-78.103849,20,7,0.35,43.9599,-78.16545,North America,5.186542567142114,6.321471327268954,0.8205,Canada,78
Cobourg,24,43.974972,-78.100131,20,9,0.45,43.9599,-78.16545,North America,5.489612423815366,6.321471327268954,0.8684,Canada,78
Cobourg,25,43.974956,-78.096554,18,6,0.333333333,43.9599,-78.16545,North America,5.762362144536076,6.321471327268954,0.9116,Canada,78
Cobourg,26,43.977863,-78.093237,20,4,0.2,43.9599,-78.16545,North America,6.114562146196569,6.321471327268954,0.9673,Canada,78
Cobourg,27,43.977169,-78.090193,20,0,0,43.9599,-78.16545,North America,6.321471327268954,6.321471327268954,1,Canada,73
