city,population,population_latitude,population_longitude,total_plants,numCyanogenic,freqHCN,latitude_city,longitude_city,continent,distance,max_dist,std_distance,Country,hii
London,1,42.98388900000001,-81.24333299999998,20,6,0.3,42.98427,-81.24753,North America,0.34401887259269254,16.897389405031046,0.0204,Canada,93
London,2,42.984874,-81.239127,21,4,0.19047619,42.98427,-81.24753,North America,0.6868188798289983,16.897389405031046,0.0406,Canada,93
London,3,42.9863,-81.235084,21,4,0.19047619,42.98427,-81.24753,North America,1.0372453470337168,16.897389405031046,0.0614,Canada,93
London,4,42.987269,-81.23128299999998,21,5,0.238095238,42.98427,-81.24753,North America,1.3629819404105852,16.897389405031046,0.0807,Canada,93
London,5,42.9875,-81.22805600000002,22,4,0.181818182,42.98427,-81.24753,North America,1.6242512850880608,16.897389405031046,0.0961,Canada,93
London,6,42.990748,-81.221915,21,1,0.047619048,42.98427,-81.24753,North America,2.2045102432397563,16.897389405031046,0.1305,Canada,93
London,7,42.992639,-81.217803,22,6,0.272727273,42.98427,-81.24753,North America,2.5908340572376343,16.897389405031046,0.1533,Canada,93
London,8,42.994063,-81.21310799999998,21,6,0.28571428600000004,42.98427,-81.24753,North America,3.0040944653951214,16.897389405031046,0.1778,Canada,93
London,9,42.995128,-81.208792,21,6,0.28571428600000004,42.98427,-81.24753,North America,3.3742136980411,16.897389405031046,0.1997,Canada,93
London,10,42.99658400000001,-81.203914,22,12,0.545454545,42.98427,-81.24753,North America,3.802606636580107,16.897389405031046,0.225,Canada,78
London,11,42.998092,-81.19968100000001,21,3,0.14285714300000002,42.98427,-81.24753,North America,4.184265578879287,16.897389405031046,0.2476,Canada,75
London,12,42.997083,-81.194826,21,6,0.28571428600000004,42.98427,-81.24753,North America,4.517253746487946,16.897389405031046,0.2673,Canada,78
London,13,43.00073,-81.189494,22,14,0.636363636,42.98427,-81.24753,North America,5.062650221429289,16.897389405031046,0.2996,Canada,75
London,14,43.002052,-81.18543000000003,20,7,0.35,42.98427,-81.24753,North America,5.4239516800104175,16.897389405031046,0.321,Canada,75
London,15,43.003463000000004,-81.18106999999998,21,6,0.28571428600000004,42.98427,-81.24753,North America,5.811318899185027,16.897389405031046,0.3439,Canada,93
London,16,43.004427,-81.17667900000002,20,6,0.3,42.98427,-81.24753,North America,6.1828923233132445,16.897389405031046,0.3659,Canada,93
London,17,43.005997,-81.17237800000002,21,8,0.380952381,42.98427,-81.24753,North America,6.572211292119569,16.897389405031046,0.3889,Canada,93
London,18,43.006933,-81.16748100000002,22,8,0.363636364,42.98427,-81.24753,North America,6.980984791983892,16.897389405031046,0.4131,Canada,93
London,19,43.008412,-81.162059,21,6,0.28571428600000004,42.98427,-81.24753,North America,7.451505999378241,16.897389405031046,0.441,Canada,93
London,20,43.009557,-81.15780600000002,21,12,0.571428571,42.98427,-81.24753,North America,7.819973276043717,16.897389405031046,0.4628,Canada,90
London,21,43.01077,-81.153225,19,7,0.368421053,42.98427,-81.24753,North America,8.21604631067943,16.897389405031046,0.4862,Canada,90
London,22,43.011004,-81.146742,21,2,0.095238095,42.98427,-81.24753,North America,8.719082697410753,16.897389405031046,0.516,Canada,90
London,23,43.012514,-81.14459699999998,21,8,0.380952381,42.98427,-81.24753,North America,8.940765154354363,16.897389405031046,0.5291,Canada,90
London,24,43.015241,-81.138936,20,5,0.25,42.98427,-81.24753,North America,9.47892701443855,16.897389405031046,0.561,Canada,90
London,25,43.016473,-81.134354,21,6,0.28571428600000004,42.98427,-81.24753,North America,9.875775244026864,16.897389405031046,0.5845,Canada,90
London,26,43.018994,-81.126302,22,9,0.409090909,42.98427,-81.24753,North America,10.587502394347819,16.897389405031046,0.6266,Canada,90
London,27,43.02115,-81.121061,21,7,0.333333333,42.98427,-81.24753,North America,11.071820046260603,16.897389405031046,0.6552,Canada,90
London,28,43.022145,-81.115961,22,5,0.227272727,42.98427,-81.24753,North America,11.49806244031422,16.897389405031046,0.6805,Canada,90
London,29,43.022672,-81.113674,21,12,0.571428571,42.98427,-81.24753,North America,11.69254185531164,16.897389405031046,0.692,Canada,84
London,30,43.024853,-81.107272,21,3,0.14285714300000002,42.98427,-81.24753,North America,12.265612991410856,16.897389405031046,0.7259,Canada,84
London,31,43.026114,-81.10238299999997,21,5,0.238095238,42.98427,-81.24753,North America,12.686770823560963,16.897389405031046,0.7508,Canada,84
London,32,43.02723,-81.09663,20,7,0.35,42.98427,-81.24753,North America,13.167511153324321,16.897389405031046,0.7793,Canada,84
London,33,43.028914,-81.094103,21,0,0,42.98427,-81.24753,North America,13.42714060316765,16.897389405031046,0.7946,Canada,84
London,34,43.030258,-81.090158,21,4,0.19047619,42.98427,-81.24753,North America,13.7803326692035,16.897389405031046,0.8155,Canada,79
London,35,43.031605,-81.08353699999998,21,7,0.333333333,42.98427,-81.24753,North America,14.335840153908272,16.897389405031046,0.8484,Canada,79
London,36,43.0331,-81.079504,21,6,0.28571428600000004,42.98427,-81.24753,North America,14.701789267156805,16.897389405031046,0.8701,Canada,79
London,37,43.034865,-81.075025,21,5,0.238095238,42.98427,-81.24753,North America,15.112605870981422,16.897389405031046,0.8944,Canada,79
London,38,43.03507800000001,-81.07080699999999,21,8,0.380952381,42.98427,-81.24753,North America,15.440077084484718,16.897389405031046,0.9138,Canada,79
London,39,43.037375,-81.065744,21,2,0.095238095,42.98427,-81.24753,North America,15.916639653423404,16.897389405031046,0.942,Canada,79
London,40,43.039727,-81.054041,21,6,0.227272727,42.98427,-81.24753,North America,16.897389405031046,16.897389405031046,1,Canada,40
