city,population,population_latitude,population_longitude,total_plants,numCyanogenic,freqHCN,latitude_city,longitude_city,continent,distance,max_dist,std_distance,Country,hii
Stratford,1,43.373774,-80.978792,22,12,0.545454545,43.369952,-80.982084,North America,0.5014152188870251,5.031994646068983,0.0996,Canada,78
Stratford,2,43.3725,-80.98138900000002,20,3,0.15,43.369952,-80.982084,North America,0.2888402522645747,5.031994646068983,0.0574,Canada,84
Stratford,3,43.37080200000001,-80.980294,23,6,0.260869565,43.369952,-80.982084,North America,0.17282255873730587,5.031994646068983,0.0343,Canada,84
Stratford,4,43.368986,-80.979816,23,5,0.217391304,43.369952,-80.982084,North America,0.21247754980109135,5.031994646068983,0.0422,Canada,84
Stratford,5,43.367365,-80.980065,23,13,0.565217391,43.369952,-80.982084,North America,0.330732483396471,5.031994646068983,0.0657,Canada,84
Stratford,6,43.364941,-80.978933,23,7,0.304347826,43.369952,-80.982084,North America,0.6126555302378462,5.031994646068983,0.1218,Canada,84
Stratford,7,43.3628,-80.9778,21,4,0.19047619,43.369952,-80.982084,North America,0.8673947077707743,5.031994646068983,0.1724,Canada,84
Stratford,8,43.361392,-80.976677,23,9,0.391304348,43.369952,-80.982084,North America,1.0473883424662473,5.031994646068983,0.2081,Canada,84
Stratford,9,43.359229,-80.975616,22,8,0.363636364,43.369952,-80.982084,North America,1.3019482532377926,5.031994646068983,0.2587,Canada,84
Stratford,10,43.356943,-80.974581,21,10,0.476190476,43.369952,-80.982084,North America,1.5685528488963953,5.031994646068983,0.3117,Canada,84
Stratford,11,43.354842,-80.973499,20,8,0.4,43.369952,-80.982084,North America,1.8178537210059502,5.031994646068983,0.3613,Canada,84
Stratford,12,43.353567,-80.972499,23,12,0.52173913,43.369952,-80.982084,North America,1.9798623708683247,5.031994646068983,0.3935,Canada,84
Stratford,13,43.351282,-80.97162,20,11,0.55,43.369952,-80.982084,North America,2.2417509020759505,5.031994646068983,0.4455,Canada,84
Stratford,14,43.34921,-80.970535,14,4,0.28571428600000004,43.369952,-80.982084,North America,2.488225752073,5.031994646068983,0.4945,Canada,84
Stratford,15,43.34687,-80.968963,23,7,0.304347826,43.369952,-80.982084,North America,2.777178581713564,5.031994646068983,0.5519,Canada,84
Stratford,16,43.345281,-80.968082,19,10,0.526315789,43.369952,-80.982084,North America,2.9676821953284835,5.031994646068983,0.5898,Canada,84
Stratford,17,43.337624,-80.963643,20,7,0.35,43.369952,-80.982084,North America,3.8916640138979206,5.031994646068983,0.7734,Canada,84
Stratford,18,43.334891,-80.96255500000002,23,4,0.17391304300000002,43.369952,-80.982084,North America,4.206234475269197,5.031994646068983,0.8359,Canada,84
Stratford,19,43.332942,-80.960942,21,15,0.7142857140000001,43.369952,-80.982084,North America,4.456248170061513,5.031994646068983,0.8856,Canada,84
Stratford,20,43.33041400000001,-80.959773,20,8,0.4,43.369952,-80.982084,North America,4.752161178308039,5.031994646068983,0.9444,Canada,84
Stratford,21,43.328155,-80.958229,19,9,0.473684211,43.369952,-80.982084,North America,5.031994646068983,5.031994646068983,1,Canada,84
Stratford,22,43.33459000000001,-80.967814,22,8,0.363636364,43.369952,-80.982084,North America,4.097861772546213,5.031994646068983,0.8144,Canada,84
Stratford,23,43.334572,-80.971118,20,5,0.25,43.369952,-80.982084,North America,4.032755567438458,5.031994646068983,0.8014,Canada,84
Stratford,24,43.334228,-80.958035,23,13,0.565217391,43.369952,-80.982084,North America,4.42271650134406,5.031994646068983,0.8789,Canada,84
Stratford,25,43.33403,-80.953262,23,9,0.391304348,43.369952,-80.982084,North America,4.624458490896537,5.031994646068983,0.919,Canada,84
