city,population,population_latitude,population_longitude,total_plants,numCyanogenic,freqHCN,latitude_city,longitude_city,continent,distance,max_dist,std_distance,Country,hii
Georgetown,1,43.657085,-79.90853100000002,21,6,0.28571428600000004,43.651146,-79.898875,North America,1.0196051071472472,7.464272385269982,0.1366,Canada,84
Georgetown,2,43.654465,-79.911477,25,13,0.52,43.651146,-79.898875,North America,1.0789557923452047,7.464272385269982,0.1445,Canada,84
Georgetown,3,43.65235,-79.913444,26,10,0.384615385,43.651146,-79.898875,North America,1.1797689259059336,7.464272385269982,0.1581,Canada,84
Georgetown,4,43.649613,-79.916628,23,6,0.260869565,43.651146,-79.898875,North America,1.4384848671663586,7.464272385269982,0.1927,Canada,84
Georgetown,5,43.648027,-79.919063,22,3,0.13636363599999998,43.651146,-79.898875,North America,1.660896448823542,7.464272385269982,0.2225,Canada,84
Georgetown,6,43.645383,-79.920023,24,9,0.375,43.651146,-79.898875,North America,1.8182276226337695,7.464272385269982,0.2436,Canada,78
Georgetown,7,43.64376,-79.923788,23,9,0.391304348,43.651146,-79.898875,North America,2.166241056655315,7.464272385269982,0.2902,Canada,78
Georgetown,8,43.640782,-79.927089,17,6,0.352941176,43.651146,-79.898875,North America,2.5459327601214947,7.464272385269982,0.3411,Canada,78
Georgetown,9,43.638368,-79.929893,23,7,0.304347826,43.651146,-79.898875,North America,2.8719398397476903,7.464272385269982,0.3848,Canada,78
Georgetown,10,43.636833,-79.935863,23,6,0.260869565,43.651146,-79.898875,North America,3.3750633753765933,7.464272385269982,0.4522,Canada,78
Georgetown,11,43.632858,-79.936815,23,4,0.17391304300000002,43.651146,-79.898875,North America,3.668214213203636,7.464272385269982,0.4914,Canada,78
Georgetown,12,43.63049,-79.939133,23,3,0.130434783,43.651146,-79.898875,North America,3.9711627987773843,7.464272385269982,0.532,Canada,68
Georgetown,13,43.628292,-79.940997,21,6,0.28571428600000004,43.651146,-79.898875,North America,4.23643085827189,7.464272385269982,0.5676,Canada,68
Georgetown,14,43.624197,-79.944891,22,5,0.227272727,43.651146,-79.898875,North America,4.7636522216044535,7.464272385269982,0.6382,Canada,34
Georgetown,15,43.621597,-79.948208,18,12,0.666666667,43.651146,-79.898875,North America,5.153397813881271,7.464272385269982,0.6904,Canada,34
Georgetown,16,43.618242,-79.952056,20,4,0.2,43.651146,-79.898875,North America,5.630626887986543,7.464272385269982,0.7543,Canada,34
Georgetown,17,43.615795,-79.955099,24,13,0.541666667,43.651146,-79.898875,North America,5.993837668812714,7.464272385269982,0.803,Canada,34
Georgetown,18,43.613425,-79.957712,23,17,0.739130435,43.651146,-79.898875,North America,6.325784762280624,7.464272385269982,0.8475,Canada,34
Georgetown,19,43.610204,-79.96859599999998,23,11,0.47826087,43.651146,-79.898875,North America,7.2258618746156005,7.464272385269982,0.9681,Canada,46
Georgetown,20,43.618402,-79.979842,15,3,0.2,43.651146,-79.898875,North America,7.464272385269982,7.464272385269982,1,Canada,46
