OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,Rochester_gcs_AI_annual_OID,Rochester_gcs_AI_annual_FID_,Rochester_gcs_AI_annual_COUNT,Rochester_gcs_AI_annual_AREA,Rochester_gcs_AI_annual_MEAN
-1,Rochester,1,43.158320000000003,-77.615819999999999,10,0,0.000000000000000,43.156139000000003,-77.604917000000000,North America,0.917000000000000,23.999600000000001,0.038200000000000,0,0,1,0.000069444451688,0.883799970150000
-1,Rochester,2,43.154380000000003,-77.615589999999997,5,0,0.000000000000000,43.156139000000003,-77.604917000000000,North America,0.887600000000000,23.999600000000001,0.037000000000000,,,,,
-1,Rochester,3,43.153880000000001,-77.618430000000004,10,0,0.000000000000000,43.156139000000003,-77.604917000000000,North America,1.124600000000000,23.999600000000001,0.046900000000000,1,2,1,0.000069444451688,0.882699966431000
-1,Rochester,4,43.153329999999997,-77.622889999999998,10,2,0.200000000000000,43.156139000000003,-77.604917000000000,North America,1.491000000000000,23.999600000000001,0.062100000000000,,,,,
-1,Rochester,5,43.152940000000001,-77.624160000000003,9,3,0.333000000000000,43.156139000000003,-77.604917000000000,North America,1.601000000000000,23.999600000000001,0.066700000000000,,,,,
-1,Rochester,6,43.150820000000003,-77.631950000000003,19,2,0.105000000000000,43.156139000000003,-77.604917000000000,North America,2.271300000000000,23.999600000000001,0.094600000000000,2,5,1,0.000069444451688,0.882699966431000
-1,Rochester,7,43.150770000000001,-77.634879999999995,20,4,0.200000000000000,43.156139000000003,-77.604917000000000,North America,2.502800000000000,23.999600000000001,0.104300000000000,3,6,1,0.000069444451688,0.882699966431000
-1,Rochester,8,43.150190000000002,-77.639319999999998,20,1,0.050000000000000,43.156139000000003,-77.604917000000000,North America,2.868100000000000,23.999600000000001,0.119500000000000,,,,,
-1,Rochester,9,43.145650000000003,-77.650899999999993,20,9,0.450000000000000,43.156139000000003,-77.604917000000000,North America,3.908400000000000,23.999600000000001,0.162900000000000,4,8,1,0.000069444451688,0.881599962711000
-1,Rochester,10,43.143110000000000,-77.658019999999993,15,0,0.000000000000000,43.156139000000003,-77.604917000000000,North America,4.545000000000000,23.999600000000001,0.189400000000000,,,,,
-1,Rochester,11,43.141150000000003,-77.662639999999996,20,4,0.200000000000000,43.156139000000003,-77.604917000000000,North America,4.970600000000000,23.999600000000001,0.207100000000000,5,10,1,0.000069444451688,0.877399981022000
-1,Rochester,12,43.140090000000001,-77.667619999999999,20,0,0.000000000000000,43.156139000000003,-77.604917000000000,North America,5.390800000000000,23.999600000000001,0.224600000000000,6,11,1,0.000069444451688,0.878499984741000
-1,Rochester,13,43.139020000000002,-77.671180000000007,20,7,0.350000000000000,43.156139000000003,-77.604917000000000,North America,5.702800000000000,23.999600000000001,0.237600000000000,,,,,
-1,Rochester,14,43.136589999999998,-77.675139999999999,12,1,0.083000000000000,43.156139000000003,-77.604917000000000,North America,6.097700000000000,23.999600000000001,0.254100000000000,7,13,1,0.000069444451688,0.879599988461000
-1,Rochester,15,43.136589999999998,-77.675139999999999,20,0,0.000000000000000,43.156139000000003,-77.604917000000000,North America,6.097700000000000,23.999600000000001,0.254100000000000,,,,,
-1,Rochester,16,43.131959999999999,-77.686390000000003,19,0,0.000000000000000,43.156139000000003,-77.604917000000000,North America,7.135900000000000,23.999600000000001,0.297300000000000,8,15,1,0.000069444451688,0.877399981022000
-1,Rochester,26,43.130229999999997,-77.694220000000001,20,0,0.000000000000000,43.156139000000003,-77.604917000000000,North America,7.797200000000000,23.999600000000001,0.324900000000000,9,16,1,0.000069444451688,0.877399981022000
-1,Rochester,27,43.128439999999998,-77.698459999999997,20,5,0.250000000000000,43.156139000000003,-77.604917000000000,North America,8.190700000000000,23.999600000000001,0.341300000000000,,,,,
-1,Rochester,28,43.124330000000000,-77.703500000000005,17,2,0.118000000000000,43.156139000000003,-77.604917000000000,North America,8.745900000000001,23.999600000000001,0.364400000000000,10,18,1,0.000069444451688,0.874099969864000
-1,Rochester,29,43.122259999999997,-77.709739999999996,17,7,0.412000000000000,43.156139000000003,-77.604917000000000,North America,9.302099999999999,23.999600000000001,0.387600000000000,11,19,1,0.000069444451688,0.875199973583000
-1,Rochester,30,43.120660000000001,-77.712819999999994,18,2,0.111000000000000,43.156139000000003,-77.604917000000000,North America,9.603000000000000,23.999600000000001,0.400100000000000,,,,,
-1,Rochester,31,43.116120000000002,-77.727040000000002,20,0,0.000000000000000,43.156139000000003,-77.604917000000000,North America,10.862600000000000,23.999600000000001,0.452600000000000,12,21,1,0.000069444451688,0.871999979019000
-1,Rochester,32,43.114770000000000,-77.733549999999994,18,7,0.389000000000000,43.156139000000003,-77.604917000000000,North America,11.406400000000000,23.999600000000001,0.475300000000000,13,22,1,0.000069444451688,0.873899996281000
-1,Rochester,33,43.108040000000003,-77.743319999999997,14,0,0.000000000000000,43.156139000000003,-77.604917000000000,North America,12.439600000000000,23.999600000000001,0.518300000000000,14,23,1,0.000069444451688,0.866499960423000
-1,Rochester,34,43.107219999999998,-77.747249999999994,19,3,0.158000000000000,43.156139000000003,-77.604917000000000,North America,12.766900000000000,23.999600000000001,0.532000000000000,,,,,
-1,Rochester,35,43.103340000000003,-77.752009999999999,20,2,0.100000000000000,43.156139000000003,-77.604917000000000,North America,13.302400000000000,23.999600000000001,0.554300000000000,15,25,1,0.000069444451688,0.866499960423000
-1,Rochester,36,43.103090000000002,-77.754940000000005,20,0,0.000000000000000,43.156139000000003,-77.604917000000000,North America,13.528300000000000,23.999600000000001,0.563700000000000,,,,,
-1,Rochester,37,43.099780000000003,-77.758340000000004,20,2,0.100000000000000,43.156139000000003,-77.604917000000000,North America,13.939000000000000,23.999600000000001,0.580800000000000,16,27,1,0.000069444451688,0.863599956036000
-1,Rochester,38,43.099020000000003,-77.761799999999994,20,4,0.200000000000000,43.156139000000003,-77.604917000000000,North America,14.227900000000000,23.999600000000001,0.592800000000000,,,,,
-1,Rochester,39,43.097090000000001,-77.765760000000000,17,1,0.059000000000000,43.156139000000003,-77.604917000000000,North America,14.611599999999999,23.999600000000001,0.608800000000000,,,,,
-1,Rochester,40,43.095210000000002,-77.773640000000000,17,0,0.000000000000000,43.156139000000003,-77.604917000000000,North America,15.277300000000000,23.999600000000001,0.636600000000000,17,30,1,0.000069444451688,0.863599956036000
-1,Rochester,41,43.093829999999997,-77.779799999999994,20,5,0.250000000000000,43.156139000000003,-77.604917000000000,North America,15.793799999999999,23.999600000000001,0.658100000000000,18,31,1,0.000069444451688,0.864499986172000
-1,Rochester,42,43.093229999999998,-77.782200000000003,18,2,0.111000000000000,43.156139000000003,-77.604917000000000,North America,15.998200000000001,23.999600000000001,0.666600000000000,,,,,
-1,Rochester,43,43.092990000000000,-77.797060000000002,18,4,0.222000000000000,43.156139000000003,-77.604917000000000,North America,17.101900000000001,23.999600000000001,0.712600000000000,19,33,1,0.000069444451688,0.868399977684000
-1,Rochester,44,43.088909999999998,-77.808639999999997,19,2,0.105000000000000,43.156139000000003,-77.604917000000000,North America,18.145700000000001,23.999600000000001,0.756100000000000,20,34,1,0.000069444451688,0.865299999714000
-1,Rochester,45,43.087409999999998,-77.813540000000003,15,0,0.000000000000000,43.156139000000003,-77.604917000000000,North America,18.576899999999998,23.999600000000001,0.774100000000000,,,,,
-1,Rochester,46,43.076560000000001,-77.826610000000002,5,2,0.400000000000000,43.156139000000003,-77.604917000000000,North America,20.052499999999998,23.999600000000001,0.835500000000000,21,36,1,0.000069444451688,0.862199962139000
-1,Rochester,47,43.073850000000000,-77.831280000000007,7,1,0.143000000000000,43.156139000000003,-77.604917000000000,North America,20.526299999999999,23.999600000000001,0.855300000000000,22,37,1,0.000069444451688,0.860300004482000
-1,Rochester,48,43.069620000000000,-77.856560000000002,5,0,0.000000000000000,43.156139000000003,-77.604917000000000,North America,22.578800000000001,23.999600000000001,0.940800000000000,23,38,1,0.000069444451688,0.864199995995000
-1,Rochester,49,43.069769999999998,-77.859499999999997,8,0,0.000000000000000,43.156139000000003,-77.604917000000000,North America,22.787900000000000,23.999600000000001,0.949500000000000,24,39,1,0.000069444451688,0.865199983120000
-1,Rochester,50,43.069499999999998,-77.875709999999998,10,2,0.200000000000000,43.156139000000003,-77.604917000000000,North America,23.999600000000001,23.999600000000001,1.000000000000000,25,40,1,0.000069444451688,0.873499989510000
