OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,Stockholm_gcs_AI_annual_OID,Stockholm_gcs_AI_annual_FID_,Stockholm_gcs_AI_annual_COUNT,Stockholm_gcs_AI_annual_AREA,Stockholm_gcs_AI_annual_MEAN
-1,Stockholm,1,59.331000000000003,18.060900000000000,16,4,0.250000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,0.473900000000000,11.024900000000001,0.043000000000000,0,0,1,0.000069444451688,0.917899966240000
-1,Stockholm,2,59.330100000000002,18.072500000000002,16,0,0.000000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,0.238500000000000,11.024900000000001,0.021600000000000,1,1,1,0.000069444451688,0.921099960804000
-1,Stockholm,3,59.317100000000003,18.076599999999999,19,1,0.053000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,1.433300000000000,11.024900000000001,0.130000000000000,2,2,1,0.000069444451688,0.919499993324000
-1,Stockholm,4,59.312300000000000,18.085999999999999,18,0,0.000000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,2.135300000000000,11.024900000000001,0.193700000000000,3,3,1,0.000069444451688,0.929699957371000
-1,Stockholm,5,59.309699999999999,18.092400000000001,17,1,0.059000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,2.566600000000000,11.024900000000001,0.232800000000000,4,4,1,0.000069444451688,0.922599971294000
-1,Stockholm,6,59.307899999999997,18.088699999999999,19,0,0.000000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,2.641500000000000,11.024900000000001,0.239600000000000,5,5,1,0.000069444451688,0.917499959469000
-1,Stockholm,7,59.306199999999997,18.082200000000000,20,2,0.100000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,2.684800000000000,11.024900000000001,0.243500000000000,6,6,1,0.000069444451688,0.921000003815000
-1,Stockholm,8,59.302300000000002,18.080300000000001,17,0,0.000000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,3.077500000000000,11.024900000000001,0.279100000000000,,,,,
-1,Stockholm,9,59.300400000000003,18.083300000000001,15,2,0.133000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,3.322800000000000,11.024900000000001,0.301400000000000,,,,,
-1,Stockholm,10,59.293500000000002,18.070200000000000,17,1,0.059000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,3.984400000000000,11.024900000000001,0.361400000000000,7,9,1,0.000069444451688,0.928099989891000
-1,Stockholm,11,59.290599999999998,18.068200000000001,20,1,0.050000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,4.305900000000000,11.024900000000001,0.390600000000000,8,10,1,0.000069444451688,0.922800004482000
-1,Stockholm,12,59.285100000000000,18.073399999999999,18,5,0.278000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,4.925000000000000,11.024900000000001,0.446700000000000,,,,,
-1,Stockholm,13,59.281399999999998,18.069800000000001,20,0,0.000000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,5.329200000000000,11.024900000000001,0.483400000000000,9,12,1,0.000069444451688,0.914299964905000
-1,Stockholm,14,59.285100000000000,18.061699999999998,20,3,0.150000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,4.932900000000000,11.024900000000001,0.447400000000000,10,13,1,0.000069444451688,0.921000003815000
-1,Stockholm,15,59.287700000000001,18.053999999999998,20,4,0.200000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,4.701700000000000,11.024900000000001,0.426500000000000,11,14,1,0.000069444451688,0.919200003147000
-1,Stockholm,16,59.281500000000001,18.047400000000000,19,2,0.105000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,5.451900000000000,11.024900000000001,0.494500000000000,12,15,1,0.000069444451688,0.921099960804000
-1,Stockholm,17,59.278199999999998,18.046399999999998,19,0,0.000000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,5.822400000000000,11.024900000000001,0.528100000000000,,,,,
-1,Stockholm,18,59.277099999999997,18.041200000000000,15,2,0.133000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,6.011300000000000,11.024900000000001,0.545200000000000,13,17,1,0.000069444451688,0.919399976730000
-1,Stockholm,19,59.273400000000002,18.036100000000001,19,3,0.158000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,6.486000000000000,11.024900000000001,0.588300000000000,14,18,1,0.000069444451688,0.929499983788000
-1,Stockholm,20,59.275799999999997,18.037299999999998,20,3,0.150000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,6.210700000000000,11.024900000000001,0.563300000000000,,,,,
