OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,Rennes_gcs_AI_annual_OID,Rennes_gcs_AI_annual_FID_,Rennes_gcs_AI_annual_COUNT,Rennes_gcs_AI_annual_AREA,Rennes_gcs_AI_annual_MEAN
-1,Rennes,1,48.111499999999999,-1.689300000000000,20,20,1.000000000000000,48.111778000000001,-1.680260000000000,Europe,0.671900000000000,12.319300000000000,0.054500000000000,0,0,1,0.000069444451688,0.869199991226000
-1,Rennes,2,48.115000000000002,-1.686200000000000,18,15,0.833000000000000,48.111778000000001,-1.680260000000000,Europe,0.568200000000000,12.319300000000000,0.046100000000000,,,,,
-1,Rennes,3,48.110900000000001,-1.685100000000000,18,14,0.778000000000000,48.111778000000001,-1.680260000000000,Europe,0.372400000000000,12.319300000000000,0.030200000000000,,,,,
-1,Rennes,4,48.113000000000000,-1.674500000000000,20,18,0.900000000000000,48.111778000000001,-1.680260000000000,Europe,0.448700000000000,12.319300000000000,0.036400000000000,1,3,1,0.000069444451688,0.876299977303000
-1,Rennes,5,48.109600000000000,-1.674400000000000,18,17,0.944000000000000,48.111778000000001,-1.680260000000000,Europe,0.497900000000000,12.319300000000000,0.040400000000000,,,,,
-1,Rennes,6,48.109200000000001,-1.667300000000000,17,10,0.588000000000000,48.111778000000001,-1.680260000000000,Europe,1.004000000000000,12.319300000000000,0.081500000000000,,,,,
-1,Rennes,7,48.107999999999997,-1.664600000000000,17,17,1.000000000000000,48.111778000000001,-1.680260000000000,Europe,1.236200000000000,12.319300000000000,0.100300000000000,2,6,1,0.000069444451688,0.869199991226000
-1,Rennes,8,48.110700000000001,-1.661500000000000,16,15,0.938000000000000,48.111778000000001,-1.680260000000000,Europe,1.398000000000000,12.319300000000000,0.113500000000000,3,7,1,0.000069444451688,0.871699988842000
-1,Rennes,9,48.113000000000000,-1.660100000000000,17,14,0.824000000000000,48.111778000000001,-1.680260000000000,Europe,1.502900000000000,12.319300000000000,0.122000000000000,,,,,
-1,Rennes,10,48.117699999999999,-1.652000000000000,18,18,1.000000000000000,48.111778000000001,-1.680260000000000,Europe,2.198900000000000,12.319300000000000,0.178500000000000,4,9,1,0.000069444451688,0.884899973869000
-1,Rennes,11,48.117300000000000,-1.647400000000000,20,14,0.700000000000000,48.111778000000001,-1.680260000000000,Europe,2.515600000000000,12.319300000000000,0.204200000000000,5,10,1,0.000069444451688,0.881299972534000
-1,Rennes,12,48.117300000000000,-1.643400000000000,19,18,0.947000000000000,48.111778000000001,-1.680260000000000,Europe,2.804500000000000,12.319300000000000,0.227700000000000,,,,,
-1,Rennes,13,48.118400000000001,-1.639700000000000,19,14,0.737000000000000,48.111778000000001,-1.680260000000000,Europe,3.099800000000000,12.319300000000000,0.251600000000000,6,12,1,0.000069444451688,0.879999995232000
-1,Rennes,14,48.118899999999996,-1.635700000000000,19,17,0.895000000000000,48.111778000000001,-1.680260000000000,Europe,3.401500000000000,12.319300000000000,0.276100000000000,,,,,
-1,Rennes,15,48.120199999999997,-1.631500000000000,18,13,0.722000000000000,48.111778000000001,-1.680260000000000,Europe,3.738900000000000,12.319300000000000,0.303500000000000,7,14,1,0.000069444451688,0.889699995518000
-1,Rennes,16,48.121899999999997,-1.628800000000000,19,13,0.684000000000000,48.111778000000001,-1.680260000000000,Europe,3.982500000000000,12.319300000000000,0.323300000000000,,,,,
-1,Rennes,17,48.122799999999998,-1.625500000000000,18,12,0.667000000000000,48.111778000000001,-1.680260000000000,Europe,4.245800000000000,12.319300000000000,0.344600000000000,,,,,
-1,Rennes,18,48.122199999999999,-1.621500000000000,20,17,0.850000000000000,48.111778000000001,-1.680260000000000,Europe,4.513400000000000,12.319300000000000,0.366400000000000,8,17,1,0.000069444451688,0.883899986744000
-1,Rennes,19,48.124600000000001,-1.615600000000000,20,19,0.950000000000000,48.111778000000001,-1.680260000000000,Europe,5.007200000000000,12.319300000000000,0.406500000000000,9,18,1,0.000069444451688,0.883799970150000
