OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,Santa_Maria_gcs_AI_annual_OID,Santa_Maria_gcs_AI_annual_FID_,Santa_Maria_gcs_AI_annual_COUNT,Santa_Maria_gcs_AI_annual_AREA,Santa_Maria_gcs_AI_annual_MEAN
-1,Santa_Maria,1,-29.685669999999998,-53.802610000000001,20,15,0.750000000000000,-29.686389999999999,-53.811340000000001,South America,0.847100000000000,10.637900000000000,0.079600000000000,0,0,1,0.000069444451688,1.230399966240000
-1,Santa_Maria,2,-29.695969999999999,-53.719279999999998,5,5,1.000000000000000,-29.686389999999999,-53.811340000000001,South America,8.956200000000001,10.637900000000000,0.841900000000000,1,1,1,0.000069444451688,1.227800011630000
-1,Santa_Maria,3,-29.719280000000001,-53.717689999999997,20,14,0.700000000000000,-29.686389999999999,-53.811340000000001,South America,9.756500000000001,10.637900000000000,0.917100000000000,2,2,1,0.000069444451688,1.230499982830000
-1,Santa_Maria,4,-29.723389999999998,-53.716690000000000,20,16,0.800000000000000,-29.686389999999999,-53.811340000000001,South America,10.024699999999999,10.637900000000000,0.942400000000000,,,,,
-1,Santa_Maria,5,-29.724440000000001,-53.712170000000000,19,18,0.947000000000000,-29.686389999999999,-53.811340000000001,South America,10.470900000000000,10.637900000000000,0.984300000000000,3,4,1,0.000069444451688,1.228199958800000
-1,Santa_Maria,6,-29.721609999999998,-53.718670000000003,20,12,0.600000000000000,-29.686389999999999,-53.811340000000001,South America,9.769700000000000,10.637900000000000,0.918400000000000,,,,,
-1,Santa_Maria,7,-29.715969999999999,-53.714280000000002,19,16,0.842000000000000,-29.686389999999999,-53.811340000000001,South America,9.934900000000001,10.637900000000000,0.933900000000000,4,6,1,0.000069444451688,1.230000019070000
-1,Santa_Maria,8,-29.727720000000001,-53.756059999999998,20,18,0.900000000000000,-29.686389999999999,-53.811340000000001,South America,7.044500000000000,10.637900000000000,0.662200000000000,5,7,1,0.000069444451688,1.222599983220000
-1,Santa_Maria,9,-29.725030000000000,-53.752060000000000,20,17,0.850000000000000,-29.686389999999999,-53.811340000000001,South America,7.158200000000000,10.637900000000000,0.672900000000000,,,,,
-1,Santa_Maria,10,-29.720330000000001,-53.722189999999998,20,10,0.500000000000000,-29.686389999999999,-53.811340000000001,South America,9.401199999999999,10.637900000000000,0.883700000000000,,,,,
-1,Santa_Maria,11,-29.722390000000001,-53.712170000000000,20,16,0.800000000000000,-29.686389999999999,-53.811340000000001,South America,10.381000000000000,10.637900000000000,0.975900000000000,,,,,
-1,Santa_Maria,12,-29.725999999999999,-53.711080000000003,15,10,0.667000000000000,-29.686389999999999,-53.811340000000001,South America,10.637900000000000,10.637900000000000,1.000000000000000,6,11,1,0.000069444451688,1.228500008580000
-1,Santa_Maria,13,-29.692580000000000,-53.800559999999997,10,3,0.300000000000000,-29.686389999999999,-53.811340000000001,South America,1.248200000000000,10.637900000000000,0.117300000000000,7,12,1,0.000069444451688,1.226099967960000
-1,Santa_Maria,14,-29.713580000000000,-53.716110000000000,13,5,0.385000000000000,-29.686389999999999,-53.811340000000001,South America,9.682200000000000,10.637900000000000,0.910200000000000,,,,,
-1,Santa_Maria,15,-29.718470000000000,-53.719610000000003,15,3,0.200000000000000,-29.686389999999999,-53.811340000000001,South America,9.550900000000000,10.637900000000000,0.897800000000000,,,,,
-1,Santa_Maria,16,-29.725639999999999,-53.737780000000001,15,9,0.600000000000000,-29.686389999999999,-53.811340000000001,South America,8.337999999999999,10.637900000000000,0.783800000000000,8,15,1,0.000069444451688,1.232599973680000
