OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,Fairbanks_gcs_AI_annual_OID,Fairbanks_gcs_AI_annual_FID_,Fairbanks_gcs_AI_annual_COUNT,Fairbanks_gcs_AI_annual_AREA,Fairbanks_gcs_AI_annual_MEAN
-1,Fairbanks,1,64.830050000000000,147.734059999999999,20,4,0.200000000000000,64.837776000000005,147.716385000000002,USA,North America,1.198600000000000,9.412500000000000,0.127300000000000,0,0,1,0.000069444451688,0.640999972820000
-1,Fairbanks,2,64.831280000000007,147.730760000000004,20,0,0.000000000000000,64.837776000000005,147.716385000000002,USA,North America,0.991800000000000,9.412500000000000,0.105400000000000,1,1,1,0.000069444451688,0.642599999905000
-1,Fairbanks,3,64.833119999999994,147.731549999999999,20,2,0.100000000000000,64.837776000000005,147.716385000000002,USA,North America,0.884400000000000,9.412500000000000,0.094000000000000,,,,,
-1,Fairbanks,4,64.835830000000001,147.731099999999998,20,0,0.000000000000000,64.837776000000005,147.716385000000002,USA,North America,0.728600000000000,9.412500000000000,0.077400000000000,2,3,1,0.000069444451688,0.646899998188000
-1,Fairbanks,5,64.837350000000001,147.731750000000005,20,2,0.100000000000000,64.837776000000005,147.716385000000002,USA,North America,0.728000000000000,9.412500000000000,0.077300000000000,,,,,
-1,Fairbanks,6,64.838030000000003,147.733489999999989,20,0,0.000000000000000,64.837776000000005,147.716385000000002,USA,North America,0.809200000000000,9.412500000000000,0.086000000000000,3,5,1,0.000069444451688,0.644299983978000
-1,Fairbanks,7,64.839160000000007,147.735649999999993,20,2,0.100000000000000,64.837776000000005,147.716385000000002,USA,North America,0.923700000000000,9.412500000000000,0.098100000000000,,,,,
-1,Fairbanks,8,64.845160000000007,147.722579999999994,20,2,0.100000000000000,64.837776000000005,147.716385000000002,USA,North America,0.871700000000000,9.412500000000000,0.092600000000000,4,7,1,0.000069444451688,0.663100004196000
-1,Fairbanks,9,64.845609999999994,147.726879999999994,20,7,0.350000000000000,64.837776000000005,147.716385000000002,USA,North America,1.002500000000000,9.412500000000000,0.106500000000000,5,8,1,0.000069444451688,0.654500007629000
-1,Fairbanks,10,64.845309999999998,147.717600000000004,20,2,0.100000000000000,64.837776000000005,147.716385000000002,USA,North America,0.839700000000000,9.412500000000000,0.089200000000000,,,,,
-1,Fairbanks,11,64.847780000000000,147.716600000000000,20,1,0.050000000000000,64.837776000000005,147.716385000000002,USA,North America,1.112400000000000,9.412500000000000,0.118200000000000,6,10,1,0.000069444451688,0.652799963951000
