OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,Baton_Rouge_gcs_AI_annual_OID,Baton_Rouge_gcs_AI_annual_FID_,Baton_Rouge_gcs_AI_annual_COUNT,Baton_Rouge_gcs_AI_annual_AREA,Baton_Rouge_gcs_AI_annual_MEAN
-1,Baton_Rouge,1,30.430099999999999,-91.180599999999998,20,14,0.700000000000000,30.447963000000001,-91.188980000000001,North America,2.142600000000000,28.749900000000000,0.074500000000000,0,0,1,0.000069444451688,1.072600007060000
-1,Baton_Rouge,2,30.426880000000001,-91.177409999999995,20,4,0.200000000000000,30.447963000000001,-91.188980000000001,North America,2.593500000000000,28.749900000000000,0.090200000000000,,,,,
-1,Baton_Rouge,3,30.423510000000000,-91.174920000000000,20,14,0.700000000000000,30.447963000000001,-91.188980000000001,North America,3.034800000000000,28.749900000000000,0.105600000000000,1,2,1,0.000069444451688,1.069700002670000
-1,Baton_Rouge,4,30.421489999999999,-91.167749999999998,20,12,0.600000000000000,30.447963000000001,-91.188980000000001,North America,3.578800000000000,28.749900000000000,0.124500000000000,,,,,
-1,Baton_Rouge,5,30.415849999999999,-91.169619999999995,20,3,0.150000000000000,30.447963000000001,-91.188980000000001,North America,4.024400000000000,28.749900000000000,0.140000000000000,2,4,1,0.000069444451688,1.068199992180000
-1,Baton_Rouge,6,30.410390000000000,-91.166860000000000,18,14,0.778000000000000,30.447963000000001,-91.188980000000001,North America,4.685400000000000,28.749900000000000,0.163000000000000,,,,,
-1,Baton_Rouge,7,30.408819999999999,-91.163830000000004,20,3,0.150000000000000,30.447963000000001,-91.188980000000001,North America,4.975800000000000,28.749900000000000,0.173100000000000,3,6,1,0.000069444451688,1.068899989130000
-1,Baton_Rouge,8,30.404350000000001,-91.160550000000001,20,13,0.650000000000000,30.447963000000001,-91.188980000000001,North America,5.563200000000000,28.749900000000000,0.193500000000000,4,7,1,0.000069444451688,1.071799993520000
-1,Baton_Rouge,9,30.400849999999998,-91.157179999999997,20,20,1.000000000000000,30.447963000000001,-91.188980000000001,North America,6.061400000000000,28.749900000000000,0.210800000000000,5,8,1,0.000069444451688,1.070999979970000
-1,Baton_Rouge,10,30.396460000000001,-91.153400000000005,19,13,0.684000000000000,30.447963000000001,-91.188980000000001,North America,6.666000000000000,28.749900000000000,0.231900000000000,6,9,1,0.000069444451688,1.073199987410000
-1,Baton_Rouge,11,30.394490000000001,-91.151709999999994,20,18,0.900000000000000,30.447963000000001,-91.188980000000001,North America,6.937200000000000,28.749900000000000,0.241300000000000,,,,,
-1,Baton_Rouge,12,30.393329999999999,-91.140730000000005,20,14,0.700000000000000,30.447963000000001,-91.188980000000001,North America,7.636100000000000,28.749900000000000,0.265600000000000,7,11,1,0.000069444451688,1.073799967770000
-1,Baton_Rouge,13,30.390160000000002,-91.141490000000005,20,12,0.600000000000000,30.447963000000001,-91.188980000000001,North America,7.877100000000000,28.749900000000000,0.274000000000000,8,12,1,0.000069444451688,1.073099970820000
-1,Baton_Rouge,14,30.383590000000002,-91.140879999999996,20,18,0.900000000000000,30.447963000000001,-91.188980000000001,North America,8.515300000000000,28.749900000000000,0.296200000000000,,,,,
-1,Baton_Rouge,15,30.382410000000000,-91.133640000000000,20,17,0.850000000000000,30.447963000000001,-91.188980000000001,North America,9.016200000000000,28.749900000000000,0.313600000000000,9,14,1,0.000069444451688,1.071699976920000
-1,Baton_Rouge,16,30.376930000000002,-91.132710000000003,18,18,1.000000000000000,30.447963000000001,-91.188980000000001,North America,9.565700000000000,28.749900000000000,0.332700000000000,10,15,1,0.000069444451688,1.074599981310000
-1,Baton_Rouge,17,30.374659999999999,-91.130150000000000,20,13,0.650000000000000,30.447963000000001,-91.188980000000001,North America,9.912900000000000,28.749900000000000,0.344800000000000,11,16,1,0.000069444451688,1.073799967770000
-1,Baton_Rouge,18,30.368099999999998,-91.127399999999994,19,14,0.737000000000000,30.447963000000001,-91.188980000000001,North America,10.664700000000000,28.749900000000000,0.370900000000000,,,,,
-1,Baton_Rouge,19,30.366599999999998,-91.125010000000003,20,13,0.650000000000000,30.447963000000001,-91.188980000000001,North America,10.930999999999999,28.749900000000000,0.380200000000000,12,18,1,0.000069444451688,1.070899963380000
-1,Baton_Rouge,20,30.361930000000001,-91.122249999999994,20,15,0.750000000000000,30.447963000000001,-91.188980000000001,North America,11.509600000000001,28.749900000000000,0.400300000000000,13,19,1,0.000069444451688,1.072399973870000
-1,Baton_Rouge,21,30.359510000000000,-91.118610000000004,20,18,0.900000000000000,30.447963000000001,-91.188980000000001,North America,11.928200000000000,28.749900000000000,0.414900000000000,,,,,
-1,Baton_Rouge,22,30.355630000000001,-91.115309999999994,20,16,0.800000000000000,30.447963000000001,-91.188980000000001,North America,12.463100000000001,28.749900000000000,0.433500000000000,14,21,1,0.000069444451688,1.073799967770000
-1,Baton_Rouge,23,30.351150000000001,-91.113950000000003,20,15,0.750000000000000,30.447963000000001,-91.188980000000001,North America,12.948700000000001,28.749900000000000,0.450400000000000,,,,,
-1,Baton_Rouge,24,30.347719999999999,-91.108540000000005,19,16,0.842000000000000,30.447963000000001,-91.188980000000001,North America,13.555999999999999,28.749900000000000,0.471500000000000,15,23,1,0.000069444451688,1.072999954220000
-1,Baton_Rouge,25,30.344880000000000,-91.105999999999995,20,18,0.900000000000000,30.447963000000001,-91.188980000000001,North America,13.954400000000000,28.749900000000000,0.485400000000000,16,24,1,0.000069444451688,1.072199940680000
-1,Baton_Rouge,26,30.339459999999999,-91.105850000000004,20,14,0.700000000000000,30.447963000000001,-91.188980000000001,North America,14.461600000000001,28.749900000000000,0.503000000000000,17,25,1,0.000069444451688,1.075899958610000
-1,Baton_Rouge,27,30.337569999999999,-91.109539999999996,20,17,0.850000000000000,30.447963000000001,-91.188980000000001,North America,14.447699999999999,28.749900000000000,0.502500000000000,18,26,1,0.000069444451688,1.073799967770000
-1,Baton_Rouge,28,30.325500000000002,-91.117369999999994,15,14,0.933000000000000,30.447963000000001,-91.188980000000001,North America,15.251600000000000,28.749900000000000,0.530500000000000,19,27,1,0.000069444451688,1.075399994850000
-1,Baton_Rouge,29,30.309439999999999,-91.123710000000003,20,20,1.000000000000000,30.447963000000001,-91.188980000000001,North America,16.626999999999999,28.749900000000000,0.578300000000000,20,28,1,0.000069444451688,1.075299978260000
-1,Baton_Rouge,30,30.305430000000001,-91.121219999999994,20,20,1.000000000000000,30.447963000000001,-91.188980000000001,North America,17.130099999999999,28.749900000000000,0.595800000000000,21,29,1,0.000069444451688,1.076099991800000
-1,Baton_Rouge,31,30.299550000000000,-91.118319999999997,20,20,1.000000000000000,30.447963000000001,-91.188980000000001,North America,17.840699999999998,28.749900000000000,0.620500000000000,22,30,1,0.000069444451688,1.075399994850000
-1,Baton_Rouge,32,30.294090000000001,-91.115759999999995,20,20,1.000000000000000,30.447963000000001,-91.188980000000001,North America,18.495699999999999,28.749900000000000,0.643300000000000,23,31,1,0.000069444451688,1.075299978260000
-1,Baton_Rouge,33,30.288499999999999,-91.113140000000001,20,18,0.900000000000000,30.447963000000001,-91.188980000000001,North America,19.166200000000000,28.749900000000000,0.666700000000000,24,32,1,0.000069444451688,1.075299978260000
-1,Baton_Rouge,34,30.283680000000000,-91.110870000000006,20,20,1.000000000000000,30.447963000000001,-91.188980000000001,North America,19.744800000000001,28.749900000000000,0.686800000000000,,,,,
-1,Baton_Rouge,35,30.277460000000001,-91.107939999999999,19,19,1.000000000000000,30.447963000000001,-91.188980000000001,North America,20.491499999999998,28.749900000000000,0.712800000000000,25,34,1,0.000069444451688,1.077399969100000
-1,Baton_Rouge,36,30.270689999999998,-91.104749999999996,20,15,0.750000000000000,30.447963000000001,-91.188980000000001,North America,21.304200000000002,28.749900000000000,0.741000000000000,26,35,1,0.000069444451688,1.078099966050000
-1,Baton_Rouge,37,30.263839999999998,-91.101619999999997,20,17,0.850000000000000,30.447963000000001,-91.188980000000001,North America,22.123000000000001,28.749900000000000,0.769500000000000,27,36,1,0.000069444451688,1.080399990080000
-1,Baton_Rouge,38,30.258790000000001,-91.098179999999999,20,18,0.900000000000000,30.447963000000001,-91.188980000000001,North America,22.768000000000001,28.749900000000000,0.791900000000000,28,37,1,0.000069444451688,1.078099966050000
-1,Baton_Rouge,39,30.252900000000000,-91.093480000000000,20,19,0.950000000000000,30.447963000000001,-91.188980000000001,North America,23.546399999999998,28.749900000000000,0.819000000000000,29,38,1,0.000069444451688,1.078899979590000
-1,Baton_Rouge,40,30.250900000000001,-91.085639999999998,20,20,1.000000000000000,30.447963000000001,-91.188980000000001,North America,24.051700000000000,28.749900000000000,0.836600000000000,30,39,1,0.000069444451688,1.078899979590000
-1,Baton_Rouge,41,30.248989999999999,-91.077809999999999,20,20,1.000000000000000,30.447963000000001,-91.188980000000001,North America,24.562200000000001,28.749900000000000,0.854300000000000,31,40,1,0.000069444451688,1.079599976540000
-1,Baton_Rouge,42,30.246820000000000,-91.070200000000000,20,19,0.950000000000000,30.447963000000001,-91.188980000000001,North America,25.102900000000002,28.749900000000000,0.873100000000000,32,41,1,0.000069444451688,1.079399943350000
-1,Baton_Rouge,43,30.243430000000000,-91.057749999999999,19,19,1.000000000000000,30.447963000000001,-91.188980000000001,North America,25.996700000000001,28.749900000000000,0.904200000000000,33,42,1,0.000069444451688,1.081499934200000
-1,Baton_Rouge,44,30.241019999999999,-91.050889999999995,20,18,0.900000000000000,30.447963000000001,-91.188980000000001,North America,26.553799999999999,28.749900000000000,0.923600000000000,34,43,1,0.000069444451688,1.082299947740000
-1,Baton_Rouge,45,30.233000000000001,-91.022509999999997,20,17,0.850000000000000,30.447963000000001,-91.188980000000001,North America,28.749900000000000,28.749900000000000,1.000000000000000,35,44,1,0.000069444451688,1.080699920650000
