OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,fredericton_010028_20180110_LST_pcs_OID,fredericton_010028_20180110_LST_pcs_FID_,fredericton_010028_20180110_LST_pcs_COUNT,fredericton_010028_20180110_LST_pcs_AREA,fredericton_010028_20180110_LST_pcs_MEAN
-1,Fredericton,1,45.963979999999999,-66.649760000000001,20,1,0.050000000000000,45.962040999999999,-66.643934000000002,Canada,North America,0.499300000000000,11.910200000000000,0.041900000000000,100.000000000000000,0,0,0,35,31500.000000000000000,-7.930660162840000
-1,Fredericton,2,45.963940000000001,-66.649500000000003,20,3,0.150000000000000,45.962040999999999,-66.643934000000002,Canada,North America,0.479200000000000,11.910200000000000,0.040200000000000,100.000000000000000,1,1,1,4,3600.000000000000000,-8.262637709240000
-1,Fredericton,3,45.963180000000001,-66.646209999999996,20,3,0.150000000000000,45.962040999999999,-66.643934000000002,Canada,North America,0.216800000000000,11.910200000000000,0.018200000000000,100.000000000000000,2,2,2,37,33300.000000000000000,-7.427898428790000
-1,Fredericton,4,45.963839999999998,-66.642820000000000,20,4,0.200000000000000,45.962040999999999,-66.643934000000002,Canada,North America,0.217800000000000,11.910200000000000,0.018300000000000,100.000000000000000,3,3,3,34,30600.000000000000000,-8.032001187870000
-1,Fredericton,5,45.962539999999997,-66.641409999999993,20,0,0.000000000000000,45.962040999999999,-66.643934000000002,Canada,North America,0.202800000000000,11.910200000000000,0.017000000000000,100.000000000000000,4,4,4,34,30600.000000000000000,-8.096251706760000
-1,Fredericton,6,45.959930000000000,-66.636640000000000,20,5,0.250000000000000,45.962040999999999,-66.643934000000002,Canada,North America,0.610700000000000,11.910200000000000,0.051300000000000,100.000000000000000,5,5,5,35,31500.000000000000000,-7.887049880550000
-1,Fredericton,8,45.956370000000000,-66.636489999999995,20,3,0.150000000000000,45.962040999999999,-66.643934000000002,Canada,North America,0.853700000000000,11.910200000000000,0.071700000000000,100.000000000000000,7,6,7,35,31500.000000000000000,-7.434862413290000
-1,Fredericton,9,45.954819999999998,-66.634540000000001,20,2,0.100000000000000,45.962040999999999,-66.643934000000002,Canada,North America,1.082600000000000,11.910200000000000,0.090900000000000,100.000000000000000,8,7,8,37,33300.000000000000000,-7.286757227630000
-1,Fredericton,10,45.953009999999999,-66.632429999999999,20,3,0.150000000000000,45.962040999999999,-66.643934000000002,Canada,North America,1.341400000000000,11.910200000000000,0.112600000000000,100.000000000000000,9,8,9,32,28800.000000000000000,-7.795593964150000
-1,Fredericton,11,45.951990000000002,-66.632400000000004,20,4,0.200000000000000,45.962040999999999,-66.643934000000002,Canada,North America,1.429700000000000,11.910200000000000,0.120000000000000,100.000000000000000,10,9,10,26,23400.000000000000000,-8.012542379039999
-1,Fredericton,12,45.947830000000003,-66.632279999999994,20,3,0.150000000000000,45.962040999999999,-66.643934000000002,Canada,North America,1.819000000000000,11.910200000000000,0.152700000000000,100.000000000000000,11,10,11,35,31500.000000000000000,-8.890785140760000
