OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,sioux_falls_029030_20170112_LST_pcs_OID,sioux_falls_029030_20170112_LST_pcs_FID_,sioux_falls_029030_20170112_LST_pcs_COUNT,sioux_falls_029030_20170112_LST_pcs_AREA,sioux_falls_029030_20170112_LST_pcs_MEAN
-1,Sioux_Falls,1,43.533000000000001,-96.736161100000004,15,2,0.133000000000000,43.546025999999998,-96.728260000000006,USA,North America,1.582300000000000,14.318700000000000,0.110500000000000,100.000000000000000,0,0,0,37,33300.000000000000000,-5.984875189980000
-1,Sioux_Falls,2,43.533233299999999,-96.739930599999994,15,2,0.133000000000000,43.546025999999998,-96.728260000000006,USA,North America,1.705400000000000,14.318700000000000,0.119100000000000,100.000000000000000,1,1,1,36,32400.000000000000000,-6.262823071830000
-1,Sioux_Falls,3,43.532750000000000,-96.746130600000001,15,2,0.133000000000000,43.546025999999998,-96.728260000000006,USA,North America,2.062600000000000,14.318700000000000,0.144000000000000,100.000000000000000,2,2,2,37,33300.000000000000000,-6.132851281500000
-1,Sioux_Falls,4,43.533402799999998,-96.750174999999999,15,5,0.333000000000000,43.546025999999998,-96.728260000000006,USA,North America,2.256200000000000,14.318700000000000,0.157600000000000,100.000000000000000,3,3,3,35,31500.000000000000000,-6.482359308760000
-1,Sioux_Falls,5,43.533261099999997,-96.755372199999996,15,4,0.267000000000000,43.546025999999998,-96.728260000000006,USA,North America,2.605900000000000,14.318700000000000,0.182000000000000,100.000000000000000,4,4,4,35,31500.000000000000000,-6.862505569470000
-1,Sioux_Falls,6,43.532947200000002,-96.792191700000004,15,14,0.933000000000000,43.546025999999998,-96.728260000000006,USA,North America,5.354500000000000,14.318700000000000,0.374000000000000,100.000000000000000,5,5,5,35,31500.000000000000000,-6.658287014950000
-1,Sioux_Falls,7,43.533205600000002,-96.796119399999995,15,1,0.067000000000000,43.546025999999998,-96.728260000000006,USA,North America,5.652500000000000,14.318700000000000,0.394800000000000,100.000000000000000,6,6,6,33,29700.000000000000000,-6.801196318180000
-1,Sioux_Falls,8,43.533152800000003,-96.815383299999993,15,2,0.133000000000000,43.546025999999998,-96.728260000000006,USA,North America,7.167000000000000,14.318700000000000,0.500500000000000,100.000000000000000,7,7,7,34,30600.000000000000000,-6.190881589160000
-1,Sioux_Falls,9,43.532866700000000,-96.824797200000006,15,0,0.000000000000000,43.546025999999998,-96.728260000000006,USA,North America,7.917800000000000,14.318700000000000,0.553000000000000,100.000000000000000,8,8,8,35,31500.000000000000000,-6.107256157800000
-1,Sioux_Falls,10,43.532841699999999,-96.828408300000007,15,1,0.067000000000000,43.546025999999998,-96.728260000000006,USA,North America,8.204499999999999,14.318700000000000,0.573000000000000,100.000000000000000,9,9,9,32,28800.000000000000000,-5.956603613220000
-1,Sioux_Falls,11,43.532955600000001,-96.828208300000000,15,1,0.067000000000000,43.546025999999998,-96.728260000000006,USA,North America,8.186400000000001,14.318700000000000,0.571700000000000,100.000000000000000,10,10,10,7,6300.000000000000000,-5.903023123750000
-1,Sioux_Falls,12,43.532874999999997,-96.837088899999998,15,2,0.133000000000000,43.546025999999998,-96.728260000000006,USA,North America,8.893200000000000,14.318700000000000,0.621100000000000,100.000000000000000,11,11,11,35,31500.000000000000000,-6.275741976300000
-1,Sioux_Falls,13,43.532641699999999,-96.840033300000002,15,2,0.133000000000000,43.546025999999998,-96.728260000000006,USA,North America,9.131600000000001,14.318700000000000,0.637700000000000,100.000000000000000,12,12,12,35,31500.000000000000000,-7.356612258610000
-1,Sioux_Falls,14,43.531452799999997,-96.855474999999998,15,0,0.000000000000000,43.546025999999998,-96.728260000000006,USA,North America,10.381600000000001,14.318700000000000,0.725000000000000,100.000000000000000,13,13,13,35,31500.000000000000000,-6.595281032010000
-1,Sioux_Falls,15,43.533019400000001,-96.864083300000004,15,0,0.000000000000000,43.546025999999998,-96.728260000000006,USA,North America,11.043200000000001,14.318700000000000,0.771200000000000,100.000000000000000,14,14,14,36,32400.000000000000000,-6.632239804660000
-1,Sioux_Falls,16,43.529655599999998,-96.890319399999996,15,10,0.667000000000000,43.546025999999998,-96.728260000000006,USA,North America,13.189399999999999,14.318700000000000,0.921100000000000,100.000000000000000,15,15,15,35,31500.000000000000000,-7.385059795570000
-1,Sioux_Falls,17,43.544899999999998,-96.710358299999996,15,0,0.000000000000000,43.546025999999998,-96.728260000000006,USA,North America,1.448200000000000,14.318700000000000,0.101100000000000,100.000000000000000,16,16,16,35,31500.000000000000000,-5.689943159280000
-1,Sioux_Falls,18,43.544905600000000,-96.710366699999994,15,0,0.000000000000000,43.546025999999998,-96.728260000000006,USA,North America,1.447500000000000,14.318700000000000,0.101100000000000,100.000000000000000,17,17,17,1,900.000000000000000,-6.046238078840000
-1,Sioux_Falls,19,43.544872200000000,-96.708213900000004,15,2,0.133000000000000,43.546025999999998,-96.728260000000006,USA,North America,1.620700000000000,14.318700000000000,0.113200000000000,100.000000000000000,18,18,18,34,30600.000000000000000,-5.817051244760000
-1,Sioux_Falls,20,43.544894399999997,-96.702011100000007,15,6,0.400000000000000,43.546025999999998,-96.728260000000006,USA,North America,2.119300000000000,14.318700000000000,0.148000000000000,100.000000000000000,19,19,19,35,31500.000000000000000,-6.386485246090000
-1,Sioux_Falls,21,43.544802799999999,-96.699455599999993,15,2,0.133000000000000,43.546025999999998,-96.728260000000006,USA,North America,2.325500000000000,14.318700000000000,0.162400000000000,100.000000000000000,20,20,20,35,31500.000000000000000,-6.727733018650000
-1,Sioux_Falls,22,43.544791699999998,-96.697197200000005,15,0,0.000000000000000,43.546025999999998,-96.728260000000006,USA,North America,2.507300000000000,14.318700000000000,0.175100000000000,100.000000000000000,21,21,21,34,30600.000000000000000,-6.833961781340000
-1,Sioux_Falls,23,43.543944400000001,-96.695502800000000,15,0,0.000000000000000,43.546025999999998,-96.728260000000006,USA,North America,2.650300000000000,14.318700000000000,0.185100000000000,100.000000000000000,22,22,22,29,26100.000000000000000,-6.661304471100000
-1,Sioux_Falls,24,43.543727799999999,-96.691086100000007,15,3,0.200000000000000,43.546025999999998,-96.728260000000006,USA,North America,3.007000000000000,14.318700000000000,0.210000000000000,100.000000000000000,23,23,23,34,30600.000000000000000,-6.604257424160000
-1,Sioux_Falls,25,43.544094399999999,-96.688919400000003,15,3,0.200000000000000,43.546025999999998,-96.728260000000006,USA,North America,3.178000000000000,14.318700000000000,0.221900000000000,100.000000000000000,24,24,24,34,30600.000000000000000,-6.759493935660000
-1,Sioux_Falls,26,43.543908299999998,-96.685219399999994,15,3,0.200000000000000,43.546025999999998,-96.728260000000006,USA,North America,3.477000000000000,14.318700000000000,0.242800000000000,100.000000000000000,25,25,25,37,33300.000000000000000,-6.702253466430000
-1,Sioux_Falls,28,43.543891700000003,-96.676108299999996,15,1,0.067000000000000,43.546025999999998,-96.728260000000006,USA,North America,4.210000000000000,14.318700000000000,0.294000000000000,100.000000000000000,27,26,27,33,29700.000000000000000,-6.365720974470000
-1,Sioux_Falls,29,43.546586099999999,-96.670775000000006,15,1,0.067000000000000,43.546025999999998,-96.728260000000006,USA,North America,4.633500000000000,14.318700000000000,0.323600000000000,100.000000000000000,28,27,28,35,31500.000000000000000,-6.547045463110000
-1,Sioux_Falls,30,43.545852799999999,-96.667824999999993,15,0,0.000000000000000,43.546025999999998,-96.728260000000006,USA,North America,4.870900000000000,14.318700000000000,0.340200000000000,100.000000000000000,29,28,29,35,31500.000000000000000,-7.181520593940000
-1,Sioux_Falls,31,43.545855600000003,-96.657822199999998,15,0,0.000000000000000,43.546025999999998,-96.728260000000006,USA,North America,5.677100000000000,14.318700000000000,0.396500000000000,100.000000000000000,30,29,30,35,31500.000000000000000,-6.246474613530000
-1,Sioux_Falls,32,43.544230599999999,-96.650719400000000,15,0,0.000000000000000,43.546025999999998,-96.728260000000006,USA,North America,6.252800000000000,14.318700000000000,0.436700000000000,100.000000000000000,31,30,31,37,33300.000000000000000,-7.737820865160000
-1,Sioux_Falls,33,43.543938900000001,-96.635850000000005,15,1,0.067000000000000,43.546025999999998,-96.728260000000006,USA,North America,7.451700000000000,14.318700000000000,0.520400000000000,100.000000000000000,32,31,32,37,33300.000000000000000,-7.148517353300000
-1,Sioux_Falls,34,43.542663900000001,-96.622977800000001,15,0,0.000000000000000,43.546025999999998,-96.728260000000006,USA,North America,8.493800000000000,14.318700000000000,0.593200000000000,100.000000000000000,33,32,33,36,32400.000000000000000,-6.740619011370000
-1,Sioux_Falls,35,43.542769399999997,-96.610641700000002,15,0,0.000000000000000,43.546025999999998,-96.728260000000006,USA,North America,9.486800000000001,14.318700000000000,0.662500000000000,100.000000000000000,34,33,34,36,32400.000000000000000,-7.486792850180000
-1,Sioux_Falls,36,43.543963900000001,-96.573691699999998,15,1,0.067000000000000,43.546025999999998,-96.728260000000006,USA,North America,12.460000000000001,14.318700000000000,0.870200000000000,100.000000000000000,35,34,35,35,31500.000000000000000,-6.712714027980000
-1,Sioux_Falls,37,43.543655600000001,-96.571105599999996,15,2,0.133000000000000,43.546025999999998,-96.728260000000006,USA,North America,12.669100000000000,14.318700000000000,0.884800000000000,100.000000000000000,36,35,36,36,32400.000000000000000,-7.014845633180000
-1,Sioux_Falls,38,43.543908299999998,-96.550627800000001,15,7,0.467000000000000,43.546025999999998,-96.728260000000006,USA,North America,14.318700000000000,14.318700000000000,1.000000000000000,100.000000000000000,37,36,37,32,28800.000000000000000,-7.648377572390000
