OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,albuquerque_034036_20170131_LST_pcs_OID,albuquerque_034036_20170131_LST_pcs_FID_,albuquerque_034036_20170131_LST_pcs_COUNT,albuquerque_034036_20170131_LST_pcs_AREA,albuquerque_034036_20170131_LST_pcs_MEAN
-1,Albuquerque,1,35.082999999999998,-106.614999999999995,20,4,0.200000000000000,35.084384999999997,-106.650420999999994,North America,3.226700000000000,19.152300000000000,0.168500000000000,100.000000000000000,0,0,0,37,33300.000000000000000,14.096628237799999
-1,Albuquerque,2,35.085999999999999,-106.619000000000000,20,5,0.250000000000000,35.084384999999997,-106.650420999999994,North America,2.864700000000000,19.152300000000000,0.149600000000000,100.000000000000000,1,1,1,36,32400.000000000000000,13.311933294799999
-1,Albuquerque,3,35.091999999999999,-106.620999999999995,20,7,0.350000000000000,35.084384999999997,-106.650420999999994,North America,2.807700000000000,19.152300000000000,0.146600000000000,100.000000000000000,2,2,2,32,28800.000000000000000,14.330525393000000
-1,Albuquerque,4,35.098999999999997,-106.634500000000003,20,5,0.250000000000000,35.084384999999997,-106.650420999999994,North America,2.177000000000000,19.152300000000000,0.113700000000000,100.000000000000000,3,3,3,35,31500.000000000000000,14.213366899900000
-1,Albuquerque,5,35.100999999999999,-106.638499999999993,20,11,0.550000000000000,35.084384999999997,-106.650420999999994,North America,2.142300000000000,19.152300000000000,0.111900000000000,100.000000000000000,4,4,4,35,31500.000000000000000,14.128187372399999
-1,Albuquerque,6,35.107999999999997,-106.635999999999996,20,5,0.250000000000000,35.084384999999997,-106.650420999999994,North America,2.935400000000000,19.152300000000000,0.153300000000000,100.000000000000000,5,5,5,34,30600.000000000000000,11.433423424900001
-1,Albuquerque,7,35.104999999999997,-106.646000000000001,20,10,0.500000000000000,35.084384999999997,-106.650420999999994,North America,2.327300000000000,19.152300000000000,0.121500000000000,100.000000000000000,6,6,6,36,32400.000000000000000,13.630884933300001
-1,Albuquerque,8,35.107999999999997,-106.641999999999996,20,6,0.300000000000000,35.084384999999997,-106.650420999999994,North America,2.735300000000000,19.152300000000000,0.142800000000000,100.000000000000000,7,7,7,34,30600.000000000000000,13.082688321299999
-1,Albuquerque,9,35.112000000000002,-106.661000000000001,20,9,0.450000000000000,35.084384999999997,-106.650420999999994,North America,3.217900000000000,19.152300000000000,0.168000000000000,100.000000000000000,8,8,8,35,31500.000000000000000,13.163110224100000
-1,Albuquerque,10,35.118000000000002,-106.651499999999999,20,3,0.150000000000000,35.084384999999997,-106.650420999999994,North America,3.739100000000000,19.152300000000000,0.195200000000000,100.000000000000000,9,9,9,36,32400.000000000000000,12.157337649800001
-1,Albuquerque,11,35.119000000000000,-106.662000000000006,20,2,0.100000000000000,35.084384999999997,-106.650420999999994,North America,3.990500000000000,19.152300000000000,0.208400000000000,100.000000000000000,10,10,10,32,28800.000000000000000,12.223546207600000
-1,Albuquerque,12,35.127000000000002,-106.664000000000001,20,6,0.300000000000000,35.084384999999997,-106.650420999999994,North America,4.896900000000000,19.152300000000000,0.255700000000000,100.000000000000000,11,11,11,35,31500.000000000000000,13.777553953700000
-1,Albuquerque,13,35.128000000000000,-106.671999999999997,20,9,0.450000000000000,35.084384999999997,-106.650420999999994,North America,5.232000000000000,19.152300000000000,0.273200000000000,100.000000000000000,12,12,12,35,31500.000000000000000,12.512436571400000
-1,Albuquerque,14,35.085999999999999,-106.629800000000003,20,5,0.250000000000000,35.084384999999997,-106.650420999999994,North America,1.884900000000000,19.152300000000000,0.098400000000000,100.000000000000000,13,13,13,35,31500.000000000000000,13.304174691900000
-1,Albuquerque,15,35.084000000000003,-106.626000000000005,20,8,0.400000000000000,35.084384999999997,-106.650420999999994,North America,2.222500000000000,19.152300000000000,0.116000000000000,100.000000000000000,14,14,14,35,31500.000000000000000,13.273862108800000
-1,Albuquerque,16,35.139000000000003,-106.655000000000001,20,4,0.200000000000000,35.084384999999997,-106.650420999999994,North America,6.087200000000000,19.152300000000000,0.317800000000000,100.000000000000000,15,15,15,37,33300.000000000000000,12.128158656100000
-1,Albuquerque,17,35.185000000000002,-106.694999999999993,20,5,0.250000000000000,35.084384999999997,-106.650420999999994,North America,11.899699999999999,19.152300000000000,0.621300000000000,100.000000000000000,16,16,16,36,32400.000000000000000,14.742933281499999
-1,Albuquerque,18,35.151000000000003,-106.742000000000004,20,1,0.050000000000000,35.084384999999997,-106.650420999999994,North America,11.146699999999999,19.152300000000000,0.582000000000000,100.000000000000000,17,17,17,36,32400.000000000000000,14.696084511400000
-1,Albuquerque,19,35.192000000000000,-106.742000000000004,20,2,0.100000000000000,35.084384999999997,-106.650420999999994,North America,14.578600000000000,19.152300000000000,0.761200000000000,100.000000000000000,18,18,18,36,32400.000000000000000,14.686182490400000
-1,Albuquerque,20,35.192000000000000,-106.730000000000004,20,3,0.150000000000000,35.084384999999997,-106.650420999999994,North America,13.984100000000000,19.152300000000000,0.730200000000000,100.000000000000000,19,19,19,36,32400.000000000000000,14.540714990300000
-1,Albuquerque,21,35.195000000000000,-106.727000000000004,20,4,0.200000000000000,35.084384999999997,-106.650420999999994,North America,14.134100000000000,19.152300000000000,0.738000000000000,100.000000000000000,20,20,20,35,31500.000000000000000,14.139149289200001
-1,Albuquerque,22,35.198000000000000,-106.733999999999995,20,1,0.050000000000000,35.084384999999997,-106.650420999999994,North America,14.743100000000000,19.152300000000000,0.769800000000000,100.000000000000000,21,21,21,36,32400.000000000000000,14.392962471000001
-1,Albuquerque,23,35.198000000000000,-106.740600000000001,20,2,0.100000000000000,35.084384999999997,-106.650420999999994,North America,15.061199999999999,19.152300000000000,0.786400000000000,100.000000000000000,22,22,22,35,31500.000000000000000,14.779802456300001
