OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,leiden_198024_20170213_LST_pcs_OID,leiden_198024_20170213_LST_pcs_FID_,leiden_198024_20170213_LST_pcs_COUNT,leiden_198024_20170213_LST_pcs_AREA,leiden_198024_20170213_LST_pcs_MEAN
-1,Leiden,1,52.160299999999999,4.481400000000000,20,2,0.100000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,0.603300000000000,7.263600000000000,0.083100000000000,100.000000000000000,0,0,0,32,28800.000000000000000,3.219350622930000
-1,Leiden,2,52.161600000000000,4.482100000000000,20,4,0.200000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,0.552000000000000,7.263600000000000,0.076000000000000,100.000000000000000,1,1,1,30,27000.000000000000000,3.438638875300000
-1,Leiden,3,52.164200000000001,4.485700000000000,19,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,0.460000000000000,7.263600000000000,0.063300000000000,100.000000000000000,2,2,2,37,33300.000000000000000,3.348612058440000
-1,Leiden,4,52.165599999999998,4.492200000000000,20,2,0.100000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,0.520500000000000,7.263600000000000,0.071700000000000,100.000000000000000,3,3,3,32,28800.000000000000000,2.636092762640000
-1,Leiden,5,52.163899999999998,4.496300000000000,19,4,0.211000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,0.523000000000000,7.263600000000000,0.072000000000000,100.000000000000000,4,4,4,36,32400.000000000000000,2.964007805910000
-1,Leiden,6,52.163499999999999,4.499600000000000,20,1,0.050000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,0.698000000000000,7.263600000000000,0.096100000000000,100.000000000000000,5,5,5,35,31500.000000000000000,2.618229207810000
-1,Leiden,7,52.166100000000000,4.504500000000000,21,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,1.126200000000000,7.263600000000000,0.155000000000000,100.000000000000000,6,6,6,36,32400.000000000000000,2.580809482390000
-1,Leiden,8,52.167600000000000,4.506700000000000,20,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,1.340900000000000,7.263600000000000,0.184600000000000,100.000000000000000,7,7,7,32,28800.000000000000000,2.219110741500000
-1,Leiden,9,52.167900000000003,4.508700000000000,20,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,1.474500000000000,7.263600000000000,0.203000000000000,100.000000000000000,8,8,8,31,27900.000000000000000,2.548994359660000
-1,Leiden,10,52.168300000000002,4.510600000000000,17,1,0.059000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,1.608800000000000,7.263600000000000,0.221500000000000,100.000000000000000,9,9,9,26,23400.000000000000000,2.568676552780000
-1,Leiden,11,52.168799999999997,4.512800000000000,21,2,0.095000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,1.766700000000000,7.263600000000000,0.243200000000000,100.000000000000000,10,10,10,30,27000.000000000000000,2.157021623740000
-1,Leiden,12,52.169300000000000,4.516000000000000,16,2,0.125000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,1.985400000000000,7.263600000000000,0.273300000000000,100.000000000000000,11,11,11,32,28800.000000000000000,2.362041578410000
-1,Leiden,13,52.167800000000000,4.521000000000000,20,2,0.100000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,2.232500000000000,7.263600000000000,0.307400000000000,100.000000000000000,12,12,12,37,33300.000000000000000,1.911349939890000
-1,Leiden,14,52.166300000000000,4.524200000000000,18,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,2.393600000000000,7.263600000000000,0.329500000000000,100.000000000000000,13,13,13,32,28800.000000000000000,2.006262710750000
-1,Leiden,15,52.166699999999999,4.526500000000000,14,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,2.556600000000000,7.263600000000000,0.352000000000000,100.000000000000000,14,14,14,33,29700.000000000000000,2.248470663010000
-1,Leiden,16,52.167800000000000,4.529000000000000,19,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,2.752800000000000,7.263600000000000,0.379000000000000,100.000000000000000,15,15,15,32,28800.000000000000000,2.202223635760000
-1,Leiden,17,52.168399999999998,4.535800000000000,16,3,0.188000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,3.217900000000000,7.263600000000000,0.443000000000000,100.000000000000000,16,16,16,35,31500.000000000000000,1.910552542200000
-1,Leiden,18,52.171399999999998,4.533700000000000,20,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,3.183800000000000,7.263600000000000,0.438300000000000,100.000000000000000,17,17,17,35,31500.000000000000000,2.136213629540000
-1,Leiden,19,52.171700000000001,4.535600000000000,19,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,3.316700000000000,7.263600000000000,0.456600000000000,100.000000000000000,18,18,18,27,24300.000000000000000,2.212271949160000
-1,Leiden,20,52.173299999999998,4.537400000000000,17,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,3.496800000000000,7.263600000000000,0.481400000000000,100.000000000000000,19,19,19,35,31500.000000000000000,1.929402823640000
-1,Leiden,21,52.175400000000003,4.540000000000000,20,7,0.350000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,3.753700000000000,7.263600000000000,0.516800000000000,100.000000000000000,20,20,20,35,31500.000000000000000,2.044135085350000
-1,Leiden,22,52.178899999999999,4.538500000000000,20,2,0.100000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,3.846300000000000,7.263600000000000,0.529500000000000,100.000000000000000,21,21,21,37,33300.000000000000000,1.439706711370000
