OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,toronto_018030_20150227_LST_pcs_OID,toronto_018030_20150227_LST_pcs_FID_,toronto_018030_20150227_LST_pcs_COUNT,toronto_018030_20150227_LST_pcs_AREA,toronto_018030_20150227_LST_pcs_MEAN
,Toronto,8,43.969569999999997,-79.512829999999994,20,9,0.450000000000000,43.653224999999999,-79.383185999999995,North America,36.681899999999999,47.583900000000000,0.770900000000000,100.000000000000000,7,0,7,37,33300.000000000000000,-11.854791745400000
,Toronto,9,43.957360000000001,-79.510639999999995,20,5,0.250000000000000,43.653224999999999,-79.383185999999995,North America,35.331099999999999,47.583900000000000,0.742500000000000,100.000000000000000,8,1,8,35,31500.000000000000000,-11.502967002000000
,Toronto,10,43.951949999999997,-79.509469999999993,20,11,0.550000000000000,43.653224999999999,-79.383185999999995,North America,34.728400000000001,47.583900000000000,0.729800000000000,100.000000000000000,9,2,9,35,31500.000000000000000,-11.818132590399999
,Toronto,11,43.942760000000000,-79.506829999999994,20,8,0.400000000000000,43.653224999999999,-79.383185999999995,North America,33.689500000000002,47.583900000000000,0.708000000000000,100.000000000000000,10,3,10,37,33300.000000000000000,-11.342256057200000
,Toronto,12,43.933860000000003,-79.504710000000003,20,5,0.250000000000000,43.653224999999999,-79.383185999999995,North America,32.694099999999999,47.583900000000000,0.687100000000000,100.000000000000000,11,4,11,34,30600.000000000000000,-11.191543354200000
,Toronto,13,43.924410000000002,-79.503060000000005,20,19,0.950000000000000,43.653224999999999,-79.383185999999995,North America,31.652500000000000,47.583900000000000,0.665200000000000,100.000000000000000,12,5,12,36,32400.000000000000000,-11.573482776600001
,Toronto,14,43.915880000000001,-79.500470000000007,20,9,0.450000000000000,43.653224999999999,-79.383185999999995,North America,30.686000000000000,47.583900000000000,0.644900000000000,100.000000000000000,13,6,13,36,32400.000000000000000,-12.424100606700000
,Toronto,15,43.906829999999999,-79.498739999999998,20,8,0.400000000000000,43.653224999999999,-79.383185999999995,North America,29.686299999999999,47.583900000000000,0.623900000000000,100.000000000000000,14,7,14,35,31500.000000000000000,-11.457473027600001
,Toronto,16,43.897559999999999,-79.496560000000002,20,6,0.300000000000000,43.653224999999999,-79.383185999999995,North America,28.653199999999998,47.583900000000000,0.602200000000000,100.000000000000000,15,8,15,36,32400.000000000000000,-10.642685779700001
,Toronto,17,43.888440000000003,-79.494349999999997,20,16,0.800000000000000,43.653224999999999,-79.383185999999995,North America,27.635899999999999,47.583900000000000,0.580800000000000,100.000000000000000,16,9,16,35,31500.000000000000000,-10.871658056999999
,Toronto,18,43.881100000000004,-79.492410000000007,20,16,0.800000000000000,43.653224999999999,-79.383185999999995,North America,26.813600000000001,47.583900000000000,0.563500000000000,100.000000000000000,17,10,17,34,30600.000000000000000,-10.720032509999999
,Toronto,19,43.870649999999998,-79.489609999999999,20,9,0.450000000000000,43.653224999999999,-79.383185999999995,North America,25.642700000000001,47.583900000000000,0.538900000000000,100.000000000000000,18,11,18,36,32400.000000000000000,-10.661832228400000
,Toronto,21,43.850380000000001,-79.485209999999995,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,23.404100000000000,47.583900000000000,0.491800000000000,100.000000000000000,20,12,20,37,33300.000000000000000,-9.159908354800001
,Toronto,22,43.835979999999999,-79.481830000000002,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,21.811699999999998,47.583900000000000,0.458400000000000,100.000000000000000,21,13,21,37,33300.000000000000000,-8.001609375219999
,Toronto,23,43.824179999999998,-79.479010000000002,20,6,0.300000000000000,43.653224999999999,-79.383185999999995,North America,20.509000000000000,47.583900000000000,0.431000000000000,100.000000000000000,22,14,22,32,28800.000000000000000,-8.235851825350000
,Toronto,24,43.813589999999998,-79.476429999999993,20,11,0.550000000000000,43.653224999999999,-79.383185999999995,North America,19.341600000000000,47.583900000000000,0.406500000000000,100.000000000000000,23,15,23,34,30600.000000000000000,-8.676053190770000
,Toronto,25,43.804560000000002,-79.474720000000005,20,7,0.350000000000000,43.653224999999999,-79.383185999999995,North America,18.364799999999999,47.583900000000000,0.385900000000000,100.000000000000000,24,16,24,35,31500.000000000000000,-9.327777469560001
,Toronto,26,43.792529999999999,-79.471829999999997,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,17.049399999999999,47.583900000000000,0.358300000000000,100.000000000000000,25,17,25,36,32400.000000000000000,-8.508479551100001
,Toronto,27,43.781370000000003,-79.471299999999999,20,8,0.400000000000000,43.653224999999999,-79.383185999999995,North America,15.911700000000000,47.583900000000000,0.334400000000000,100.000000000000000,26,18,26,35,31500.000000000000000,-9.082582891290000
,Toronto,28,43.772359999999999,-79.467990000000000,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,14.897800000000000,47.583900000000000,0.313100000000000,100.000000000000000,27,19,27,35,31500.000000000000000,-9.914653977030000
,Toronto,29,43.762650000000001,-79.465869999999995,20,9,0.450000000000000,43.653224999999999,-79.383185999999995,North America,13.864300000000000,47.583900000000000,0.291400000000000,100.000000000000000,28,20,28,36,32400.000000000000000,-8.685726841210000
,Toronto,30,43.751880000000000,-79.464039999999997,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,12.750900000000000,47.583900000000000,0.268000000000000,100.000000000000000,29,21,29,32,28800.000000000000000,-8.972433109540001
,Toronto,31,43.745269999999998,-79.436160000000001,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,11.085599999999999,47.583900000000000,0.233000000000000,100.000000000000000,30,22,30,36,32400.000000000000000,-8.768580410260000
,Toronto,32,43.736939999999997,-79.433539999999994,19,1,0.053000000000000,43.653224999999999,-79.383185999999995,North America,10.150900000000000,47.583900000000000,0.213300000000000,100.000000000000000,31,23,31,32,28800.000000000000000,-7.573643324950000
,Toronto,33,43.724860000000000,-79.430819999999997,19,7,0.368000000000000,43.653224999999999,-79.383185999999995,North America,8.838400000000000,47.583900000000000,0.185700000000000,100.000000000000000,32,24,32,35,31500.000000000000000,-7.946012990180000
,Toronto,34,43.714790000000001,-79.428979999999996,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,7.773300000000000,47.583900000000000,0.163400000000000,100.000000000000000,33,25,33,35,31500.000000000000000,-7.792505062530000
,Toronto,35,43.704140000000002,-79.426659999999998,20,11,0.550000000000000,43.653224999999999,-79.383185999999995,North America,6.654000000000000,47.583900000000000,0.139800000000000,100.000000000000000,34,26,34,35,31500.000000000000000,-8.017881345859999
,Toronto,36,43.694159999999997,-79.422970000000007,20,8,0.400000000000000,43.653224999999999,-79.383185999999995,North America,5.563800000000000,47.583900000000000,0.116900000000000,100.000000000000000,35,27,35,35,31500.000000000000000,-7.451302061580000
,Toronto,37,43.683149999999998,-79.419749999999993,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,4.440900000000000,47.583900000000000,0.093300000000000,100.000000000000000,36,28,36,36,32400.000000000000000,-6.951788866260000
,Toronto,38,43.671990000000001,-79.414209999999997,20,1,0.050000000000000,43.653224999999999,-79.383185999999995,North America,3.253000000000000,47.583900000000000,0.068400000000000,100.000000000000000,37,29,37,37,33300.000000000000000,-6.590928812050000
,Toronto,39,43.663469999999997,-79.412009999999995,20,6,0.300000000000000,43.653224999999999,-79.383185999999995,North America,2.583500000000000,47.583900000000000,0.054300000000000,100.000000000000000,38,30,38,34,30600.000000000000000,-5.426402557140000
,Toronto,40,43.657200000000003,-79.407560000000004,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,2.010100000000000,47.583900000000000,0.042200000000000,100.000000000000000,39,31,39,35,31500.000000000000000,-6.392255843460000
,Toronto,41,43.649940000000001,-79.404769999999999,20,1,0.050000000000000,43.653224999999999,-79.383185999999995,North America,1.774500000000000,47.583900000000000,0.037300000000000,100.000000000000000,40,32,40,37,33300.000000000000000,-6.313458552230000
,Toronto,42,43.643000000000001,-79.403369999999995,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,1.982400000000000,47.583900000000000,0.041700000000000,100.000000000000000,41,33,41,35,31500.000000000000000,-6.445625282260000
,Toronto,43,43.634709999999998,-79.399199999999993,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,2.428800000000000,47.583900000000000,0.051000000000000,100.000000000000000,42,34,42,37,33300.000000000000000,-6.855639953130000
,Toronto,51,43.666770000000000,-79.588110000000000,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,16.553500000000000,47.583900000000000,0.347900000000000,100.000000000000000,43,35,43,36,32400.000000000000000,-9.110175236610001
,Toronto,52,43.653590000000001,-79.594830000000002,20,8,0.400000000000000,43.653224999999999,-79.383185999999995,North America,17.027400000000000,47.583900000000000,0.357800000000000,100.000000000000000,44,36,44,35,31500.000000000000000,-10.569170830899999
,Toronto,53,43.652540000000002,-79.612219999999994,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,18.426700000000000,47.583900000000000,0.387200000000000,100.000000000000000,45,37,45,35,31500.000000000000000,-9.818218204630000
,Toronto,54,43.649180000000001,-79.621009999999998,19,7,0.368000000000000,43.653224999999999,-79.383185999999995,North America,19.139600000000002,47.583900000000000,0.402200000000000,100.000000000000000,46,38,46,35,31500.000000000000000,-8.518024442210001
,Toronto,55,43.642280000000000,-79.630769999999998,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,19.957799999999999,47.583900000000000,0.419400000000000,100.000000000000000,47,39,47,35,31500.000000000000000,-7.067516960960000
,Toronto,56,43.635199999999998,-79.638880000000000,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,20.671800000000001,47.583900000000000,0.434400000000000,100.000000000000000,48,40,48,35,31500.000000000000000,-8.510251171429999
,Toronto,57,43.627589999999998,-79.650180000000006,19,2,0.105000000000000,43.653224999999999,-79.383185999999995,North America,21.673300000000001,47.583900000000000,0.455500000000000,100.000000000000000,49,41,49,32,28800.000000000000000,-8.150027598750000
,Toronto,58,43.622689999999999,-79.660399999999996,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,22.565300000000001,47.583900000000000,0.474200000000000,100.000000000000000,50,42,50,35,31500.000000000000000,-8.048757965200000
,Toronto,59,43.618690000000001,-79.670400000000001,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,23.430700000000002,47.583900000000000,0.492400000000000,100.000000000000000,51,43,51,34,30600.000000000000000,-7.495508004650000
,Toronto,60,43.614440000000002,-79.682220000000001,18,8,0.444000000000000,43.653224999999999,-79.383185999999995,North America,24.449300000000001,47.583900000000000,0.513800000000000,100.000000000000000,52,44,52,36,32400.000000000000000,-9.526529399639999
,Toronto,61,43.609740000000002,-79.688850000000002,20,6,0.300000000000000,43.653224999999999,-79.383185999999995,North America,25.071200000000001,47.583900000000000,0.526900000000000,100.000000000000000,53,45,53,35,31500.000000000000000,-8.564124339259999
,Toronto,63,43.588070000000002,-79.698099999999997,20,5,0.250000000000000,43.653224999999999,-79.383185999999995,North America,26.364500000000000,47.583900000000000,0.554100000000000,100.000000000000000,55,46,55,36,32400.000000000000000,-8.733243807270000
,Toronto,64,43.582500000000003,-79.705950000000001,20,8,0.400000000000000,43.653224999999999,-79.383185999999995,North America,27.146699999999999,47.583900000000000,0.570500000000000,100.000000000000000,56,47,56,35,31500.000000000000000,-8.990205108720000
,Toronto,65,43.565429999999999,-79.699939999999998,20,11,0.550000000000000,43.653224999999999,-79.383185999999995,North America,27.307099999999998,47.583900000000000,0.573900000000000,100.000000000000000,57,48,57,35,31500.000000000000000,-7.977538897160000
,Toronto,66,43.555970000000002,-79.710300000000004,17,5,0.294000000000000,43.653224999999999,-79.383185999999995,North America,28.472200000000001,47.583900000000000,0.598400000000000,100.000000000000000,58,49,58,37,33300.000000000000000,-8.023095008989999
,Toronto,67,43.546950000000002,-79.720380000000006,20,7,0.350000000000000,43.653224999999999,-79.383185999999995,North America,29.612300000000001,47.583900000000000,0.622300000000000,100.000000000000000,59,50,59,35,31500.000000000000000,-8.204260778329999
,Toronto,68,43.540540000000000,-79.726849999999999,20,7,0.350000000000000,43.653224999999999,-79.383185999999995,North America,30.379100000000001,47.583900000000000,0.638400000000000,100.000000000000000,60,51,60,35,31500.000000000000000,-7.613847166060000
,Toronto,69,43.523710000000001,-79.745800000000003,20,7,0.350000000000000,43.653224999999999,-79.383185999999995,North America,32.562500000000000,47.583900000000000,0.684300000000000,100.000000000000000,61,52,61,36,32400.000000000000000,-11.761507421499999
,Toronto,70,43.518129999999999,-79.752030000000005,19,8,0.421000000000000,43.653224999999999,-79.383185999999995,North America,33.289900000000003,47.583900000000000,0.699600000000000,100.000000000000000,62,53,62,35,31500.000000000000000,-11.167707412000000
,Toronto,71,43.501230000000000,-79.758470000000003,20,7,0.350000000000000,43.653224999999999,-79.383185999999995,North America,34.634500000000003,47.583900000000000,0.727900000000000,100.000000000000000,63,54,63,36,32400.000000000000000,-11.193578305500001
,Toronto,72,43.488360000000000,-79.752120000000005,20,12,0.600000000000000,43.653224999999999,-79.383185999999995,North America,34.921300000000002,47.583900000000000,0.733900000000000,100.000000000000000,64,55,64,35,31500.000000000000000,-11.803122294200000
,Toronto,73,43.478409999999997,-79.763140000000007,20,7,0.350000000000000,43.653224999999999,-79.383185999999995,North America,36.262900000000002,47.583900000000000,0.762100000000000,100.000000000000000,65,56,65,35,31500.000000000000000,-9.969426669690000
,Toronto,74,43.471040000000002,-79.771220000000000,17,7,0.412000000000000,43.653224999999999,-79.383185999999995,North America,37.255000000000003,47.583900000000000,0.782900000000000,100.000000000000000,66,57,66,35,31500.000000000000000,-11.615052282100001
,Toronto,75,43.457529999999998,-79.754599999999996,20,11,0.550000000000000,43.653224999999999,-79.383185999999995,North America,37.004199999999997,47.583900000000000,0.777700000000000,100.000000000000000,67,58,67,35,31500.000000000000000,-11.266411527700001
,Toronto,76,43.442169999999997,-79.773510000000002,20,8,0.400000000000000,43.653224999999999,-79.383185999999995,North America,39.247300000000003,47.583900000000000,0.824800000000000,100.000000000000000,68,59,68,37,33300.000000000000000,-11.319224986500000
,Toronto,77,43.446350000000002,-79.797899999999998,18,8,0.444000000000000,43.653224999999999,-79.383185999999995,North America,40.573500000000003,47.583900000000000,0.852700000000000,100.000000000000000,69,60,69,34,30600.000000000000000,-11.972342832700001
,Toronto,78,43.436979999999998,-79.808239999999998,19,8,0.421000000000000,43.653224999999999,-79.383185999999995,North America,41.854599999999998,47.583900000000000,0.879600000000000,100.000000000000000,70,61,70,32,28800.000000000000000,-12.029789731199999
,Toronto,79,43.436660000000003,-79.825040000000001,20,10,0.500000000000000,43.653224999999999,-79.383185999999995,North America,42.989899999999999,47.583900000000000,0.903500000000000,100.000000000000000,71,62,71,34,30600.000000000000000,-12.082262848099999
