OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,talca_233085_20160709_LST_pcs_OID,talca_233085_20160709_LST_pcs_FID_,talca_233085_20160709_LST_pcs_COUNT,talca_233085_20160709_LST_pcs_AREA,talca_233085_20160709_LST_pcs_MEAN
-1,Talca,1,-35.426400000000001,-71.665859999999995,20,14,0.700000000000000,-35.427525000000003,-71.654906999999994,South America,1.000300000000000,14.086700000000000,0.071000000000000,100.000000000000000,0,0,0,35,31500.000000000000000,11.368817035099999
-1,Talca,2,-35.428339999999999,-71.667040000000000,20,19,0.950000000000000,-35.427525000000003,-71.654906999999994,South America,1.103100000000000,14.086700000000000,0.078300000000000,100.000000000000000,1,1,1,35,31500.000000000000000,10.985865419600000
-1,Talca,4,-35.429560000000002,-71.672319999999999,20,16,0.800000000000000,-35.427525000000003,-71.654906999999994,South America,1.593900000000000,14.086700000000000,0.113100000000000,100.000000000000000,3,2,3,35,31500.000000000000000,11.514610682100001
-1,Talca,5,-35.429420000000000,-71.675659999999993,20,10,0.500000000000000,-35.427525000000003,-71.654906999999994,South America,1.892100000000000,14.086700000000000,0.134300000000000,100.000000000000000,4,3,4,36,32400.000000000000000,12.255970742700001
-1,Talca,6,-35.431570000000001,-71.676969999999997,20,15,0.750000000000000,-35.427525000000003,-71.654906999999994,South America,2.049000000000000,14.086700000000000,0.145500000000000,100.000000000000000,5,4,5,36,32400.000000000000000,11.966646348299999
-1,Talca,7,-35.433219999999999,-71.678039999999996,20,14,0.700000000000000,-35.427525000000003,-71.654906999999994,South America,2.189500000000000,14.086700000000000,0.155400000000000,100.000000000000000,6,5,6,35,31500.000000000000000,12.238096100000000
-1,Talca,8,-35.435440000000000,-71.679730000000006,20,17,0.850000000000000,-35.427525000000003,-71.654906999999994,South America,2.415100000000000,14.086700000000000,0.171400000000000,100.000000000000000,7,6,7,37,33300.000000000000000,12.504761488800000
-1,Talca,9,-35.437449999999998,-71.680580000000006,20,13,0.650000000000000,-35.427525000000003,-71.654906999999994,South America,2.574500000000000,14.086700000000000,0.182800000000000,100.000000000000000,8,7,8,35,31500.000000000000000,12.007550413700001
-1,Talca,10,-35.439380000000000,-71.682689999999994,20,14,0.700000000000000,-35.427525000000003,-71.654906999999994,South America,2.841400000000000,14.086700000000000,0.201700000000000,100.000000000000000,9,8,9,36,32400.000000000000000,11.843276061499999
-1,Talca,11,-35.441540000000003,-71.684280000000001,20,14,0.700000000000000,-35.427525000000003,-71.654906999999994,South America,3.083900000000000,14.086700000000000,0.218900000000000,100.000000000000000,10,9,10,37,33300.000000000000000,12.231307607500000
-1,Talca,12,-35.444209999999998,-71.685900000000004,20,8,0.400000000000000,-35.427525000000003,-71.654906999999994,South America,3.365500000000000,14.086700000000000,0.238900000000000,100.000000000000000,11,10,11,36,32400.000000000000000,11.997494815600000
-1,Talca,13,-35.446159999999999,-71.688000000000002,20,18,0.900000000000000,-35.427525000000003,-71.654906999999994,South America,3.644500000000000,14.086700000000000,0.258700000000000,100.000000000000000,12,11,12,35,31500.000000000000000,11.802169031300000
-1,Talca,14,-35.447949999999999,-71.689419999999998,20,20,1.000000000000000,-35.427525000000003,-71.654906999999994,South America,3.864500000000000,14.086700000000000,0.274300000000000,100.000000000000000,13,12,13,37,33300.000000000000000,12.317689302000000
-1,Talca,15,-35.449910000000003,-71.690179999999998,20,15,0.750000000000000,-35.427525000000003,-71.654906999999994,South America,4.050600000000000,14.086700000000000,0.287500000000000,100.000000000000000,14,13,14,36,32400.000000000000000,12.587569777500001
-1,Talca,16,-35.453530000000001,-71.686700000000002,20,16,0.800000000000000,-35.427525000000003,-71.654906999999994,South America,4.081300000000000,14.086700000000000,0.289700000000000,100.000000000000000,15,14,15,35,31500.000000000000000,10.386988967000001
-1,Talca,17,-35.455170000000003,-71.689880000000002,20,11,0.550000000000000,-35.427525000000003,-71.654906999999994,South America,4.414400000000000,14.086700000000000,0.313400000000000,100.000000000000000,16,15,16,35,31500.000000000000000,12.951123568400000
-1,Talca,18,-35.458640000000003,-71.693280000000001,20,14,0.700000000000000,-35.427525000000003,-71.654906999999994,South America,4.904500000000000,14.086700000000000,0.348200000000000,100.000000000000000,17,16,17,35,31500.000000000000000,12.907028689700001
-1,Talca,19,-35.465879999999999,-71.685550000000006,20,17,0.850000000000000,-35.427525000000003,-71.654906999999994,South America,5.088600000000000,14.086700000000000,0.361200000000000,100.000000000000000,18,17,18,35,31500.000000000000000,12.901783803200001
-1,Talca,20,-35.466780000000000,-71.695110000000000,20,12,0.600000000000000,-35.427525000000003,-71.654906999999994,South America,5.684700000000000,14.086700000000000,0.403600000000000,100.000000000000000,19,18,19,35,31500.000000000000000,12.735918806100001
-1,Talca,21,-35.475949999999997,-71.699029999999993,20,16,0.800000000000000,-35.427525000000003,-71.654906999999994,South America,6.705800000000000,14.086700000000000,0.476000000000000,100.000000000000000,20,19,20,35,31500.000000000000000,13.331994025200000
