OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,Woodstock_gcs_AI_annual_OID,Woodstock_gcs_AI_annual_FID_,Woodstock_gcs_AI_annual_COUNT,Woodstock_gcs_AI_annual_AREA,Woodstock_gcs_AI_annual_MEAN
-1,Woodstock,1,43.131377999999998,-80.746925000000005,NA,NA,0.400000000000000,43.131442999999997,-80.747106000000002,North America,0.016369909,10.764455440000001,0.0015,0,0,1,0.000069444451688,1.055899977680000
-1,Woodstock,2,43.131844000000001,-80.743442000000002,NA,NA,0.450000000000000,43.131442999999997,-80.747106000000002,North America,0.300652469,10.764455440000001,0.0279,,,,,
-1,Woodstock,3,43.132418999999999,-80.739530999999999,NA,NA,0.300000000000000,43.131442999999997,-80.747106000000002,North America,0.624202783,10.764455440000001,0.058,1,2,1,0.000069444451688,1.059399962430000
-1,Woodstock,4,43.133284000000003,-80.736018999999999,NA,NA,0.300000000000000,43.131442999999997,-80.747106000000002,North America,0.922676909,10.764455440000001,0.0857,,,,,
-1,Woodstock,5,43.133065000000002,-80.732293999999996,NA,NA,0.300000000000000,43.131442999999997,-80.747106000000002,North America,1.215414004,10.764455440000001,0.1129,2,4,1,0.000069444451688,1.058300018310000
-1,Woodstock,6,43.134675000000001,-80.729118999999997,NA,NA,0.250000000000000,43.131442999999997,-80.747106000000002,North America,1.503174895,10.764455440000001,0.1396,3,5,1,0.000069444451688,1.062999963760000
-1,Woodstock,7,43.134982000000001,-80.725032999999996,NA,NA,0.350000000000000,43.131442999999997,-80.747106000000002,North America,1.833861123,10.764455440000001,0.1704,,,,,
-1,Woodstock,8,0.000000000000000,0.000000000000000,NA,NA,0.400000000000000,43.131442999999997,-80.747106000000002,North America,NA,10.764455440000001,NA,,,,,
-1,Woodstock,9,43.135525999999999,-80.717823999999993,NA,NA,0.450000000000000,43.131442999999997,-80.747106000000002,North America,2.419100327,10.764455440000001,0.2247,4,8,1,0.000069444451688,1.060599923130000
-1,Woodstock,10,43.135876000000003,-80.714476000000005,NA,NA,0.300000000000000,43.131442999999997,-80.747106000000002,North America,2.693276244,10.764455440000001,0.2502,5,9,1,0.000069444451688,1.060699939730000
-1,Woodstock,11,43.136597000000002,-80.710341999999997,NA,NA,0.476190476000000,43.131442999999997,-80.747106000000002,North America,3.037772109,10.764455440000001,0.2822,,,,,
-1,Woodstock,12,43.137908000000003,-80.706908999999996,NA,NA,0.450000000000000,43.131442999999997,-80.747106000000002,North America,3.340038108,10.764455440000001,0.3103,6,11,1,0.000069444451688,1.059399962430000
-1,Woodstock,13,43.137684999999998,-80.703132999999994,NA,NA,0.400000000000000,43.131442999999997,-80.747106000000002,North America,3.635045957,10.764455440000001,0.3377,,,,,
-1,Woodstock,14,43.137326000000002,-80.699326999999997,NA,NA,0.611111111000000,43.131442999999997,-80.747106000000002,North America,3.931814192,10.764455440000001,0.3653,7,13,1,0.000069444451688,1.060599923130000
-1,Woodstock,15,43.138545999999998,-80.696753000000001,NA,NA,0.400000000000000,43.131442999999997,-80.747106000000002,North America,4.161477949,10.764455440000001,0.3866,,,,,
-1,Woodstock,16,43.138857999999999,-80.693881000000005,NA,NA,0.400000000000000,43.131442999999997,-80.747106000000002,North America,4.39687287,10.764455440000001,0.4085,,,,,
-1,Woodstock,17,43.139764000000000,-80.688513000000000,NA,NA,0.100000000000000,43.131442999999997,-80.747106000000002,North America,4.843612986,10.764455440000001,0.45,8,16,1,0.000069444451688,1.065299987790000
-1,Woodstock,18,43.140825999999997,-80.680774000000000,NA,NA,0.555555556000000,43.131442999999997,-80.747106000000002,North America,5.482529154,10.764455440000001,0.5093,9,17,1,0.000069444451688,1.061800003050000
-1,Woodstock,19,43.141244000000000,-80.678252000000001,NA,NA,0.380952381000000,43.131442999999997,-80.747106000000002,North America,5.692260925,10.764455440000001,0.5288,,,,,
-1,Woodstock,20,43.142313999999999,-80.672882999999999,NA,NA,0.200000000000000,43.131442999999997,-80.747106000000002,North America,6.142672099,10.764455440000001,0.5706,10,19,1,0.000069444451688,1.060699939730000
-1,Woodstock,21,43.142732000000002,-80.668011000000007,NA,NA,0.466666667000000,43.131442999999997,-80.747106000000002,North America,6.539467467,10.764455440000001,0.6075,,,,,
-1,Woodstock,22,43.143151000000003,-80.664350999999996,NA,NA,0.450000000000000,43.131442999999997,-80.747106000000002,North America,6.839851398,10.764455440000001,0.6354,11,21,1,0.000069444451688,1.058200001720000
-1,Woodstock,23,43.143949999999997,-80.659184999999994,NA,NA,0.750000000000000,43.131442999999997,-80.747106000000002,North America,7.268230549,10.764455440000001,0.6752,,,,,
-1,Woodstock,24,43.143869000000002,-80.655432000000005,NA,NA,0.500000000000000,43.131442999999997,-80.747106000000002,North America,7.565702827,10.764455440000001,0.7028,12,23,1,0.000069444451688,1.056999921800000
-1,Woodstock,25,43.145598999999997,-80.648143000000005,NA,NA,0.750000000000000,43.131442999999997,-80.747106000000002,North America,8.182610618,10.764455440000001,0.7602,13,24,1,0.000069444451688,1.062999963760000
