city,population,HCN_Result,plant_dens,dist,std_dist,population_latitude,population_longitude
Georgetown,1,0.28571428600000004,13.6,0.86,0.012658228,43.657085,-79.90853100000002
Georgetown,2,0.52,7.4,0.78,0.0,43.654465,-79.911477
Georgetown,3,0.384615385,14.6,0.83,0.007911392,43.65235,-79.913444
Georgetown,4,0.260869565,10.0,1.05,0.042721519000000006,43.649613,-79.916628
Georgetown,5,0.13636363599999998,18.4,1.27,0.077531646,43.648027,-79.919063
Georgetown,6,0.375,12.2,1.43,0.102848101,43.645383,-79.920023
Georgetown,7,0.391304348,0.8,1.78,0.158227848,43.64376,-79.923788
Georgetown,8,0.352941176,0.0,2.17,0.219936709,43.640782,-79.927089
Georgetown,9,0.304347826,2.8,2.5,0.272151899,43.638368,-79.929893
Georgetown,10,0.260869565,5.2,3.0,0.351265823,43.636833,-79.935863
Georgetown,11,0.17391304300000002,17.0,3.3,0.398734177,43.632858,-79.936815
Georgetown,12,0.130434783,16.0,3.61,0.44778481,43.63049,-79.939133
Georgetown,13,0.28571428600000004,5.4,3.88,0.490506329,43.628292,-79.940997
Georgetown,14,0.227272727,6.0,4.41,0.574367089,43.624197,-79.944891
Georgetown,15,0.666666667,5.2,4.8,0.636075949,43.621597,-79.948208
Georgetown,16,0.2,7.4,5.29,0.713607595,43.618242,-79.952056
Georgetown,17,0.541666667,19.8,5.65,0.77056962,43.615795,-79.955099
Georgetown,18,0.739130435,1.2,5.98,0.82278481,43.613425,-79.957712
Georgetown,19,0.47826087,5.6,6.88,0.965189873,43.610204,-79.96859599999998
Georgetown,20,0.2,0.0,7.1,1.0,43.618402,-79.979842
