city,population,HCN_Result,plant_dens,dist,std_dist,population_latitude,population_longitude
Guelph,1,0.260869565,8.2,0.3,0.001182033,43.547469,-80.248663
Guelph,2,0.208333333,0.2,0.29,0.0,43.543796,-80.251401
Guelph,3,0.15,17.2,0.67,0.044917258,43.543534,-80.256281
Guelph,4,0.13636363599999998,19.0,1.01,0.08510638300000001,43.542081,-80.259996
Guelph,5,0.444444444,5.0,1.48,0.140661939,43.540348,-80.26536999999998
Guelph,6,0.095238095,0.0,1.81,0.179669031,43.537395,-80.268073
Guelph,7,0.333333333,6.6,2.23,0.229314421,43.534438,-80.271649
Guelph,8,0.227272727,11.6,2.81,0.29787234,43.532498,-80.278412
Guelph,9,0.333333333,11.0,3.05,0.326241135,43.529329,-80.279211
Guelph,10,0.14285714300000002,7.8,3.47,0.375886525,43.527514,-80.283798
Guelph,11,0.047619048,17.2,4.03,0.442080378,43.52296,-80.287828
Guelph,12,0.4,13.6,4.86,0.540189125,43.51745,-80.294999
Guelph,13,0.47826087,0.0,5.15,0.574468085,43.517511,-80.299222
Guelph,14,0.181818182,0.0,5.88,0.660756501,43.510934000000006,-80.303899
Guelph,15,0.533333333,1.0,6.43,0.7257683220000001,43.50731,-80.308595
Guelph,16,0.35,9.4,7.03,0.796690307,43.503631,-80.31398100000001
Guelph,17,0.4,0.0,7.87,0.895981087,43.49825300000001,-80.321281
Guelph,18,0.391304348,5.6,8.4,0.958628842,43.493583,-80.324448
Guelph,19,0.7777777779999999,6.2,8.75,1.0,43.492744,-80.32911899999998
Guelph,20,0.4,6.2,8.74,0.998817967,43.496014,-80.33285
