city,population,HCN_Result,plant_dens,dist,std_dist,population_latitude,population_longitude
Orangeville,1,0.1,10.4,0.35,0.0,43.917672,-80.09503199999997
Orangeville,2,0.368421053,2.4,0.62,0.040723982,43.918665,-80.100931
Orangeville,3,0.428571429,1.4,0.99,0.09653092,43.917541,-80.105251
Orangeville,4,0.476190476,7.4,1.24,0.134238311,43.917239,-80.108331
Orangeville,5,0.45,0.0,1.53,0.17797888399999998,43.915982,-80.111579
Orangeville,6,0.3,5.8,1.93,0.238310709,43.915141,-80.11645899999998
Orangeville,7,0.25,5.4,2.18,0.27601809999999993,43.91343,-80.122837
Orangeville,8,0.35,4.6,2.48,0.321266968,43.914158,-80.119303
Orangeville,9,0.4,1.2,2.62,0.342383107,43.913693,-80.124862
Orangeville,10,0.2,0.2,2.85,0.377073906,43.912026,-80.12705
Orangeville,11,0.1,0.4,3.07,0.41025641,43.911781,-80.129875
Orangeville,12,0.6,4.2,3.24,0.435897436,43.913019,-80.132636
Orangeville,13,0.6190476189999999,2.4,3.53,0.479638009,43.909595,-80.134867
Orangeville,14,0.6,5.4,3.71,0.50678733,43.910259,-80.137512
Orangeville,15,0.25,12.8,3.86,0.529411765,43.913043,-80.140614
Orangeville,16,0.5,0.0,4.05,0.558069382,43.909547,-80.141697
Orangeville,17,0.4,8.4,4.39,0.6093514329999999,43.912475,-80.14783299999998
Orangeville,18,0.1,4.6,4.44,0.616892911,43.907913,-80.14556999999998
Orangeville,19,0.25,0.0,4.62,0.644042232,43.909841,-80.149305
Orangeville,20,0.35,5.0,4.73,0.660633484,43.907644,-80.14985899999998
Orangeville,21,0.15,17.6,4.85,0.678733032,43.905174,-80.150283
Orangeville,22,0.4,8.4,5.22,0.73453997,43.901261,-80.15294300000002
Orangeville,23,0.55,0.0,5.23,0.736048265,43.907007,-80.155817
Orangeville,24,0.35,1.4,5.57,0.787330317,43.90759600000001,-80.160728
Orangeville,25,0.4,13.0,5.8,0.8220211159999999,43.905499,-80.16286600000002
Orangeville,26,0.4,1.4,6.11,0.868778281,43.904645,-80.166586
Orangeville,27,0.5,9.2,6.32,0.9004524890000001,43.9041,-80.16904699999998
Orangeville,28,0.5,0.6,6.47,0.923076923,43.903679,-80.17076800000002
Orangeville,29,0.45,4.4,6.94,0.993966817,43.90265,-80.176451
Orangeville,30,0.166666667,0.0,6.98,1.0,43.901261,-80.176385
