city,population,HCN_Result,plant_dens,dist,std_dist,population_latitude,population_longitude
Elmira,1,0.4,4.6,1.06,0.268085106,43.590967,-80.560829
Elmira,2,0.857142857,2.8,0.87,0.187234043,43.592688,-80.561287
Elmira,3,0.428571429,2.0,0.7,0.114893617,43.594339,-80.56046500000002
Elmira,4,0.210526316,8.8,0.62,0.080851064,43.595419,-80.559689
Elmira,5,0.6,5.0,0.56,0.055319149000000005,43.596204,-80.55913100000002
Elmira,6,0.222222222,0.0,0.47,0.017021276999999998,43.597633,-80.558542
Elmira,7,0.4,5.0,0.5,0.029787234,43.59857,-80.557334
Elmira,8,0.421052632,2.4,0.51,0.034042553,43.60062,-80.556738
Elmira,9,0.222222222,5.0,0.43,0.0,43.60299000000001,-80.55899699999998
Elmira,10,0.529411765,2.4,0.63,0.08510638300000001,43.603498,-80.556474
Elmira,11,0.27777777800000003,3.8,0.77,0.144680851,43.604406,-80.555094
Elmira,12,0.578947368,11.6,1.03,0.255319149,43.606182,-80.553022
Elmira,13,0.25,15.2,1.16,0.31063829800000003,43.607477,-80.552398
Elmira,14,0.3,9.6,1.33,0.382978723,43.610534,-80.55416899999999
Elmira,15,0.411764706,0.0,1.53,0.468085106,43.612335,-80.553584
Elmira,16,0.368421053,21.2,1.63,0.5106382979999999,43.61368,-80.5542
Elmira,17,0.2,19.0,1.88,0.617021277,43.6159,-80.553527
Elmira,18,0.411764706,8.6,2.1,0.710638298,43.617775,-80.552628
Elmira,19,0.380952381,0.6,2.52,0.889361702,43.621647,-80.551941
Elmira,20,0.28571428600000004,5.2,2.78,1.0,43.624047,-80.551674
